Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,Drug,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
10,0,,0,0,1,0,,,,,0,153.895813,169.230716,15.334902999999995,2.8181000000000003,3.8276,1.0094999999999996,4.3347,5.334700000000001,1.0000000000000009,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
11,1,,0,0,1,0,,,,,0,169.245913,184.584616,15.33870300000001,2.8206,3.8301,1.0094999999999996,4.3385,5.338500000000001,1.0000000000000009,iaa,iaa,1,,0,0,1,1,70.0,,[9.3754],[9.6466],"[9.515, 9.6174, 9.7176, 9.9505, 10.0723, 10.6207, 10.7604, 10.8581, 10.99]","[9.6124, 9.6331, 9.7977, 10.0299, 10.0755, 10.6878, 10.7788, 10.8812, 11.0102]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
12,0,,0,0,1,0,,,,,0,184.599813,199.934716,15.334902999999995,2.8181000000000003,3.8276,1.0094999999999996,4.3347,5.334700000000001,1.0000000000000009,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
13,1,,0,0,1,0,,,,,0,199.946313,215.285016,15.33870300000001,2.8206,3.8301,1.0094999999999996,4.3385,5.338500000000001,1.0000000000000009,iaa,iaa,1,,0,0,1,1,70.0,,"[9.8727, 9.8879, 9.9032, 9.9172]","[9.8818, 9.8969, 9.9121, 9.9419]","[7.407900000000001, 7.4324, 15.0897]","[7.421, 7.5182, 15.1435]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
14,0,,1,0,0,0,1.0,,0.0,,1,215.297513,229.650216,14.352702999999993,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.3525,0.0178000000000002,aaa,aaa,1,,0,1,0,1,-70.0,,[4.3525],[4.3555],"[4.7819, 4.962400000000001, 5.101100000000001, 7.337700000000001, 7.489400000000001, 7.5848, 7.635800000000001, 7.686400000000001, 10.8287, 10.9597, 11.0733, 11.3334]","[4.8349, 5.0088, 5.1455, 7.4034, 7.5471, 7.615200000000001, 7.6744, 7.703200000000001, 10.8764, 10.9806, 11.0934, 11.3455]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
15,1,0.0,0,0,1,0,,1.0,,,0,229.663213,245.001917,15.33870399999998,2.8206,3.8301,1.0094999999999996,4.3385,5.338500000000001,1.0000000000000009,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[7.0385, 8.9047, 8.9343, 8.944600000000001, 8.9685, 9.0024, 9.029]","[7.086, 8.9175, 8.9379, 8.9534, 8.9783, 9.009, 9.0318]","[7.3298, 7.3997, 7.972600000000001, 8.7897, 8.922]","[7.373900000000001, 7.401800000000001, 8.196900000000001, 8.81, 8.9422]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
16,0,,0,0,1,0,,,,,0,245.017113,260.352017,15.334903999999996,2.8181000000000003,3.8276,1.0094999999999996,4.3347,5.334700000000001,1.0000000000000009,aaa,aaa,1,,0,1,0,1,-70.0,,"[6.7325, 6.9013, 7.011]","[6.8237000000000005, 6.927700000000001, 7.0353]","[6.466, 9.6933, 14.4637, 14.884, 15.231800000000002]","[6.4956000000000005, 9.7209, 14.4935, 14.8884, 15.2362]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
17,1,,0,0,1,0,,,,,0,260.362013,275.700716,15.33870300000001,2.8206,3.8301,1.0094999999999996,4.3385,5.338500000000001,1.0000000000000009,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
18,0,,0,0,1,0,,,,,0,275.711813,291.046716,15.334902999999995,2.8181000000000003,3.8276,1.0094999999999996,4.3347,5.334700000000001,1.0000000000000009,aaa,aaa,1,,0,1,0,1,-70.0,,"[5.8127, 11.2145]","[5.8245000000000005, 11.2461]","[5.7861, 11.2265]","[5.8276, 11.2451]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
19,1,,0,0,1,0,,,,,0,291.060913,306.399616,15.338702999999953,2.8206,3.8301,1.0094999999999996,4.3385,5.338500000000001,1.0000000000000009,iaa,iaa,1,,0,0,1,1,70.0,,[],[],"[5.5956, 5.7659]","[5.6375, 5.826300000000001]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
20,0,,0,0,1,0,,,,,0,306.411313,321.746216,15.334902999999995,2.8181000000000003,3.8276,1.0094999999999996,4.3347,5.334700000000001,1.0000000000000009,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
21,1,,0,0,1,0,,,,,0,321.758913,337.097616,15.33870300000001,2.8206,3.8301,1.0094999999999996,4.3385,5.338500000000001,1.0000000000000009,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
22,0,,1,0,0,0,1.0,,0.0,,1,337.112913,351.464316,14.351403000000005,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.3512,0.0165000000000006,aaa,aaa,1,,0,1,0,1,-70.0,,"[4.3512, 5.6568000000000005, 5.9282, 6.0442, 12.9424]","[4.3575, 5.7522, 5.9556, 6.0582, 12.9652]","[6.1648000000000005, 6.8599000000000006, 7.0004, 7.1416, 7.2918, 8.1167, 8.304, 8.4669, 8.6181, 8.7996, 11.2831, 11.4439, 11.7567, 11.951, 12.0925, 12.2239, 12.3721, 12.9217]","[6.1770000000000005, 6.9129000000000005, 7.0449, 7.1688, 7.324000000000001, 8.1507, 8.3598, 8.495800000000001, 8.659, 8.8382, 11.3007, 11.475, 11.8138, 12.0131, 12.1341, 12.2768, 12.4197, 12.9659]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
23,1,0.0,0,0,1,0,,1.0,,,0,351.481713,366.820416,15.33870300000001,2.8206,3.8301,1.0094999999999996,4.3385,5.338500000000001,1.0000000000000009,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[6.4979000000000005, 6.6527, 6.761, 6.8867, 7.0139000000000005, 7.1601, 9.5774, 9.7262, 9.8665, 12.832]","[6.565300000000001, 6.671, 6.799300000000001, 6.9211, 7.0486, 7.1851, 9.6117, 9.7873, 9.9128, 12.8401]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
24,0,,1,0,0,0,1.0,,0.0,,1,366.835813,381.189116,14.35330300000004,2.8181000000000003,3.8276,1.0094999999999996,4.3347,4.3531,0.0184000000000006,aaa,aaa,1,,0,1,0,1,-70.0,,"[4.3531, 4.353400000000001, 5.0002, 5.2431, 5.371700000000001, 5.635400000000001, 5.7858, 7.5514]","[4.3533, 4.3535, 5.0688, 5.2824, 5.3931, 5.643000000000001, 5.8003, 7.609100000000001]","[5.6405, 5.7891, 6.165900000000001, 7.5674, 10.8557, 11.0205, 13.565, 13.7846, 13.9564, 14.0932]","[5.6481, 5.8106, 6.1926000000000005, 7.6088, 10.8933, 11.0829, 13.6253, 13.8666, 14.000100000000002, 14.142]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
25,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,381.201313,396.125116,14.923802999999964,2.8206,3.8301,1.0094999999999996,4.3385,4.9236,0.5851000000000006,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[7.717],[7.774],"[4.9236, 5.0833, 5.238, 5.3502, 5.4971000000000005, 5.6342, 5.929, 6.4522, 6.6135, 7.7613, 7.943300000000001, 8.1671, 11.1789]","[4.957800000000001, 5.1492, 5.2652, 5.3939, 5.5189, 5.6691, 5.9988, 6.5293, 6.6684, 7.769, 7.9965, 8.2438, 11.1989]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
26,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,396.139413,416.265116,20.125702999999987,2.8181000000000003,3.8276,1.0094999999999996,4.3347,5.125500000000001,0.7908000000000008,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[10.8863, 14.4827, 14.7031, 15.0292]","[10.9078, 14.5448, 14.7529, 15.0561]","[5.125500000000001, 10.8827, 14.512300000000002, 15.4557, 17.9035]","[5.163600000000001, 10.9126, 14.5424, 15.519, 17.9788]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
27,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,416.276313,436.239216,19.962902999999983,2.8206,3.8301,1.0094999999999996,4.3385,4.9627,0.6242000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.9627, 11.1645, 11.2188, 11.6782]","[5.0338, 11.1739, 11.4881, 11.8659]","[10.4417, 10.7891, 11.1092, 11.236, 11.2428, 11.6296, 11.7037, 11.8503, 12.3056, 12.3602, 12.3739, 12.407]","[10.4757, 10.8115, 11.1145, 11.2368, 11.3175, 11.6328, 11.8491, 11.8591, 12.307, 12.3662, 12.3793, 12.4112]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
28,0,1.0,0,0,1,0,,0.0,,,0,436.253313,451.588216,15.334902999999995,2.8181000000000003,3.8276,1.0094999999999996,4.3347,5.334700000000001,1.0000000000000009,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[],[],"[12.0665, 12.0846]","[12.072, 12.1127]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
29,1,,0,0,1,0,,,,,0,451.601813,466.940516,15.33870300000001,2.8206,3.8301,1.0094999999999996,4.3385,5.338500000000001,1.0000000000000009,iaa,iaa,1,,0,0,1,1,70.0,,[],[],"[14.4587, 14.4596, 14.4606, 14.4616, 14.481800000000002]","[14.4592, 14.4603, 14.4615, 14.4816, 14.4824]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
30,0,,0,0,1,0,,,,,0,466.957913,482.292817,15.334903999999996,2.8181000000000003,3.8276,1.0094999999999996,4.3347,5.334700000000001,1.0000000000000009,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
31,1,,0,0,1,0,,,,,0,482.306513,497.645217,15.338704000000009,2.8206,3.8301,1.0094999999999996,4.3385,5.338500000000001,1.0000000000000009,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
32,0,,0,0,1,0,,,,,0,497.658113,512.993016,15.334902999999995,2.8181000000000003,3.8276,1.0094999999999996,4.3347,5.334700000000001,1.0000000000000009,aaa,aaa,1,,0,1,0,1,-70.0,,"[12.4577, 12.7289, 12.8879]","[12.5156, 12.7771, 12.924]",[13.4648],[13.517],0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
33,1,,0,0,1,0,,,,,0,513.007113,528.345816,15.33870300000001,2.8206,3.8301,1.0094999999999996,4.3385,5.338500000000001,1.0000000000000009,iaa,iaa,1,,0,0,1,1,70.0,,"[14.6071, 14.7555, 14.9092]","[14.6474, 14.7993, 14.9373]","[5.7499, 9.0157, 15.1813, 15.327100000000002]","[5.775, 9.0441, 15.2458]",0.0071,0.0084,1000,1,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.0,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod4,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod4,11,36004,11,1.8.2,011_stage_training_v6_20250730-165942,2025-07-30,16:59:54.743678,18:00:01.029296
