Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
10,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,172.579331,185.675935,13.096604000000012,2.8181000000000003,,,3.0764,3.0869,0.0104999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[0.0846],[0.0822],"[0.069, 0.0849, 0.0963, 0.1126, 0.1455, 0.1702, 0.1995, 0.2053, 0.2236, 0.2273, 0.2293, 0.2355, 0.2472, 0.2599, 0.2626, 0.2838, 0.2872, 0.2962, 0.3085, 0.3227, 0.3355, 0.3618, 0.3948, 0.4217, 0.4466, 2.0899, 2.6734, 3.0869, 3.0986, 3.1137, 3.1259, 3.1380000000000003, 3.151, 3.1523000000000003, 3.1792, 3.1867, 3.2037, 3.2152000000000003, 3.2276, 3.2407000000000004, 3.2525, 3.266, 3.2764, 3.2879, 3.3004, 3.3116000000000003, 3.3281, 3.3415000000000004, 3.3538, 3.3663000000000003, 3.3787000000000003, 3.3902, 3.4038000000000004, 3.4146, 3.4277, 3.4388, 3.4516, 3.4639, 3.4767, 3.4888000000000003, 3.5022, 3.5268, 8.385, 8.4106, 8.4724, 8.505600000000001, 8.508000000000001, 9.5764, 9.5778, 10.1963, 10.1967, 11.3631, 11.3929, 11.4223, 11.4556, 11.4731, 11.4841, 11.4974, 11.5077, 11.5282, 11.5285, 11.5937, 11.6094, 11.6273, 11.6441, 11.655, 12.1429, 12.3959, 13.0915]","[0.0647, 0.077, 0.0958, 0.1051, 0.1336, 0.1655, 0.1907, 0.2043, 0.2199, 0.2258, 0.2282, 0.232, 0.2468, 0.2564, 0.2625, 0.2818, 0.286, 0.2914, 0.3037, 0.318, 0.3297, 0.3557, 0.3912, 0.4168, 0.4449, 1.7169, 2.395, 3.0801000000000003, 3.0936000000000003, 3.1081000000000003, 3.12, 3.1339, 3.1447000000000003, 3.1517, 3.1704000000000003, 3.1830000000000003, 3.1965000000000003, 3.2082, 3.2230000000000003, 3.2327000000000004, 3.2478, 3.2594000000000003, 3.273, 3.2865, 3.2984, 3.3111, 3.3245, 3.3360000000000003, 3.3478000000000003, 3.3605, 3.3725, 3.3852, 3.3983000000000003, 3.4108, 3.4234, 3.4347000000000003, 3.4472, 3.4598, 3.4714, 3.4852000000000003, 3.4967, 3.5219, 8.365, 8.389800000000001, 8.4556, 8.4907, 8.5058, 9.4226, 9.5769, 9.6199, 10.1964, 11.3593, 11.383, 11.408, 11.4422, 11.4616, 11.4761, 11.4881, 11.5037, 11.513, 11.5284, 11.5925, 11.6018, 11.6149, 11.6424, 11.6514, 12.1286, 12.3861, 13.0776]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250610-124234,2025-06-10,12:42:46.979900,13:23:03.212300
11,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,185.691431,198.787335,13.095904000000019,2.8206,3.0958,0.2751999999999999,3.0793,3.0862000000000003,0.0069000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[0.0694, 3.1181]","[0.0681, 3.1156]","[0.03, 0.04, 0.0546, 0.0695, 0.0815, 0.0978, 0.1013, 0.1057, 0.1318, 0.1429, 0.1486, 0.1608, 0.1669, 0.1855, 0.1916, 0.1964, 0.2094, 0.2152, 0.2213, 0.2329, 0.2362, 0.2387, 0.2457, 0.2491, 0.2504, 0.2571, 0.2696, 0.2735, 0.2816, 0.2847, 0.2955, 0.3072, 0.3211, 0.3343, 0.3616, 0.3833, 0.3953, 0.4221, 0.4483, 1.2629, 2.1153, 2.1509, 2.2409, 2.6739, 2.6751, 2.6765000000000003, 2.6771000000000003, 3.0862000000000003]","[0.0238, 0.0397, 0.0487, 0.0617, 0.0767, 0.0892, 0.1, 0.1028, 0.1148, 0.1416, 0.1479, 0.1507, 0.1655, 0.1761, 0.1877, 0.1934, 0.2054, 0.2112, 0.2172, 0.2316, 0.2357, 0.238, 0.2415, 0.2473, 0.2497, 0.2552, 0.2666, 0.271, 0.2786, 0.2832, 0.2889, 0.301, 0.316, 0.3269, 0.353, 0.38, 0.3868, 0.4145, 0.4423, 0.6927, 2.1123000000000003, 2.1425, 2.2254, 2.2494, 2.6741, 2.6752, 2.6766, 3.0844]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250610-124234,2025-06-10,12:42:46.979900,13:23:03.212300
12,0,0.0,0,0,1,0,,1.0,,,0,198.798831,221.884835,23.08600400000001,2.8181000000000003,,,3.0764,13.0764,10.000000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[21.6175],[21.612],[0.0751],[0.0733],0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250610-124234,2025-06-10,12:42:46.979900,13:23:03.212300
13,1,,0,0,1,0,,,,,0,221.904931,244.99383500000002,23.088903999999985,2.8206,,,3.0793,13.0793,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],"[15.0889, 15.0938, 15.1474, 15.2006, 15.2537, 15.2628, 15.5418, 15.6031, 15.6657, 15.942]","[15.063, 15.090800000000002, 15.1282, 15.1851, 15.2506, 15.2568, 15.5343, 15.5917, 15.6614, 15.9406, 15.9829]",0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250610-124234,2025-06-10,12:42:46.979900,13:23:03.212300
14,0,,0,0,1,0,,,,,0,245.017931,268.10393500000004,23.086003999999967,2.8181000000000003,,,3.0764,13.0764,10.000000000000002,aaa,aaa,1,,0,1,0,1,-70.0,,"[0.2497, 0.2674, 0.284]","[0.2492, 0.2648, 0.2831]",[],[],0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250610-124234,2025-06-10,12:42:46.979900,13:23:03.212300
15,1,,0,0,1,0,,,,,0,268.122031,291.210935,23.08890400000001,2.8206,,,3.0793,13.0793,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250610-124234,2025-06-10,12:42:46.979900,13:23:03.212300
16,0,,0,0,1,0,,,,,0,291.235731,314.321735,23.08600400000001,2.8181000000000003,,,3.0764,13.0764,10.000000000000002,aaa,aaa,1,,0,1,0,1,-70.0,,[22.3764],[22.375400000000003],[],[],0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250610-124234,2025-06-10,12:42:46.979900,13:23:03.212300
17,1,,0,1,0,0,0.0,,0.0,,1,314.340431,327.532135,13.191703999999962,2.8206,,,3.0793,3.182,0.1027,iaa,iaa,1,,0,0,1,1,70.0,,"[0.2882, 3.182]","[0.2877, 3.1803000000000003]",[],[],0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250610-124234,2025-06-10,12:42:46.979900,13:23:03.212300
18,0,1.0,0,0,1,0,,0.0,,,0,327.544131,350.630135,23.08600400000001,2.8181000000000003,,,3.0764,13.0764,10.000000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[],[],[],[],0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250610-124234,2025-06-10,12:42:46.979900,13:23:03.212300
19,1,,0,0,1,0,,,,,0,350.655231,373.744135,23.08890400000001,2.8206,,,3.0793,13.0793,10.0,iaa,iaa,1,,0,0,1,1,70.0,,"[16.9966, 17.0047, 17.0476, 17.060000000000002, 17.1513, 17.21, 17.3946, 17.4004, 17.4147, 17.8486, 18.0107, 18.012700000000002, 18.0145, 18.0188, 18.0201, 18.0459, 18.1018, 18.7195, 18.7789, 18.8642, 18.8729, 18.8735, 18.9197, 18.9625, 18.98, 18.9936, 19.0755, 19.0762, 19.101000000000003, 19.1012, 19.1123, 19.1963, 19.247400000000003, 19.3016, 19.328, 19.3283, 19.3498, 19.3888, 19.3895, 19.3907, 19.4447, 19.4986, 19.5411, 19.62, 19.6304, 19.7305, 19.8721, 20.0277, 20.0817, 20.349500000000003, 20.3498, 20.357, 20.4381, 20.4384, 20.4488, 20.4493, 20.4498, 20.5042, 20.5073, 20.5146, 20.5835, 20.6692, 20.7161, 20.7165, 20.7202, 20.7208, 20.7942, 20.8543, 20.9192, 20.921, 20.9293, 20.9994, 21.0033, 21.01, 21.0155, 21.040000000000003, 21.0756, 21.0957, 21.1458, 21.1675, 21.2298, 21.2862, 21.3347, 21.3353, 21.338]","[16.9965, 16.9967, 17.0473, 17.0505, 17.128700000000002, 17.1869, 17.3944, 17.3948, 17.411, 17.8463, 18.009, 18.011200000000002, 18.0131, 18.018700000000003, 18.0189, 18.0206, 18.1017, 18.6945, 18.7642, 18.8237, 18.8701, 18.8732, 18.8777, 18.9219, 18.9692, 18.9896, 19.0752, 19.0761, 19.0764, 19.1011, 19.1095, 19.1702, 19.232, 19.2797, 19.3263, 19.3282, 19.3284, 19.3829, 19.389100000000003, 19.3901, 19.4367, 19.4792, 19.5375, 19.615, 19.6231, 19.7283, 19.8686, 20.0182, 20.0631, 20.3416, 20.3496, 20.3523, 20.435, 20.4382, 20.4385, 20.4489, 20.4494, 20.5038, 20.5043, 20.5118, 20.552, 20.6146, 20.6984, 20.7164, 20.72, 20.7205, 20.7575, 20.8147, 20.9121, 20.9199, 20.9213, 20.9965, 21.0011, 21.0071, 21.0139, 21.0208, 21.0723, 21.079700000000003, 21.1377, 21.1673, 21.2177, 21.274800000000003, 21.3345, 21.3352, 21.3372]",[],[],0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250610-124234,2025-06-10,12:42:46.979900,13:23:03.212300
20,0,,1,0,0,0,1.0,,0.0,,1,373.762831,386.876835,13.114004000000026,2.8181000000000003,3.1139,0.2957999999999998,3.0764,3.1043000000000003,0.0279000000000002,aaa,aaa,1,,0,1,0,1,-70.0,,"[0.0559, 0.068, 0.1019, 0.1075, 0.1195, 0.1289, 0.1595, 0.1889, 0.1963, 0.2139, 0.238, 0.2507, 0.2533, 0.2556, 0.2597, 0.2623, 0.2682, 0.2879, 0.3104, 0.3402, 0.3998, 3.1043000000000003, 3.1291, 3.2044, 3.2155, 3.241, 3.2718000000000003, 3.3068, 3.3125, 3.3416, 3.3531, 3.3609, 3.3772, 3.3871, 3.4104, 3.4206000000000003, 3.4861, 3.5681000000000003, 3.5695, 11.6853, 11.6935]","[0.0489, 0.059, 0.0894, 0.1035, 0.116, 0.1255, 0.1433, 0.1817, 0.1946, 0.1982, 0.2369, 0.2384, 0.253, 0.2544, 0.259, 0.2599, 0.2644, 0.2871, 0.2965, 0.3359, 0.3961, 3.0939, 3.1227, 3.1998, 3.2144000000000004, 3.2309, 3.2716000000000003, 3.2962, 3.3088, 3.3385, 3.3449, 3.3601, 3.3706, 3.3800000000000003, 3.3898, 3.4188, 3.48, 3.568, 3.5684, 11.6852, 11.6855]",[],[],0.0082,0.0086,100,1,0.5,0.0,0.0,0,0,1,0,0,10,10,0,0,0.0,0.5,LR,20.0,RT,0,0,0,1,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250610-124234,2025-06-10,12:42:46.979900,13:23:03.212300
