Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
10,0,,0,0,1,0,,,,,0,69.373413,76.460016,7.086602999999997,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
11,1,,0,0,1,0,,,,,0,76.471513,83.561316,7.089803000000003,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
12,0,,0,0,1,0,,,,,0,83.572713,90.659316,7.086603000000011,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
13,1,,0,0,1,0,,,,,0,90.669913,97.759716,7.089803000000003,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
14,0,,0,0,1,0,,,,,0,97.771012,104.857616,7.086603999999994,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
15,1,,0,0,1,0,,,,,0,104.869313,111.959116,7.089802999999989,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
16,0,,0,0,1,0,,,,,0,111.969413,119.056016,7.086602999999997,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
17,1,,0,0,1,0,,,,,0,119.066013,126.155816,7.089803000000003,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
18,0,,0,0,1,0,,,,,0,126.166413,133.253016,7.086602999999997,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
19,1,,0,0,1,0,,,,,0,133.264513,140.354316,7.089803000000018,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
20,0,,0,0,1,0,,,,,0,140.366313,147.452916,7.086602999999997,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
21,1,,0,0,1,0,,,,,0,147.463513,154.553316,7.089802999999989,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
22,0,,0,0,1,0,,,,,0,154.571613,161.658216,7.086602999999997,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
23,1,,0,0,1,0,,,,,0,161.669213,168.759016,7.089802999999989,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[4.6694],[4.6885],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
24,0,,0,0,1,0,,,,,0,168.776613,175.863216,7.086602999999997,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],"[0.11, 0.1231]",[0.1223],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
25,1,,0,0,1,0,,,,,0,175.878913,182.968716,7.089802999999989,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
26,0,,1,0,0,0,1.0,,0.0,,1,182.980113,189.369316,6.389203000000009,2.8181000000000003,3.3891,0.5709999999999997,3.077,3.3795,0.3025000000000002,aaa,aaa,1,,0,1,0,1,-70.0,,"[3.3795, 3.4084000000000003, 3.4399]","[3.3840000000000003, 3.4115, 3.4411]",[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
27,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,189.388013,197.777916,8.389903000000004,2.8206,,,3.0802,3.3803,0.3001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[3.3803],[3.3835],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
28,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,197.795213,203.889916,6.09470300000001,2.8181000000000003,3.0946,0.2764999999999995,3.077,3.085,0.008,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.085, 3.3728]","[3.0892, 3.3791]",[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
29,1,0.0,0,0,1,0,,1.0,,,0,203.902113,210.991916,7.089802999999989,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
30,0,,0,0,1,0,,,,,0,211.030213,218.116816,7.086602999999997,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
31,1,,0,0,1,0,,,,,0,218.138213,225.228016,7.089802999999989,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
32,0,,0,0,1,0,,,,,0,225.249012,232.335616,7.086603999999994,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
33,1,,0,0,1,0,,,,,0,232.348913,239.438716,7.089802999999989,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
34,0,,0,0,1,0,,,,,0,239.451713,246.538316,7.086602999999997,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
35,1,,0,0,1,0,,,,,0,246.552913,253.642716,7.089803000000018,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
36,0,,0,0,1,0,,,,,0,253.658613,260.745216,7.086603000000025,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
37,1,,0,0,1,0,,,,,0,260.756513,267.846316,7.089803000000018,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
38,0,,0,0,1,0,,,,,0,267.861413,274.948016,7.086602999999968,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
39,1,,0,0,1,0,,,,,0,274.962113,282.051916,7.089803000000018,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
40,0,,0,0,1,0,,,,,0,282.062213,289.148816,7.086603000000025,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
41,1,,0,0,1,0,,,,,0,289.159513,296.249316,7.089803000000018,2.8206,,,3.0802,4.0802000000000005,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
42,0,,0,0,1,0,,,,,0,296.260113,303.346716,7.086603000000025,2.8181000000000003,,,3.077,4.077,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0088,0.0096,100,1,0.5,2.0,0.0,0,0,1,0,0,1,3,0,0,0.0,0.5,LR,5.0,RT,0,0,0,0,0.25,0.0,9.999999999976694e-05,1.0,/dev/ttyACM-Bpod5,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod5,16,36005,16,1.8.2,016_stage_training_v6_20250519-130208,2025-05-19,13:02:20.668355,13:16:25.052943
