Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ValveLeft,ValveRight
10,0,,1,0,0,0,1.0,,0.0,,1,50.664811,55.126813,4.462001999999998,2.8182,3.462,0.6437999999999997,3.0682,3.1944000000000004,0.1262000000000003,aaa,aaa,1,,0,1,0,1,-70.0,,"[0.8933000000000001, 1.0365, 1.4089, 3.1944000000000004, 3.3758000000000004, 3.3927, 3.5399000000000003, 3.7095]","[0.9163, 1.0803, 1.4595, 3.2318, 3.3802000000000003, 3.4353, 3.5769, 3.7413]","[0.5714, 0.7113, 0.9083, 1.2155, 1.6268, 2.9986]","[0.6264000000000001, 0.7615000000000001, 0.9153, 1.2688, 1.6678000000000002, 3.0349]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
11,1,0.0,0,0,1,0,,1.0,,,0,55.139311,60.219513,5.080202,2.8207,4.0802000000000005,1.0,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[1.3654000000000002, 1.5126000000000002]","[1.376, 1.5779]",[1.3556],[1.3777],10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
12,0,,0,0,1,0,,,,,0,60.241211,65.318914,5.077703000000007,2.8182,4.0777,1.0,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,"[2.2847, 4.9539]","[2.3047, 4.9911]",[4.7704],[4.8089],10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
13,1,,0,0,1,0,,,,,0,65.33881099999999,70.419013,5.080202,2.8207,4.0802000000000005,1.0,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
14,0,,0,0,1,0,,,,,0,70.442211,75.519913,5.077702000000002,2.8182,4.0777,1.0,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,"[0.6515000000000001, 0.8031]","[0.6605000000000001, 0.8387]",[0.6237],[0.6633],10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
15,0,,0,0,1,0,,,,,0,75.543311,80.621013,5.077702000000002,2.8182,4.0777,1.0,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,"[0.6048, 0.9845, 1.0151, 2.6806, 2.8569]","[0.639, 0.9887, 1.0501, 2.7146000000000003, 2.9163]","[0.4334, 0.7698, 2.7086]","[0.4784000000000001, 0.8313, 2.71]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
16,1,,1,0,0,1,0.0,,1.0,,1,80.645011,85.131013,4.486001999999999,2.8207,3.486,0.6653000000000002,3.0707,3.2039,0.1332,iaa,iaa,1,,0,0,1,1,70.0,,"[1.0791, 1.266, 1.6678000000000002, 3.2039, 3.8384, 3.9699, 4.1093]","[1.1196000000000002, 1.3150000000000002, 1.7175, 3.2297, 3.8635, 4.0093000000000005, 4.1502]","[0.7287, 0.8998, 3.2184000000000004, 3.4174, 3.5597000000000003, 3.6791]","[0.7922, 0.9647, 3.2291000000000003, 3.4741, 3.596, 3.7326]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
17,1,1.0,0,0,1,0,,0.0,,,0,85.143511,90.223713,5.080202,2.8207,4.0802000000000005,1.0,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[1.8511, 2.2552000000000003]","[1.8811, 2.3035]",[2.0173],[2.0594],10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
18,0,,0,0,1,0,,,,,0,90.235811,95.313513,5.077702000000002,2.8182,4.0777,1.0,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
19,0,,0,0,1,0,,,,,0,95.346511,100.424213,5.077701999999988,2.8182,4.0777,1.0,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,"[2.1773, 2.3319, 2.9268]","[2.2134, 2.3934, 2.9596]","[0.4158, 0.5786, 1.9709, 1.9944, 2.2071, 2.5509, 2.5708, 2.7248, 2.9514]","[0.4625, 0.6426000000000001, 1.9738, 2.0418000000000003, 2.2105, 2.5576000000000003, 2.6166, 2.7915, 2.9572000000000003]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
20,0,,0,0,1,0,,,,,0,100.436311,105.514013,5.077702000000002,2.8182,4.0777,1.0,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,"[2.5263, 2.7261]","[2.5592, 2.7796000000000003]","[2.3121, 2.5448]","[2.3667, 2.5578000000000003]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
21,1,,1,0,0,0,1.0,,1.0,,1,105.526311,110.36821299999998,4.84190199999999,2.8207,3.8419,1.0,3.0707,3.5743,0.5036,iaa,iaa,1,,0,0,1,1,70.0,,"[3.9551, 4.0903, 4.2572]","[3.9818, 4.1206000000000005, 4.2778]","[0.3398, 3.5743, 3.5856000000000003, 3.7077, 3.8176]","[0.4034, 3.5767, 3.6409, 3.7479, 3.8625]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
22,0,0.0,0,0,1,0,,1.0,,,0,110.383111,115.460813,5.077702000000002,2.8182,4.0777,1.0,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.6392, 0.7723, 1.2326]","[0.66, 0.8216, 1.2527]","[0.461, 0.6544, 0.9841, 1.2387]","[0.5137, 0.6591, 1.0242, 1.2526000000000002]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
23,0,,0,0,1,0,,,,,0,115.483611,120.56131299999998,5.077702000000002,2.8182,4.0777,1.0,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
24,0,,1,0,0,1,0.0,,0.0,,1,120.582111,125.372813,4.790701999999996,2.8182,3.7907,0.9725,3.0682,3.178,0.1097999999999999,aaa,aaa,1,,0,1,0,1,-70.0,,"[3.0423, 3.5231000000000003, 3.6698, 3.7936, 3.9216, 4.0356000000000005, 4.1640000000000015]","[3.0752, 3.5465, 3.7097, 3.8295, 3.9542, 4.0751, 4.2061]","[0.0022, 0.1973, 2.8566000000000003, 3.0606, 3.178, 3.3233, 3.5233000000000003, 4.3247]","[0.0777, 0.2726, 2.9223000000000003, 3.0745, 3.2397, 3.3869, 3.5463, 4.3568]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
25,1,0.0,0,0,1,0,,0.0,,,0,125.396711,130.476913,5.080202,2.8207,4.0802000000000005,1.0,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[1.8626, 2.0488]","[1.9241, 2.1143]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
26,0,,0,0,1,0,,,,,0,130.499511,135.577213,5.077701999999988,2.8182,4.0777,1.0,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[2.7788],[2.825],"[2.6418, 2.9506, 2.9683]","[2.6673, 2.9531, 3.0095]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
27,0,,0,0,1,0,,,,,0,135.600411,140.678113,5.077701999999988,2.8182,4.0777,1.0,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
28,1,,1,0,0,0,1.0,,1.0,,1,140.699511,145.14001299999995,4.440502000000009,2.8207,3.4405,0.6198000000000001,3.0707,3.1729000000000003,0.10220000000000028,iaa,iaa,1,,0,0,1,1,70.0,,[4.0453],[4.0736],"[3.1729000000000003, 3.3206, 3.4433, 4.1852, 4.3141]","[3.2407000000000004, 3.3585000000000003, 3.4829000000000003, 4.2296000000000005, 4.3705]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
29,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,145.161412,149.50881299999998,4.347400999999991,2.8207,3.3474000000000004,0.5267000000000004,3.0707,3.0798,0.009100000000000108,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.0799000000000003, 4.0026, 4.1361]","[3.0972, 4.0360000000000005, 4.1707]","[2.8947000000000003, 3.0798, 3.1982, 3.3348, 3.4552, 3.5901, 3.7181, 3.8746, 4.2716]","[2.9501, 3.1009, 3.256, 3.3785000000000003, 3.5037000000000003, 3.638, 3.767, 3.9013, 4.3180000000000005]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
30,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,149.53061100000005,153.96371299999996,4.4331020000000185,2.8182,3.4331,0.6149,3.0682,3.1655,0.09730000000000016,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.2124, 0.3776, 0.4994, 0.5133, 1.0169, 1.1532, 1.3474000000000002, 2.0945, 2.8718000000000004, 3.0018, 3.1655, 3.2886, 3.4201, 3.7754, 3.8964, 4.0855000000000015]","[0.243, 0.4019, 0.5026, 0.5476, 1.0473, 1.2028, 1.3774, 2.1237, 2.9051, 3.0537, 3.2069, 3.3245, 3.4544, 3.7947, 3.9439, 4.1277]","[0.0323, 0.3857, 0.6857000000000001, 0.8278000000000001, 0.8346, 1.9182, 2.2176, 2.4033, 2.5573, 2.6865, 2.8899000000000004, 3.5534000000000003]","[0.0953, 0.4018000000000001, 0.7309, 0.8331000000000001, 0.889, 1.9649, 2.2801, 2.4682, 2.6125000000000003, 2.7547, 2.9017, 3.6022000000000003]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
31,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,153.99291100000005,158.34641299999996,4.35350200000002,2.8182,3.3535000000000004,0.5353000000000003,3.0682,3.0859,0.01770000000000005,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.0859, 3.1905, 3.3025]","[3.1138000000000003, 3.217, 3.3257000000000003]",[],[],10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
32,0,1.0,1,0,0,1,0.0,1.0,0.0,1.0,1,158.37551100000005,163.060813,4.685302000000006,2.8182,3.6853,0.8670999999999998,3.0682,3.1201000000000003,0.05190000000000028,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.6244000000000001, 0.7237, 1.1760000000000002, 1.3109, 1.4769999999999999, 1.794, 1.9228, 3.4177, 3.5531, 3.6856, 3.8201, 4.2529, 4.3815, 4.5547]","[0.6477, 0.769, 1.2102000000000002, 1.3542, 1.5119999999999998, 1.8362, 1.9786, 3.4674, 3.5889, 3.7146, 3.8502, 4.2881, 4.4288, 4.5927]","[0.30610000000000004, 0.4447, 0.8854000000000001, 0.9973, 1.0122, 1.636, 3.1201000000000003, 3.2430000000000003, 3.2612, 3.9653, 4.0905000000000005]","[0.3592, 0.5045000000000001, 0.9152, 1.0082, 1.0629, 1.6747, 3.1382000000000003, 3.2494, 3.3195, 3.9993, 4.1453]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
33,1,0.0,0,0,1,0,,0.0,,,0,163.08621100000005,168.16641299999995,5.080202000000014,2.8207,4.0802000000000005,1.0,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.8173, 0.9351, 1.4066, 1.6147, 1.9089, 2.2969, 2.6759]","[0.8487, 0.9897, 1.4512, 1.6264, 1.9501, 2.326, 2.7131000000000003]","[0.6536000000000001, 1.0987, 1.2327, 1.6068, 1.7451, 2.0852, 2.4681, 2.4847]","[0.6950000000000001, 1.1428, 1.2944, 1.6289, 1.7897, 2.1353, 2.474, 2.5256000000000003]",10,1.0,0.0,0.0,1,0,1,0,0,1,1,1,0,0.0,0.5,/dev/ttyACM35,stage_training_v3,Alexis,pv_nmdar_eranet,2AFC_3,Bpod5,617,36010,617,1.6.2,617_stage_training_v3_20220801-122837,2022-08-01,12:28:46.383391,12:45:26.319048,,
