Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ILDRep,P,RespWin,ITI,WarmUp,RecoveryMode
10,1,,1,0,0,0.0,1.0,,1.0,,1,51.458828000000004,55.88841800000001,4.429590000000005,2.8207,3.4296,0.6089000000000002,3.0801000000000003,3.1607000000000003,0.0806,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[0.1003, 0.2279, 0.3542, 0.4900000000000001, 0.6136, 3.1607000000000003, 3.1622000000000003, 3.2704, 3.272, 3.3753, 3.4798, 3.6055, 3.7471, 4.1868, 4.3267]","[0.02, 0.1431, 0.2735, 0.402, 0.5168, 0.6436000000000001, 3.1609000000000003, 3.1795, 3.2706, 3.3135000000000003, 3.4142, 3.5216000000000003, 3.6412, 3.7604, 4.2498000000000005, 4.3802]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
11,0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,1,55.92312800000001,60.70621800000001,4.783090000000001,2.8182,3.7831,0.9649,3.08,3.3193,0.2393000000000001,aaa,aaa,1,,0,1,0,1,-70.0,"[0.32380000000000003, 0.5254, 0.6866, 2.8883, 3.0615, 3.5118, 3.665, 3.8028, 4.3290000000000015, 4.455, 4.5844000000000005, 4.7471000000000005]","[0.33640000000000003, 0.5347000000000001, 0.7194, 2.9052, 3.0926, 3.5283, 3.6969, 3.8143, 4.3450000000000015, 4.4834000000000005, 4.6256, 4.7697]","[0.1438, 0.8473, 2.5853, 2.6722, 3.3193, 3.9326, 4.0307, 4.1542]","[0.0493, 0.17020000000000002, 0.8976000000000001, 2.6014, 2.7252, 3.375, 3.9541, 4.0772, 4.1996]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
12,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,60.721528,65.086618,4.365090000000002,2.8182,3.3651,0.5468999999999999,3.08,3.0938000000000003,0.013800000000000257,aaa,aaa,1,,0,1,0,1,-70.0,"[0.0911, 0.5196000000000001, 0.6604, 3.0938000000000003, 3.2409000000000003, 3.3907000000000003, 3.9399, 4.0888, 4.2327]","[0.1172, 0.5594, 0.7159, 3.115, 3.2763, 3.3994, 3.9697, 4.1183000000000005, 4.2605]","[0.221, 0.3549, 3.4774000000000003, 3.6036]","[0.26730000000000004, 0.4002, 3.5269000000000004, 3.6426]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
13,1,0.0,0,0,0,1.0,0.0,1.0,0.0,1.0,1,65.102728,70.23931800000001,5.136589999999998,2.8207,4.1366000000000005,1.3159000000000003,3.0801000000000003,3.1271,0.046999999999999716,iaa,iaa,1,,0,0,1,1,70.0,"[1.9098, 3.1271]","[1.9469999999999998, 3.1544000000000003]","[0.0182, 0.1233, 0.3009, 2.0835, 2.1902]","[0.036000000000000004, 0.1721, 0.31120000000000003, 2.0913, 2.2406]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
14,1,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,1,70.25672800000001,75.481818,5.225090000000009,2.8207,4.2251,1.4044000000000003,3.0801000000000003,3.2156,0.13549999999999995,iaa,iaa,1,,0,0,1,1,70.0,"[1.1983, 3.0585, 3.2156, 3.3776, 3.5454000000000003]","[1.2298, 3.0706, 3.2408, 3.395, 3.5691]","[1.3185, 1.4306, 1.5515, 1.6807, 1.8097, 1.9322, 2.0595, 2.1947, 2.3205, 2.451, 2.5789999999999997, 2.7093000000000003, 4.8607000000000005, 4.9502000000000015, 5.0659, 5.2015]","[1.3687, 1.4834, 1.6073000000000002, 1.7336, 1.8536, 1.9812, 2.1064000000000003, 2.245, 2.3676, 2.4949000000000003, 2.6283000000000003, 2.7590000000000003, 4.8824000000000005, 4.9974, 5.1186]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
15,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,75.494028,79.89171800000003,4.397689999999997,2.8182,3.3977,0.5794999999999999,3.08,3.1264000000000003,0.04640000000000022,aaa,aaa,1,,0,1,0,1,-70.0,"[1.1161, 2.0368, 2.2123, 2.9762, 3.1264000000000003, 3.3832]","[1.1465, 2.0566, 2.222, 3.0059, 3.1729000000000003, 3.3959]","[0.0925, 0.2301, 0.3651, 0.4858, 0.6081, 0.7751, 1.2990000000000002, 1.4269999999999998, 1.5601, 1.7038, 1.8323, 2.3511, 2.5525, 2.6683000000000003, 2.7928, 3.5107000000000004, 3.6029, 3.7366, 3.8681, 4.0278, 4.2782, 4.3056]","[0.14200000000000002, 0.2713, 0.4092, 0.5349, 0.6606000000000001, 0.8093, 1.3271000000000002, 1.4741, 1.6179, 1.7380000000000002, 1.8842, 2.4015, 2.5942000000000003, 2.7122, 2.8396000000000003, 3.5217, 3.6501, 3.7766, 3.9079, 4.0409000000000015, 4.2859, 4.3449]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
16,1,0.0,0,0,0,1.0,0.0,1.0,0.0,1.0,1,79.912728,85.02261800000002,5.109889999999994,2.8207,4.1099000000000006,1.2892000000000006,3.0801000000000003,3.1004,0.020299999999999763,iaa,iaa,1,,0,0,1,1,70.0,"[0.4873, 0.6306, 0.7805000000000001, 1.8705, 2.0386, 2.2162, 2.4125, 2.9277, 3.1004, 3.1242, 3.4418]","[0.5122, 0.6588, 0.8055, 1.876, 2.0716, 2.2318, 2.4227000000000003, 2.9490000000000003, 3.1045000000000003, 3.1708000000000003, 3.4587000000000003]","[0.0584, 0.1569, 0.9643, 1.0599, 1.2068, 1.4077000000000002, 1.6579000000000002, 2.7312000000000003]","[0.0654, 0.2096, 0.9711, 1.113, 1.259, 1.4132, 1.7164, 2.7698]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
17,0,1.0,0,0,1,0.0,,0.0,,,0,85.069728,90.15921800000001,5.089489999999998,2.8182,4.0895,1.2713,3.08,4.08,1.0,aaa,aaa,1,,0,1,0,1,-70.0,"[2.0406, 2.1635, 2.313, 2.3379000000000003, 2.7884]","[2.0626, 2.2225, 2.3237, 2.3874, 2.8017000000000003]","[0.9990000000000001, 1.0957, 1.2034, 1.3225, 1.4464, 1.5692000000000002, 1.6949, 2.9828]","[1.0329000000000002, 1.1357000000000002, 1.2462, 1.3679, 1.4872, 1.6109, 1.7337, 2.9968000000000004]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
18,0,,1,0,0,0.0,1.0,,0.0,,1,90.17662800000001,94.56761800000001,4.390990000000002,2.8182,3.391,0.5728,3.08,3.1197000000000004,0.03970000000000029,aaa,aaa,1,,0,1,0,1,-70.0,"[1.908, 2.0437000000000003, 2.1653, 2.27, 2.4456, 2.9911000000000003, 3.1197000000000004, 3.2652, 3.6745, 3.8352, 3.9913]","[1.9383, 2.0605, 2.1893, 2.3235, 2.4641, 2.9972000000000003, 3.1463, 3.2679, 3.7115, 3.8604, 4.0117]","[1.489, 1.5766, 1.7404000000000002, 2.5845, 2.6948000000000003, 2.8225, 3.3453, 3.3627, 3.5166, 4.1002]","[1.5084, 1.6235000000000002, 1.7685000000000002, 2.6081000000000003, 2.7367, 2.8616, 3.3466, 3.3984, 3.543, 4.1486]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
19,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,94.58332800000001,98.971118,4.38779000000001,2.8207,3.3878000000000004,0.5671000000000004,3.0801000000000003,3.1189,0.038799999999999724,iaa,iaa,1,,0,0,1,1,70.0,"[0.0047, 0.16840000000000002, 0.2963, 0.9739, 4.1253, 4.2737]","[0.0435, 0.2033, 0.3557, 0.9785, 4.1361, 4.2965]","[0.6237, 0.7664000000000001, 3.1189, 3.2337, 3.33, 3.4526000000000003, 3.5678, 3.6888, 3.8182]","[0.6755, 0.8123, 3.1626000000000003, 3.2644, 3.3739000000000003, 3.4826, 3.6134, 3.7339, 3.8569]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
20,1,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,1,98.995828,104.110518,5.114689999999996,2.8207,4.1147,1.294,3.0707,3.1052,0.034499999999999975,iaa,iaa,1,,0,0,1,1,70.0,"[3.1052, 3.2139, 3.242]","[3.1267, 3.2193, 3.2943]","[0.0217, 0.1275, 0.27340000000000003, 2.8274000000000004, 2.9304, 5.0841]","[0.0435, 0.1771, 0.31120000000000003, 2.8643, 2.9755000000000003, 5.104]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
21,1,0.0,1,0,0,1.0,0.0,0.0,1.0,0.0,1,104.120628,108.80581799999999,4.685190000000006,2.8207,3.6852,0.8645,3.0707,3.1041000000000003,0.03340000000000032,iaa,iaa,1,,0,0,1,1,70.0,"[0.3538, 0.5369, 1.1742, 1.3126, 3.1041000000000003, 3.2679, 4.4282, 4.5614]","[0.3946, 0.5737, 1.1832, 1.3589, 3.1263, 3.2961, 4.4334, 4.5837]","[0.049, 0.1843, 0.6919000000000001, 0.8577, 0.9745, 3.4163, 3.4181000000000004, 3.5265, 3.6242, 3.7406, 3.8633, 3.9886, 4.1159, 4.2426]","[0.0967, 0.2298, 0.7465, 0.8627, 1.0203, 3.4165, 3.4587000000000003, 3.5589999999999997, 3.6696, 3.7888, 3.9105, 4.0365, 4.1576, 4.2882]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
22,0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1,108.82602800000001,113.50661799999999,4.680590000000009,2.8182,3.6806,0.8624,3.0682,3.0763000000000003,0.008100000000000218,aaa,aaa,1,,0,1,0,1,-70.0,"[0.0257, 0.1778, 3.4093, 3.5926]","[0.0585, 0.2139, 3.4538, 3.6015]","[0.31980000000000003, 2.9878, 3.0763000000000003, 3.6958, 3.8135, 3.9399, 4.0608, 4.192, 4.3242, 4.4522, 4.5837]","[0.3767, 3.0123, 3.1285000000000003, 3.7346, 3.8547, 3.9866, 4.1135, 4.2473, 4.3728, 4.4999, 4.6237]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
23,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,113.52852800000001,117.94061799999999,4.412090000000006,2.8182,3.4121,0.5939000000000001,3.0682,3.1408,0.0726,aaa,aaa,1,,0,1,0,1,-70.0,"[2.537, 2.6579, 2.8222, 2.9690000000000003, 3.1408, 3.2881]","[2.5439000000000003, 2.7006, 2.8483, 3.0118, 3.1874, 3.3052]","[0.0007, 0.129, 0.2548, 0.3778, 0.5129, 0.649, 0.8288000000000001, 2.2265, 2.3242000000000003, 3.4087, 3.5105, 3.635, 3.7616, 4.21, 4.3148]","[0.044, 0.1777, 0.2988, 0.4276, 0.5575, 0.7049000000000001, 0.8456, 2.2572, 2.37, 3.4288000000000003, 3.5557000000000003, 3.6771, 3.7984, 4.2304, 4.3641000000000005]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
24,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,117.960628,122.491518,4.530889999999999,2.8207,3.5309000000000004,0.7102000000000004,3.0707,3.262,0.19130000000000005,iaa,iaa,1,,0,0,1,1,70.0,"[0.3618, 0.5295, 1.0204, 1.1577, 3.8258, 4.0359, 4.1847, 4.3674, 4.4106000000000005]","[0.42, 0.5725, 1.0348, 1.2154, 3.8877, 4.0447000000000015, 4.2297, 4.3721000000000005, 4.4454]","[0.0477, 0.6749, 0.8312, 2.9667000000000003, 3.0561000000000003, 3.262, 3.2628000000000004, 3.3607, 3.4899, 3.5039]","[0.07010000000000001, 0.7367, 0.8666, 2.9921, 3.1133, 3.2622, 3.2867, 3.4080000000000004, 3.4906, 3.5434]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
25,1,1.0,0,0,1,0.0,,1.0,,,0,122.500828,127.581018,5.080190000000002,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[0.0316, 0.8838, 1.2229999999999999]","[0.1104, 0.8974000000000001, 1.2631]","[0.26, 0.3623, 0.5209, 0.5386000000000001, 1.0165]","[0.2671, 0.4166, 0.5232, 0.5717, 1.0675]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
26,1,,0,0,1,0.0,,,,,0,127.601428,132.681618,5.080189999999988,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[1.8771, 1.8942, 2.059, 2.5473000000000003]","[1.8834, 1.9004, 2.069, 2.5843000000000003]","[1.2675, 1.2832, 1.4105, 1.5188, 2.1915, 2.7039, 2.8696]","[1.2693, 1.2961, 1.4444, 1.5735, 2.2451000000000003, 2.7615000000000003, 2.8909]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
27,1,,1,0,0,0.0,1.0,,1.0,,1,132.703228,137.05311799999998,4.349890000000016,2.8207,3.3499000000000003,0.5292000000000003,3.0707,3.0810000000000004,0.010299999999999976,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[3.0810000000000004, 3.0822000000000003, 3.2021, 3.4106, 3.5107000000000004, 3.6812, 3.8305, 4.2067000000000005]","[3.0812, 3.1302000000000003, 3.2544, 3.4239, 3.5491, 3.6937, 3.8707, 4.2186]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM38,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod8,332,36001,332,1.6.2,332_stage_training_v2_20220117-135409,2022-01-17,13:54:19.392190,14:06:18.854122,,,,,,
