Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
12,1,1.0,0,0,1,0.0,,1.0,,,0,58.37263000000001,63.460833,5.088203,2.8207,4.0882000000000005,1.2675000000000003,3.0787,4.0787,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[2.2354000000000003, 2.435, 2.5478, 2.9167, 4.9146, 4.9311]","[2.2723, 2.4607, 2.613, 2.9374, 4.9179, 4.9651000000000005]","[4.4745, 4.5998, 4.7442, 4.7858]","[4.5246, 4.6636000000000015, 4.7563, 4.8321000000000005]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
13,0,,0,0,1,0.0,,,,,0,63.474030000000006,68.559033,5.0850029999999995,2.8182,4.085,1.2668,3.0755000000000003,4.0755,0.9999999999999996,aaa,aaa,1,,0,1,0,1,-70.0,"[0.1096, 0.28340000000000004, 2.2541, 2.4291, 2.9794, 4.3669, 4.4892, 4.6041, 4.7439, 4.8902, 5.0385]","[0.1243, 0.3119, 2.3083, 2.4533, 3.0168, 4.4051, 4.53, 4.6543, 4.7918, 4.9269, 5.0716]","[1.9364, 2.0587]","[1.972, 2.1231]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
14,0,,1,0,0,0.0,1.0,,0.0,,1,68.57463,73.03483299999998,4.460203000000006,2.8182,3.4602000000000004,0.6420000000000003,3.0755000000000003,3.1934,0.11789999999999967,aaa,aaa,1,,0,1,0,1,-70.0,"[0.4827, 0.5957, 0.7371000000000001, 2.8462, 3.1934, 3.3132, 3.4496, 3.5779, 3.7453]","[0.4930000000000001, 0.6527000000000001, 0.7919, 2.8979, 3.2349, 3.3674, 3.4908, 3.6335, 3.7818]","[0.2234, 2.3137000000000003, 2.4492000000000003, 3.0733]","[0.2903, 2.3604000000000003, 2.5149, 3.0959000000000003]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
15,1,0.0,0,0,1,0.0,,1.0,,,0,73.05573000000003,78.14393299999998,5.088203000000006,2.8207,4.0882000000000005,1.2675000000000003,3.0787,4.0787,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[0.9237, 1.1424, 1.3001, 1.4772, 1.6759000000000002, 1.8294, 2.2557]","[0.0287, 0.9739, 1.1845, 1.3322, 1.5227000000000002, 1.726, 1.8754, 2.276]","[0.37200000000000005, 0.5532, 0.7384000000000001]","[0.4253, 0.6106, 0.8021]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
16,1,,1,0,0,0.0,1.0,,1.0,,1,78.15613,82.611333,4.455202999999997,2.8207,3.4552,0.6345000000000001,3.0787,3.1877,0.109,iaa,iaa,1,,0,0,1,1,70.0,"[1.4036, 1.6699000000000002, 1.7999, 2.1241000000000003, 2.2547, 2.5823, 4.1334, 4.277, 4.4443]","[1.4443, 1.7038, 1.8488, 2.1532, 2.3026, 2.6191, 4.1785000000000005, 4.3253]","[0.6964, 0.8154, 0.9528, 1.1, 1.2879, 2.8696, 3.0112, 3.1877, 3.3213000000000004, 3.4147000000000003, 3.5438, 3.6783, 3.82]","[0.7324, 0.871, 1.0115, 1.1647, 1.3154, 2.9233, 3.0794, 3.2417, 3.3289999999999997, 3.4666, 3.5984000000000003, 3.7343, 3.8794]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
17,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,82.63413,87.101933,4.467803000000004,2.8207,3.4678,0.6471,3.0787,3.2003000000000004,0.12160000000000035,iaa,iaa,1,,0,0,1,1,70.0,"[0.1426, 1.1139, 1.245, 3.9082, 3.9176, 4.0435]","[0.0182, 0.1783, 1.1412, 1.2895, 3.9163, 3.9363, 4.093]","[0.6187, 0.7689, 0.9198, 3.0779, 3.2003000000000004, 3.3284, 3.4525, 3.5966]","[0.6767000000000001, 0.8232, 0.9842, 3.1248, 3.2504, 3.3773, 3.5121, 3.653]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
18,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,87.11753,91.588933,4.471402999999995,2.8207,3.4714,0.6507000000000001,3.0787,3.2039,0.12519999999999998,iaa,iaa,1,,0,0,1,1,70.0,"[2.8382, 2.9970000000000003, 3.9022, 4.042]","[2.8899000000000004, 3.0394, 3.9393, 4.0884]","[2.4433, 2.5465, 2.7209000000000003, 3.2039, 3.3369, 3.458, 3.5906]","[2.4708, 2.5986, 2.7418, 3.2588000000000004, 3.3880000000000003, 3.5183, 3.6573]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
19,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,91.60023,95.956733,4.3565030000000045,2.8207,3.3565,0.5358,3.0787,3.089,0.010299999999999976,iaa,iaa,1,,0,0,1,1,70.0,"[3.7439999999999998, 3.88, 4.0444, 4.1869000000000005]","[3.7849, 3.9296, 4.0745000000000005, 4.2158]","[2.9746, 3.089, 3.2153, 3.3322000000000003, 3.4628]","[3.0116, 3.1419, 3.2588000000000004, 3.3865000000000003, 3.5171]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
20,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,95.96783,101.122633,5.154802999999988,2.8207,4.1548,1.3340999999999998,3.0707,3.8873,0.8166000000000002,iaa,iaa,1,,0,0,1,1,70.0,"[1.226, 1.6857, 1.8248, 4.4095, 4.5542]","[1.2859, 1.7174, 1.857, 4.4494, 4.593999999999999]","[0.7341000000000001, 0.8696, 1.1179999999999999, 1.4559, 3.8873, 4.0116000000000005, 4.1272, 4.2969]","[0.7893, 0.951, 1.1347, 1.5429000000000002, 3.9367, 4.0578, 4.1822, 4.3132]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
21,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,101.13313,105.555833,4.422703000000013,2.8207,3.4227000000000003,0.6020000000000003,3.0707,3.1552,0.08450000000000024,iaa,iaa,1,,0,0,1,1,70.0,"[1.9402, 2.2436000000000003, 3.2708000000000004]","[1.9946, 2.2922, 3.3162000000000003]","[1.5391, 1.6383, 1.8405, 2.4219999999999997, 2.4623, 2.5027, 2.5805, 2.8176, 2.9409, 3.1552, 3.4358, 3.5700000000000003, 3.6952, 3.8244, 3.9639]","[1.5659, 1.6907, 1.8667, 2.4372000000000003, 2.4725, 2.508, 2.6485000000000003, 2.8605, 3.0069999999999997, 3.1742000000000004, 3.495, 3.6211, 3.7505, 3.8832, 4.0344]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
22,0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,1,105.56533,110.202333,4.637002999999994,2.8182,3.637,0.8188,3.0682,3.1899,0.12170000000000016,aaa,aaa,1,,0,1,0,1,-70.0,"[2.5683, 2.6803000000000003, 2.9631000000000003, 3.3702, 3.5266, 3.6474, 3.7762, 3.9116, 4.0712]","[2.5879000000000003, 2.7184, 3.0077000000000003, 3.4187000000000003, 3.571, 3.6901, 3.8147, 3.9544, 4.1071]","[2.3059000000000003, 2.3889, 3.1899]","[2.3285, 2.4444, 3.2655000000000003]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
23,1,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,1,110.21363,115.355933,5.142302999999998,2.8207,4.1423000000000005,1.3216000000000006,3.0707,3.1328,0.06210000000000005,iaa,iaa,1,,0,0,1,1,70.0,"[1.8185, 1.9674, 2.2665, 3.1328, 3.3720000000000003]","[1.849, 2.0131, 2.289, 3.1876, 3.3928000000000003]","[1.5345, 1.6366, 2.9594]","[1.5590000000000002, 1.6953, 3.0238]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
24,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,115.36723,120.183033,4.815802999999988,2.8207,3.8158,0.9951,3.0707,3.5483,0.4776000000000002,iaa,iaa,1,,0,0,1,1,70.0,"[0.5179, 0.6634, 1.3832, 2.2716000000000003, 2.4290000000000003, 2.5504, 2.7278, 2.8769, 3.0247]","[0.5637, 0.7084, 1.4257, 2.3353, 2.4747, 2.616, 2.7779000000000003, 2.9175, 3.0647]","[0.2121, 0.3045, 1.8211, 3.5483, 3.82, 3.9558, 4.1067, 4.2469]","[0.2227, 0.35860000000000003, 1.8897, 3.606, 3.8652, 4.0081, 4.1657, 4.3014]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
25,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,120.19483,124.556633,4.361803000000009,2.8207,3.3618,0.5411000000000001,3.0707,3.0943,0.023600000000000062,iaa,iaa,1,,0,0,1,1,70.0,"[0.1246, 1.018, 2.4173, 2.5568, 4.1403]","[0.0083, 0.16870000000000002, 1.0718, 2.4285, 2.5982000000000003, 4.19]","[0.484, 0.633, 2.0095, 2.1983, 3.0943, 3.4232, 3.5448, 3.6679, 3.8021]","[0.5345, 0.6919000000000001, 2.0832, 2.2616, 3.2706, 3.4702, 3.5915000000000004, 3.7217, 3.8665]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
26,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,124.56783,128.953833,4.386003000000001,2.8207,3.386,0.5653000000000001,3.0707,3.1185,0.04780000000000007,iaa,iaa,1,,0,0,1,1,70.0,"[3.3273, 3.4326000000000003, 3.6337, 3.8107]","[3.3397, 3.4828, 3.6592, 3.8367]","[2.9927, 3.1185]","[3.04, 3.1870000000000003]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
27,1,1.0,0,0,1,0.0,,1.0,,,0,128.96393,134.04413300000002,5.080202999999983,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[1.9617, 2.0691, 2.3561, 4.9291, 5.0729000000000015]","[1.9697, 2.1072, 2.3923, 4.9368]","[1.6479, 1.764, 4.5975, 4.7215]","[1.6957, 1.8253, 4.6489, 4.7919]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
28,0,,1,0,0,0.0,1.0,,0.0,,1,134.05603100000002,138.51003300000002,4.454002000000003,2.8182,3.454,0.6357999999999997,3.0682,3.1872000000000003,0.11900000000000024,aaa,aaa,1,,0,1,0,1,-70.0,"[0.1517, 0.7341000000000001, 0.8653000000000001, 3.1872000000000003, 3.2936, 3.4189999999999996, 3.5523, 3.6945, 3.8388, 3.9961, 4.1317]","[0.0191, 0.183, 0.7559999999999999, 0.9084, 3.1992000000000003, 3.3406, 3.4724000000000004, 3.6099, 3.7459, 3.8846, 4.0296, 4.1638]","[0.4608, 2.9976000000000003]","[0.5753, 3.0377]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
29,1,0.0,0,1,0,0.0,0.0,1.0,0.0,1.0,1,138.52153,142.603833,4.082302999999996,2.8207,3.0823,0.26160000000000005,3.0707,3.0728,0.0020999999999999908,iaa,iaa,1,,0,0,1,1,70.0,"[2.9490000000000003, 3.0728, 3.2154000000000003, 3.3809, 3.516, 3.6697, 3.8437]","[2.9762, 3.1147, 3.2742, 3.4079, 3.5639999999999996, 3.7078, 3.9038]","[2.4342, 2.5657, 2.7562]","[2.4651, 2.6387, 2.8267]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
30,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,142.61533,146.961833,4.3465030000000136,2.8182,3.3465000000000003,0.5283000000000002,3.0682,3.0797000000000003,0.011500000000000288,aaa,aaa,1,,0,1,0,1,-70.0,"[0.1283, 1.8802, 1.9941, 2.7441, 3.0797000000000003, 3.3327, 3.4657, 3.6003000000000003, 3.7331, 4.2746]","[0.1599, 1.8954, 2.0469, 2.768, 3.0851, 3.3651, 3.5153000000000003, 3.6502, 3.7793, 4.2888]","[1.3023, 1.4435, 1.6489, 2.6300000000000003, 2.7329000000000003, 3.1293, 3.1581, 3.9359, 4.0684000000000005]","[1.3638, 1.514, 1.7233, 2.6974, 2.7677, 3.1323000000000003, 3.1784000000000003, 3.9719, 4.131]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,330,36003,330,1.6.2,330_stage_training_v2_20220117-120429,2022-01-17,12:04:38.094290,13:08:39.799567
