Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ILDRep,P
10,1,,1,0,0,0.0,1.0,,1.0,,1,48.373911,52.824913,4.451002000000003,2.8207,3.451,0.6303000000000001,3.079,3.1832000000000003,0.10420000000000007,iaa,iaa,1,,0,0,1,1,70.0,"[0.9903, 1.124, 1.8599, 3.6815, 3.8009, 3.8191]","[1.0396, 1.1589, 1.8889, 3.7241, 3.808, 3.8613]","[1.2596, 1.3648, 1.5031, 1.6466, 2.0262, 2.1797, 2.3508, 3.0546, 3.1832000000000003, 3.2954000000000003, 3.3984, 3.5432, 3.9499, 4.0867, 4.2598, 4.4171000000000005]","[1.2863, 1.4096, 1.5476, 1.6973, 2.0728, 2.2289000000000003, 2.399, 3.1003000000000003, 3.2206, 3.3297000000000003, 3.4469000000000003, 3.5759000000000003, 4.0039, 4.1435, 4.3225]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
11,0,0.0,0,0,0,1.0,0.0,1.0,1.0,1.0,1,52.837811,58.068713,5.2309019999999995,2.8182,4.2309,1.4127,3.077,3.2214,0.14440000000000008,aaa,aaa,1,,0,1,0,1,-70.0,"[2.2906, 2.8564000000000003]","[2.3407, 2.9196]","[0.0932, 2.4191000000000003, 2.5447, 2.6830000000000003, 3.0409, 3.2214, 3.386]","[0.0001, 0.1482, 2.4701, 2.5936, 2.7505, 3.0867, 3.2701, 3.4345000000000003]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
12,0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,58.080811,62.581413,4.5006020000000015,2.8182,3.5006000000000004,0.6824000000000003,3.077,3.2323,0.1553,aaa,aaa,1,,0,1,0,1,-70.0,"[0.3815, 0.4903, 0.6066, 0.7307, 1.1609, 2.8852, 3.0365, 3.0571, 3.2323, 3.3673, 3.5026, 3.6176, 3.7403, 3.8561, 4.4293000000000005]","[0.4301, 0.5388000000000001, 0.6546000000000001, 0.7836000000000001, 1.1875, 2.9437, 3.0406, 3.1012, 3.242, 3.3942, 3.5223, 3.6423, 3.7721, 3.9011, 4.4700000000000015]","[0.2558, 0.8686, 0.9822, 1.4179000000000002, 1.5549000000000002, 1.7206, 2.5789999999999997, 2.7101, 3.9858, 4.1061000000000005, 4.2432]","[0.2856, 0.9142, 1.0323, 1.4677, 1.615, 1.7862, 2.6203000000000003, 2.7573000000000003, 4.0309, 4.158, 4.3008000000000015]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
13,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,62.592211,67.065913,4.473701999999996,2.8207,3.4737,0.653,3.079,3.2059,0.1269,iaa,iaa,1,,0,0,1,1,70.0,"[0.041600000000000005, 2.5726, 2.6721, 4.3948]","[0.1054, 2.5826, 2.7225, 4.4207]","[0.2205, 0.3486, 0.5369, 0.6843, 2.8286, 2.95, 3.0727, 3.2059, 3.313, 3.4441, 3.5471000000000004, 3.5637000000000003, 3.6689, 3.7996, 3.9457, 4.0692, 4.1993]","[0.2555, 0.4141, 0.5880000000000001, 0.733, 2.8718000000000004, 2.9981, 3.1236, 3.2393, 3.3492, 3.4726000000000004, 3.5588, 3.5967, 3.7181, 3.8484, 3.9859, 4.1186, 4.2543000000000015]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
14,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,67.078011,71.534413,4.456401999999997,2.8207,3.4564000000000004,0.6357000000000004,3.079,3.1886,0.10959999999999992,iaa,iaa,1,,0,0,1,1,70.0,"[0.0141, 2.4912, 2.6489999999999996, 3.1917]","[0.0805, 2.5544, 2.7241, 3.2024000000000004]","[0.1763, 0.3201, 0.46, 0.6452, 0.8001, 2.2156, 2.3324000000000003, 2.8028, 2.8163, 2.9605, 3.1886, 3.3001, 3.3042, 3.3123, 3.3133000000000004, 3.4219000000000004, 3.5252000000000003, 3.6493, 3.7807, 3.8867, 3.9015, 4.0200000000000005, 4.155, 4.2916, 4.4299]","[0.2352, 0.3715, 0.5203, 0.6991, 0.8555, 2.2445, 2.3735, 2.8142, 2.8547, 3.0103, 3.2089000000000003, 3.3027, 3.3107, 3.3126, 3.3448, 3.4492000000000003, 3.5609, 3.6821, 3.8085, 3.8883, 3.9391, 4.0675, 4.2025000000000015, 4.3412000000000015]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
15,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,71.547011,75.980713,4.433701999999997,2.8207,3.4337,0.613,3.079,3.1659,0.08689999999999998,iaa,iaa,1,,0,0,1,1,70.0,"[0.3123, 0.4247, 0.6107, 3.9914, 4.1075]","[0.33580000000000004, 0.4861, 0.6406000000000001, 4.0107, 4.1669]","[0.1049, 0.6128, 0.7312000000000001, 0.8818, 1.0629, 1.2324000000000002, 1.4013, 1.5509000000000002, 1.8976, 2.0378000000000003, 2.2008, 2.3801, 2.6094, 3.0495, 3.1659, 3.2606, 3.3887, 3.5073000000000003, 3.6405, 3.7871, 4.2687, 4.3978]","[0.0139, 0.16160000000000002, 0.6424000000000001, 0.7822, 0.9416, 1.1106, 1.2782, 1.431, 1.6115000000000002, 1.9468, 2.0945, 2.2627, 2.4281, 2.6457, 3.0942000000000003, 3.1891000000000003, 3.3053000000000003, 3.4296, 3.5542, 3.6936, 3.8406, 4.3216]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
16,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,75.991411,80.451713,4.460301999999999,2.8207,3.4603,0.6396000000000002,3.079,3.1925000000000003,0.11350000000000016,iaa,iaa,1,,0,0,1,1,70.0,"[0.682, 0.8613000000000001, 4.4392000000000005]","[0.7217, 0.8991]","[0.1214, 0.3025, 0.4658000000000001, 1.0369000000000002, 1.21, 1.3862, 3.0681000000000003, 3.1925000000000003, 3.3034000000000003, 3.4373, 3.5426, 3.6776, 3.8096, 3.9528, 4.0918, 4.2319]","[0.0076, 0.17120000000000002, 0.3618, 0.5225000000000001, 1.0771, 1.2752, 1.4445, 3.1137, 3.2293000000000003, 3.3436000000000003, 3.4679, 3.5901, 3.7273, 3.8618, 4.0002, 4.1447, 4.2894000000000005]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
17,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,80.467311,84.953913,4.486602000000005,2.8182,3.4866,0.6684000000000001,3.077,3.2183,0.1413000000000002,aaa,aaa,1,,0,1,0,1,-70.0,"[0.0859, 1.8182, 1.8294, 1.9719, 3.2183, 3.3322000000000003, 3.4273, 3.5381, 4.0949, 4.2386, 4.379]","[0.1432, 1.8236, 1.8711, 2.0445, 3.2599, 3.3557, 3.4671000000000003, 3.5797000000000003, 4.1254, 4.2730000000000015, 4.4358]","[0.2239, 0.3788, 0.5402, 1.463, 1.5995, 2.1309, 2.3048, 2.4825, 3.6811, 3.781, 3.7991, 3.9129]","[0.28250000000000003, 0.4278, 0.5922000000000001, 1.4957, 1.6445, 2.1859, 2.367, 2.5389, 3.7028, 3.7868, 3.8311, 3.9767]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
18,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,84.965711,89.375913,4.410201999999998,2.8182,3.4102,0.5920000000000001,3.077,3.1419,0.06490000000000018,aaa,aaa,1,,0,1,0,1,-70.0,"[3.0188, 3.1419, 3.3051000000000004, 3.4056, 3.4249, 3.8648, 3.9779, 4.1093]","[3.0643, 3.2030000000000003, 3.3277, 3.4148, 3.4602000000000004, 3.8765, 4.0373, 4.1666]","[0.0493, 0.161, 0.3166, 0.4952, 0.7004, 0.922, 1.0816, 3.5741, 3.6753, 3.8186, 3.8447, 4.2954]","[0.0758, 0.2122, 0.3777, 0.552, 0.7515000000000001, 0.97, 1.1282, 3.5948, 3.7246, 3.8237, 3.8763, 4.3258]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
19,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,89.386811,93.738113,4.351302000000004,2.8207,3.3513,0.5306000000000002,3.079,3.0835000000000004,0.0045000000000001705,iaa,iaa,1,,0,0,1,1,70.0,[1.0545],[1.1188],"[0.028200000000000006, 0.1781, 0.35800000000000004, 0.5313, 0.6978000000000001, 1.2481, 1.3808, 1.6189, 1.7746000000000002, 3.0835000000000004, 3.2059, 3.2962, 3.3000000000000003, 3.4022, 3.5089, 3.6248, 3.7431, 3.8637, 3.9901, 4.1185]","[0.0719, 0.2268, 0.4067, 0.5851000000000001, 0.7454000000000001, 1.2739, 1.4412, 1.6695, 1.8263, 3.1303, 3.2239, 3.2993, 3.3267, 3.4324000000000003, 3.5422, 3.6611, 3.7813, 3.9078, 4.0354, 4.166]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
20,0,0.0,0,0,0,1.0,0.0,1.0,1.0,1.0,1,93.759211,98.949513,5.190302000000003,2.8182,4.1903000000000015,1.3721000000000014,3.0682,3.1808,0.11260000000000005,aaa,aaa,1,,0,1,0,1,-70.0,"[0.05690000000000001, 0.8191, 1.348, 2.4891]","[0.0916, 0.8793000000000001, 1.3696000000000002, 2.523]","[0.1772, 0.1894, 0.3176, 0.4659, 1.014, 1.1421, 1.5185000000000002, 1.6292, 2.2905, 2.6497, 2.8021000000000003, 3.0367, 3.1808]","[0.1848, 0.2341, 0.37, 0.5208, 1.0567, 1.1979, 1.5504, 1.6840000000000002, 2.3316, 2.7005000000000003, 2.8615, 3.0699, 3.23]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
21,0,0.0,0,0,0,1.0,0.0,0.0,1.0,1.0,1,98.984811,104.076313,5.0915020000000055,2.8182,4.0915,1.2733,3.0682,3.0820000000000003,0.013800000000000257,aaa,aaa,1,,0,1,0,1,-70.0,"[1.3578, 2.4095]","[1.3956000000000002, 2.4353]","[1.4771, 1.6007, 1.7919, 2.0218000000000003, 2.1661, 2.5448, 3.0820000000000003, 3.2304]","[1.5216, 1.6479, 1.84, 2.0745, 2.2133000000000003, 2.5856000000000003, 3.1191, 3.2652]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
22,1,1.0,1,0,0,1.0,0.0,0.0,1.0,1.0,1,104.087911,108.83311299999998,4.745201999999992,2.8207,3.7452,0.9245,3.0707,3.1790000000000003,0.10830000000000027,iaa,iaa,1,,0,0,1,1,70.0,"[2.2517, 2.5933, 3.1790000000000003, 3.3073]","[2.3033, 2.6054, 3.2205000000000004, 3.367]","[2.1284, 2.3987000000000003, 2.7663, 2.8585000000000003, 2.8815, 2.9882, 3.4774000000000003, 3.5888, 3.7132, 3.8102, 3.9308, 4.0588000000000015, 4.1999, 4.3653]","[2.1483000000000003, 2.4316, 2.7846, 2.8695, 2.9061000000000003, 3.0349, 3.5090000000000003, 3.6236, 3.7403, 3.8567, 3.9796, 4.1076000000000015, 4.2478, 4.3899]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
23,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,108.845311,113.283614,4.438303000000005,2.8207,3.4383000000000004,0.6176000000000004,3.0707,3.1705,0.09980000000000012,iaa,iaa,1,,0,0,1,1,70.0,"[1.6408, 3.989]","[1.681, 4.0251]","[1.4901, 1.7586000000000002, 1.8956, 2.0407, 3.0387, 3.1705, 3.2957, 3.4134, 3.5236, 3.6531, 3.8, 4.1160000000000005, 4.2658000000000005, 4.4025]","[1.5217, 1.804, 1.936, 2.0932, 3.0749, 3.2092, 3.3377000000000003, 3.4546, 3.5734000000000004, 3.7073, 3.8473, 4.165, 4.3149000000000015]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
24,0,0.0,0,1,0,0.0,0.0,1.0,1.0,1.0,1,113.294612,117.523713,4.229101,2.8182,3.2291000000000003,0.41090000000000027,3.0682,3.2196,0.1514000000000002,aaa,aaa,1,,0,1,0,1,-70.0,[0.2094],[0.2123],"[0.1934, 0.3276, 0.4796, 0.6649, 0.8315, 0.966, 1.1653, 1.3339, 1.4808, 3.0386, 3.2196, 3.2321, 3.4135, 3.5554, 3.6943, 3.8723]","[0.0146, 0.2162, 0.3777, 0.5252, 0.7208, 0.8816, 1.0373, 1.2164, 1.3774, 1.5283, 3.0859, 3.2244, 3.268, 3.4546, 3.5927, 3.7603, 3.9124]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
25,0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1,117.537211,122.28001299999998,4.7428019999999975,2.8182,3.7428,0.9246,3.0682,3.1285000000000003,0.060300000000000235,aaa,aaa,1,,0,1,0,1,-70.0,"[3.0125, 3.4745000000000004, 4.1984, 4.3707, 4.4848]","[3.0418000000000003, 3.4872, 4.2654000000000005, 4.3929, 4.5147]","[0.4142, 0.5601, 0.9147, 1.0818, 1.2439, 3.1285000000000003, 3.2575000000000003, 3.5938000000000003, 3.7542, 4.0858, 4.6088000000000005, 4.7094000000000005]","[0.4555, 0.5826, 0.9507, 1.0911, 1.2827, 3.1708000000000003, 3.3133000000000004, 3.6403, 3.7946, 4.0942, 4.6355]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
26,1,0.0,1,0,0,0.0,1.0,0.0,1.0,0.0,1,122.290611,126.731813,4.441202000000004,2.8207,3.4412000000000003,0.6205000000000003,3.0707,3.1734,0.1027,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[0.0874, 0.251, 0.3918, 0.525, 0.6960000000000001, 0.8816, 3.0462, 3.1734, 3.2974, 3.4014, 3.5112, 3.6369, 3.7708, 3.9061, 4.0617]","[0.0031000000000000003, 0.1355, 0.2867, 0.4283, 0.5762, 0.7511, 0.9296, 3.0856000000000003, 3.2112000000000003, 3.3307, 3.4444000000000004, 3.5592, 3.6842, 3.8178, 3.9562, 4.114]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,335,36010,335,1.6.2,335_stage_training_v2_20220117-132905,2022-01-17,13:29:14.057337,13:40:02.099954,,
