Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,ILDRep,P
10,0,,0,0,1,0.0,,,,,0,50.480831,55.565834,5.0850029999999995,2.8182,4.085,1.2668,3.0755000000000003,4.0755,0.9999999999999996,aaa,aaa,1,,0,1,0,1,-70.0,"[1.4895, 1.5196]","[1.5043, 1.5352]","[0.7807000000000001, 0.9037, 1.0308, 2.7781]","[0.7861, 0.9223, 1.0525, 2.7801]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
11,1,,0,0,1,0.0,,,,,0,55.57543100000001,60.663634,5.088203,2.8207,4.0882000000000005,1.2675000000000003,3.0787,4.0787,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[0.2027, 0.33140000000000003, 1.4363]","[0.2519, 0.3919, 1.4931]","[0.7522000000000001, 1.7011, 4.4642, 4.6107000000000005]","[0.7818, 1.7046, 4.4729, 4.6339999999999995]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
12,1,,0,0,1,0.0,,,,,0,60.672932,65.761134,5.088201999999996,2.8207,4.0882000000000005,1.2675000000000003,3.0787,4.0787,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,[3.0732],[3.1234],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
13,1,,1,0,0,0.0,1.0,,1.0,,1,65.770931,70.417534,4.646602999999999,2.8207,3.6466,0.8258999999999999,3.0787,3.3791,0.3004000000000002,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[1.3163, 1.4397, 3.0442, 3.3791, 3.5098000000000003, 3.6238, 3.7436, 3.8737, 4.0109]","[1.3273, 1.4682000000000002, 3.0495, 3.4045, 3.5153000000000003, 3.6348, 3.7598, 3.8892, 4.0299000000000005]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
14,1,1.0,0,0,1,0.0,,1.0,,,0,70.42733100000002,75.515534,5.088203000000006,2.8207,4.0882000000000005,1.2675000000000003,3.0787,4.0787,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,[0.0957],[0.1608],"[1.0314, 1.1914]","[1.0377, 1.198]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
15,0,,1,0,0,1.0,0.0,,0.0,,1,75.525131,80.773434,5.248302999999994,2.8182,4.2483,1.4301000000000004,3.0755000000000003,3.5552,0.4796999999999998,aaa,aaa,1,,0,1,0,1,-70.0,"[3.9815, 4.0982, 4.229, 4.3804, 4.5025]","[4.0075, 4.1478, 4.2755, 4.4140000000000015, 4.5568]","[3.5552, 4.8839999999999995, 5.2026]","[3.5610000000000004, 4.8889000000000005, 5.2099]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
16,1,0.0,1,0,0,1.0,0.0,0.0,1.0,0.0,1,80.782931,85.399734,4.61680299999999,2.8207,3.6168,0.7961,3.0787,3.0863,0.007600000000000051,iaa,iaa,1,,0,0,1,1,70.0,"[1.1975, 3.0506, 3.0863]","[1.2668, 3.063, 3.0925]","[0.0985, 0.2622, 0.4149000000000001, 0.5682, 0.7253000000000001, 1.6134000000000002, 1.811, 2.0322, 3.3493, 3.5137, 3.6593, 3.948, 4.0978, 4.2743]","[0.1081, 0.27040000000000003, 0.423, 0.5766, 0.7409, 1.6243, 1.817, 2.0397000000000003, 3.3619000000000003, 3.5159, 3.663, 3.9554, 4.101, 4.2834]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
17,0,0.0,0,0,1,0.0,,0.0,,,0,85.410031,90.495034,5.0850029999999995,2.8182,4.085,1.2668,3.0755000000000003,4.0755,0.9999999999999996,aaa,aaa,1,,0,1,0,1,-70.0,[2.2501],[2.2549],[2.7223],[2.7270000000000003],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
18,0,,1,0,0,0.0,1.0,,0.0,,1,90.504531,95.105134,4.600603000000007,2.8182,3.6006,0.7824,3.0755000000000003,3.3338,0.2582999999999997,aaa,aaa,1,,0,1,0,1,-70.0,"[3.3338, 3.4606000000000003, 3.5574000000000003, 3.6711, 3.788, 3.9183, 4.041, 4.564]","[3.3827000000000003, 3.4797, 3.5887, 3.7017, 3.8261, 3.9576, 4.0882000000000005, 4.5685]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
19,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,95.115131,99.697734,4.5826029999999935,2.8182,3.5826,0.7643999999999997,3.0755000000000003,3.3158000000000003,0.2403,aaa,aaa,1,,0,1,0,1,-70.0,"[0.0442, 0.0699, 1.6448, 1.7964, 3.3158000000000003, 3.4552, 3.5809, 3.7257]","[0.0589, 0.1016, 1.6957, 1.8608, 3.366, 3.4939, 3.6335, 3.7778]","[0.5748, 1.0685, 1.2361, 1.4028, 2.065]","[0.5784, 1.0761, 1.2551, 1.409, 2.073]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
20,1,0.0,0,0,1,0.0,,1.0,,,0,99.709231,104.789434,5.080202999999997,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,[4.7582],[4.8086],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
21,1,,0,0,1,0.0,,,,,0,104.799031,109.879234,5.080202999999997,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,[],[],[0.4442],[0.4991],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
22,1,,0,0,1,0.0,,,,,0,109.888931,114.969134,5.080202999999997,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,[],[],"[0.9987, 1.0305, 2.1755]","[1.027, 1.0495, 2.1822]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
23,1,,0,0,1,0.0,,,,,0,114.979631,120.059834,5.080202999999997,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
24,0,,0,0,1,0.0,,,,,0,120.068731,125.146434,5.077703,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
25,0,,0,0,1,0.0,,,,,0,125.156932,130.234634,5.077702000000002,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
26,0,,0,0,1,0.0,,,,,0,130.243931,135.32163400000002,5.077702999999985,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
27,1,,0,0,1,0.0,,,,,0,135.333831,140.41403400000002,5.080202999999983,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
28,0,,0,0,1,0.0,,,,,0,140.425431,145.50313400000005,5.077702999999985,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
29,1,,0,0,1,0.0,,,,,0,145.512931,150.59313400000005,5.080202999999983,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
30,0,,0,0,1,0.0,,,,,0,150.603831,155.681534,5.077702999999985,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
31,0,,1,0,0,0.0,1.0,,0.0,,1,155.69383100000005,160.24983400000005,4.556003000000004,2.8182,3.556,0.7378,3.0755000000000003,3.2892,0.21369999999999967,aaa,aaa,1,,0,1,0,1,-70.0,"[3.2892, 3.2923, 3.6239, 3.8558, 3.9693, 4.0899]","[3.2901, 3.3273, 3.6663, 3.8862, 4.0038, 4.1204]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
32,1,0.0,0,0,1,0.0,,1.0,,,0,160.306231,165.386434,5.080203000000012,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[0.4332, 0.5598000000000001, 0.6917, 0.8406, 0.9768, 1.9903, 2.2774, 2.4610000000000003, 4.2254000000000005, 4.3859]","[0.4836, 0.6116, 0.7407, 0.8912, 1.0183, 2.0507, 2.3387, 2.5151000000000003, 4.3008000000000015, 4.4316]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
33,0,,0,0,1,0.0,,,,,0,165.396331,170.47403400000005,5.077702999999985,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
34,1,,0,0,1,0.0,,,,,0,170.483531,175.563734,5.080203000000012,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[0.9369, 1.1026, 1.9009, 2.6512]","[0.9993, 1.1605, 1.969, 2.7254]","[2.3885, 2.9255]","[2.3904, 2.9297]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
35,1,,1,0,0,0.0,1.0,,1.0,,1,175.572931,180.722834,5.149902999999995,2.8207,4.1499000000000015,1.3292000000000015,3.0707,3.8824,0.8117000000000001,iaa,iaa,1,,0,0,1,1,70.0,[5.0935000000000015],[5.1222],"[3.8824, 4.0229, 4.1644000000000005, 4.3004, 4.4168, 4.5397, 4.6782]","[3.8877, 4.0564, 4.1766000000000005, 4.3133, 4.4415, 4.5775000000000015, 4.7106]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
36,0,0.0,0,0,1,0.0,,1.0,,,0,180.733331,185.811034,5.077703000000014,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,"[0.0587, 0.9402]","[0.1157, 1.0218]","[0.3936, 0.5467000000000001, 0.7224, 1.2197]","[0.3984, 0.5789000000000001, 0.728, 1.2485000000000002]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
37,0,,0,0,1,0.0,,,,,0,185.821231,190.898934,5.077702999999985,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
38,1,,0,0,1,0.0,,,,,0,190.910031,195.990234,5.080202999999983,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[0.1983, 0.4047, 0.6691]","[0.2353, 0.4719, 0.7159]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
39,0,,1,0,0,0.0,1.0,,0.0,,1,195.999731,200.342934,4.343203000000018,2.8182,3.3432,0.5249999999999999,3.0682,3.0764,0.008199999999999985,aaa,aaa,1,,0,1,0,1,-70.0,"[2.9160000000000004, 3.0764, 3.2233, 3.3269, 3.4398, 3.5682, 3.6959, 4.1185, 4.2841000000000005]","[2.9588, 3.1362, 3.2483, 3.3691, 3.4907000000000004, 3.6165, 3.7382, 4.1853]",[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
40,1,0.0,0,0,1,0.0,,1.0,,,0,200.352531,205.432734,5.080203000000012,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,"[0.6592, 1.3489, 1.4048]","[0.0038, 0.7302000000000001, 1.4001, 1.4152]","[0.3191, 0.4477, 0.4825]","[0.3255, 0.4623, 0.4842]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
41,0,,0,0,1,0.0,,,,,0,205.442932,210.520634,5.077701999999988,2.8182,4.0777,1.2595,3.0682,4.0682,1.0,aaa,aaa,1,,0,1,0,1,-70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
42,0,,0,0,0,1.0,0.0,,1.0,,1,210.530031,215.943334,5.413302999999987,2.8182,4.4133,1.5950999999999995,3.0682,3.4038000000000004,0.33560000000000034,aaa,aaa,1,,0,1,0,1,-70.0,"[1.4893, 1.6628, 1.808, 1.9716]","[1.5464, 1.7244000000000002, 1.8663, 2.0262]","[2.5579, 2.7150000000000003, 3.4038000000000004]","[2.5743, 2.7492, 3.4255]",20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
43,1,1.0,0,0,1,0.0,,0.0,,,0,215.953332,221.033534,5.080202000000014,2.8207,4.0802000000000005,1.2595000000000005,3.0707,4.0707,1.0000000000000004,iaa,iaa,1,,0,0,1,1,70.0,[],[],[],[],20,1.0,0.0,0.0,1,0,1,0,0,/dev/ttyACM36,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod6,334,36003,334,1.6.2,334_stage_training_v2_20220117-132353,2022-01-17,13:24:02.628153,13:39:57.979353,,
