Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Wait,TrialLag,K,RewardSize,Drug,Nstates,ObservedDimensions,Ncategories,InputDimensions,Weights,TransMat,State,StateLabel,Remap,LogLikelihood,p0,p1
10,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,63.928031999999995,69.121236,5.193203999999994,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1856,0.3579999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1856, 4.3097, 4.4042, 4.5312, 4.6538, 5.0655]","[4.237, 4.3414, 4.4555, 4.5858, 4.7079, 5.1229000000000005]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.20462626763860417,0.7953737323613991
11,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,69.133333,74.252336,5.1190030000000055,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1112,0.2810999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1112, 4.2394, 4.3866000000000005, 4.5098, 4.6223, 4.7498000000000005, 4.8757]","[4.1773, 4.3015, 4.4455, 4.5554000000000014, 4.6715, 4.7933, 4.9244]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.18043080561418937,0.8195691943858179
12,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,74.26333199999998,79.385736,5.122403999999988,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1146,0.2845,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1146, 4.2432, 4.3738, 4.4979000000000005, 4.6149, 4.7418000000000005]","[4.1773, 4.2999, 4.4288, 4.5441, 4.6581, 4.7956]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.16094580173623504,0.8390541982637734
13,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,79.39813199999998,84.507436,5.1093039999999945,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1017,0.2740999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1017, 4.2199, 4.3531, 4.4814, 4.6145000000000005]","[4.1533, 4.2865, 4.4059, 4.5347, 4.6739999999999995]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.14326252212267973,0.856737477877322
14,0,1.0,0,1,0,0,0.0,1.0,1.0,0.0,1,84.518132,91.62153599999999,7.103404000000013,2.8181000000000003,4.1033,1.2851999999999997,3.8276,4.1032,0.2755999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6058, 4.7348, 4.8813]","[4.6253, 4.7899, 4.9457]","[4.1032, 4.2489, 4.3898]","[4.1844, 4.3068, 4.4556]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.14551278540348114,0.8544872145965049
15,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,91.633732,96.744936,5.111204000000002,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1036,0.2759999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1036, 4.2274, 4.3487, 4.4613000000000005]","[4.158, 4.2849, 4.3945, 4.5236]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.1215059971680399,0.8784940028319631
16,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,96.757733,103.935436,7.177702999999994,2.8206,4.1776,1.3569999999999998,3.8301,4.1775,0.3473999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.1775, 4.3254, 4.655]","[4.2299, 4.3728, 4.7280000000000015]","[4.4793, 4.8622000000000005, 5.0224]","[4.5471, 4.9388000000000005, 5.0831]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.1168107010400002,0.8831892989600024
17,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,103.946432,109.132236,5.1858040000000045,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.178,0.3478999999999996,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.178, 4.3066, 4.428999999999999, 4.5548, 4.6732000000000005, 4.8063, 4.9473]","[4.2457, 4.3579, 4.4824, 4.6033, 4.7202, 4.8565000000000005, 4.9945]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.10368071354467036,0.8963192864553184
18,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,109.14323200000001,114.28133600000001,5.1381039999999985,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1303,0.3001999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1303, 4.2639000000000005, 4.3950000000000005, 4.5367000000000015, 4.6696, 4.7878, 4.9063]","[4.1955, 4.3163, 4.4528, 4.5893000000000015, 4.7119, 4.8305, 4.9553]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.09275324532398353,0.9072467546760218
19,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,114.29253200000001,119.40513600000001,5.112604000000005,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1048,0.2746999999999997,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1048, 4.2266, 4.3524, 4.4893, 4.6163, 4.7556, 4.8794, 5.0129]","[4.1621000000000015, 4.2861, 4.4115, 4.5423, 4.6654, 4.8025, 4.9274, 5.0607000000000015]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.08208463514172995,0.9179153648582776
20,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,119.416133,124.57513600000001,5.1590029999999985,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1512,0.3210999999999999,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1512, 4.2685, 4.4049000000000005, 4.5397, 4.6731]","[4.2109000000000005, 4.3308, 4.4607, 4.5993, 4.7198]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.06980440964108822,0.9301955903589111
21,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,124.58543200000001,129.715136,5.129704000000004,2.8181000000000003,3.3276000000000003,0.5095000000000001,3.8276,4.1221000000000005,0.2945000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.1221000000000005, 4.2476, 4.3580000000000005, 4.488, 4.6124, 4.7336]","[4.1788, 4.2822000000000005, 4.4148000000000005, 4.5440000000000005, 4.6633, 4.7949]",[],[],0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.05724151296446105,0.942758487035544
22,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,129.726033,134.842936,5.116903000000008,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1091000000000015,0.2790000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.1091000000000015, 4.2335, 4.3559, 4.4791, 4.618, 4.7459, 4.8703]","[4.1683, 4.2867000000000015, 4.3991, 4.5258, 4.6654, 4.7899, 4.9155000000000015]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.0615995123881584,0.9384004876118383
23,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,134.853733,139.967836,5.114103,2.8206,3.3301000000000003,0.5095000000000001,3.8301,4.1063,0.2761999999999998,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.1063, 4.2280000000000015, 4.3611, 4.4848, 4.593999999999999, 4.7104, 4.8358]","[4.1476000000000015, 4.2854, 4.415, 4.5245000000000015, 4.6377000000000015, 4.7534, 4.8792]",0.0075,0.0077,0,0,0.5,2.0,0.0,0,0,1,1,0,1,1,0,0,0.0,0.5,LR,0.0,FD,0.0,0.5,0.5,0.5,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240412-170942,2024-04-12,17:09:54.789010,17:49:41.924824,0.0,,,,,2,1,2,3,[ 0.2976242   1.03203635  1.15916492  1.45494518 -0.18226171  0.13687434],[0.95376762 0.04623238 0.01152611 0.98847389],1,Engaged,"[1, 0]",-10544.278516511678,0.06473358295037389,0.9352664170496355
