Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
10,0,0.0,0,0,0,1,0.0,1.0,1.0,1.0,1,101.447831,115.544135,14.096304000000003,2.8181000000000003,13.0962,10.278099999999998,3.0755000000000003,3.0867,0.0111999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[0.006500000000000001, 0.2929, 0.311, 3.0867, 3.1086, 3.3955]","[0.0005, 0.2911, 0.30810000000000004, 3.0845, 3.1027, 3.3939999999999997]",0.0074,0.0075,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM32,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod2,875,36014,875,1.6.2,875_stage_training_v4_20230508-122923,2023-05-08,12:29:35.301200,13:25:51.771542
11,1,1.0,0,0,1,0,,0.0,,,0,115.559331,129.64703500000002,14.087703999999988,2.8206,13.0876,10.267,3.0781,13.0781,10.0,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[0.0076, 0.29350000000000004, 0.312]","[0.0024, 0.2914, 0.308]",0.0074,0.0075,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM32,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod2,875,36014,875,1.6.2,875_stage_training_v4_20230508-122923,2023-05-08,12:29:35.301200,13:25:51.771542
12,0,,0,0,1,0,,,,,0,129.663631,143.748735,14.085104,2.8181000000000003,13.085,10.2669,3.0755000000000003,13.0755,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0074,0.0075,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM32,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod2,875,36014,875,1.6.2,875_stage_training_v4_20230508-122923,2023-05-08,12:29:35.301200,13:25:51.771542
13,1,,0,0,1,0,,,,,0,143.764431,157.852135,14.087704000000002,2.8206,13.0876,10.267,3.0781,13.0781,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0074,0.0075,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM32,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod2,875,36014,875,1.6.2,875_stage_training_v4_20230508-122923,2023-05-08,12:29:35.301200,13:25:51.771542
14,0,,0,0,1,0,,,,,0,157.866531,171.951635,14.085104,2.8181000000000003,13.085,10.2669,3.0755000000000003,13.0755,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0074,0.0075,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM32,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod2,875,36014,875,1.6.2,875_stage_training_v4_20230508-122923,2023-05-08,12:29:35.301200,13:25:51.771542
15,1,,0,0,1,0,,,,,0,171.96873100000005,186.056435,14.087704000000002,2.8206,13.0876,10.267,3.0781,13.0781,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0074,0.0075,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM32,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod2,875,36014,875,1.6.2,875_stage_training_v4_20230508-122923,2023-05-08,12:29:35.301200,13:25:51.771542
16,0,,0,0,1,0,,,,,0,186.072431,200.157535,14.085104,2.8181000000000003,13.085,10.2669,3.0755000000000003,13.0755,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0074,0.0075,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM32,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod2,875,36014,875,1.6.2,875_stage_training_v4_20230508-122923,2023-05-08,12:29:35.301200,13:25:51.771542
17,1,,1,0,0,0,1.0,,1.0,,1,200.172631,204.304635,4.132003999999995,2.8206,3.1319000000000004,0.3113000000000001,3.0781,3.1223,0.0442,iaa,iaa,1,,0,0,1,1,70.0,,[],[],"[3.1223, 3.1226000000000003, 3.1627, 3.1768, 3.2519, 3.3641, 3.3651, 3.3806000000000003, 3.3932, 3.4326000000000003]","[3.1167, 3.1225, 3.1267, 3.1639, 3.2467, 3.3502, 3.3645, 3.3732, 3.3853, 3.4288000000000003]",0.0074,0.0075,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM32,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod2,875,36014,875,1.6.2,875_stage_training_v4_20230508-122923,2023-05-08,12:29:35.301200,13:25:51.771542
18,0,0.0,0,0,0,1,0.0,1.0,1.0,1.0,1,204.322231,218.425435,14.103204000000003,2.8181000000000003,13.1031,10.285,3.0755000000000003,3.0936000000000003,0.0181,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[0.0362, 0.0558, 0.0747, 0.1736, 0.2933, 0.3161, 0.3311, 3.0936000000000003, 3.1116, 3.1516, 3.1647000000000003, 3.1756, 3.1837, 3.2391, 3.2504, 3.2555, 3.3275, 3.3400000000000003, 3.3519, 3.3921, 3.4317, 3.4806000000000004, 3.5012000000000003, 3.6022000000000003, 3.6024000000000003, 6.1988, 6.2003, 6.2008, 6.2010000000000005, 6.2012, 6.2014000000000005, 6.2109000000000005, 6.2700000000000005, 6.3217, 6.4476, 6.553999999999999, 6.5543000000000005, 6.6162, 6.665100000000002, 6.6655000000000015, 6.7848000000000015, 6.785, 6.8944, 6.8946000000000005, 6.8948, 6.971, 7.0097000000000005, 7.0099, 7.112500000000002, 7.114800000000002, 7.115, 7.1152000000000015, 7.1165, 7.1172, 7.2397, 7.3184, 7.3191000000000015, 7.3666, 7.4348, 7.4351, 7.466, 7.4662000000000015, 7.4665, 7.466900000000001, 7.4671, 7.4674, 7.4722, 7.547300000000001, 7.5486, 7.5507, 7.5872, 7.6622, 7.7006, 7.702800000000001, 7.7033, 7.7039, 7.7048, 7.7687, 7.8091, 7.8772, 7.8775, 7.877700000000001, 7.8793000000000015, 7.8862, 7.8864, 7.8866, 7.8933, 7.8953000000000015, 7.8967, 7.8978, 7.8984, 7.898700000000002, 7.906300000000001, 7.9065, 7.9068, 7.9072, 7.9083, 7.9088, 7.912400000000001, 7.9137, 7.913900000000001, 7.916200000000001, 7.9419, 7.9421, 7.997800000000002, 7.9986000000000015, 8.0387, 8.107000000000001, 8.1445, 8.1449, 8.1472, 8.147400000000001, 8.1476, 8.1478, 8.2246, 8.2277, 8.2279, 8.2291, 8.2653, 8.265500000000001, 8.341800000000001, 8.342500000000001, 8.3452, 8.3888, 8.451600000000001, 8.4518, 8.452200000000001, 8.4878, 8.488, 8.5616, 8.5627, 8.5649, 8.5671, 8.600900000000001, 8.6638, 8.6644, 8.668800000000001, 8.6692, 8.709100000000001, 8.7093, 8.710600000000001, 8.7111, 8.7151, 8.7162, 8.7692, 8.7696, 8.8215, 8.821900000000003, 8.8222, 8.8226, 8.8232, 8.823500000000003, 8.8284, 8.8923, 8.8946, 8.895, 8.896700000000003, 8.9382, 8.938600000000003, 8.9388, 8.939300000000003, 9.009, 9.0121, 9.0148, 9.015, 9.0155, 9.0191, 9.024, 9.0265, 9.1043, 9.1046, 9.1054, 9.1056, 9.1058, 9.1065, 9.1072, 9.1403, 9.1405, 9.1417, 9.1423, 9.1437, 9.1472, 9.2491, 9.2563, 9.2875, 9.2891, 9.2896, 9.3332, 9.3341, 9.3614, 9.3616, 9.3684, 9.3686, 9.3691, 9.3693, 9.3697, 9.416, 9.4199, 9.4201, 9.4656, 9.4705, 9.4734, 9.5384, 9.5974, 9.7094, 9.7097, 9.7102, 9.7108, 9.711, 9.7112, 9.8331, 9.879, 9.8792, 9.8794, 9.8814, 9.8828, 9.8833, 9.9438, 9.943999999999999, 9.9465, 9.9492, 9.9494, 9.9497, 9.951, 9.9521, 9.953, 9.9546, 9.9603, 9.9605, 9.9639, 9.9647, 9.9651, 10.0732, 10.0765, 10.0767, 10.0774, 10.1297, 10.1996, 10.1999, 10.2005, 10.2012, 10.2014, 10.2046, 10.2446, 10.245999999999999, 10.3367, 10.3452, 10.3456, 10.3463, 10.3468, 10.347, 10.3548, 10.356, 10.3562, 10.3593, 10.3598, 10.3602, 10.3609, 10.3611, 10.3652, 10.3654, 10.3692, 10.3694, 10.4248, 10.4677, 10.47, 10.5118, 10.5122, 10.5419, 10.5421, 10.546, 10.5469, 10.5471, 10.5801, 10.6528, 10.652999999999999, 10.6598, 10.6651, 10.6978, 10.7424, 10.7426, 10.7985, 10.7988, 10.7992, 10.8013, 10.8035, 10.804, 10.8046, 10.8055, 10.8076, 10.811, 10.8119, 10.8125, 10.812999999999999, 10.8141, 10.8151, 10.9008, 10.9015, 10.9021, 10.9023, 10.9265, 11.0374, 11.0459, 11.0461, 11.0466, 11.047, 11.0502, 11.050999999999998, 11.0652, 11.0654, 11.0671, 11.071, 11.0712, 11.0715, 11.0748, 11.0753, 11.119000000000002, 11.1201, 11.1205, 11.1221, 11.1271, 11.1275, 11.1278, 11.128, 11.1294, 11.1296, 11.1332, 11.1386, 11.1396, 11.1463, 11.1506, 11.2315, 11.2317, 11.2348, 11.2373, 11.2386, 11.2388, 11.24, 11.2403, 11.2436, 11.2459, 11.2484, 11.25, 11.2522, 11.2536, 11.2538, 11.2542, 11.2597, 11.2651, 11.2691, 11.2694, 11.270999999999999, 11.2712, 11.2714, 11.2727, 11.273, 11.2747, 11.277999999999999, 11.2891, 11.2895, 11.2897, 11.6613, 11.6785, 11.6787, 11.6792, 11.6795, 11.6806, 11.6842, 11.6844, 11.6847, 11.686, 11.6866, 11.6929, 11.695, 11.6952, 11.6955, 11.8256, 11.8258, 11.8264, 11.8902, 11.8904, 11.8906, 11.899, 11.9044, 11.9046, 11.9426, 11.985999999999999, 12.0037, 12.0219, 12.0221, 12.1069, 12.1435, 12.1437, 12.144, 12.1453, 12.2434, 12.2436, 12.2762, 12.2769, 12.3396, 12.4756, 12.5635, 12.5854, 12.6997, 12.7004, 12.7037, 12.704, 12.7042, 12.7044, 12.7167, 12.7181, 12.7215, 12.7954, 12.7982, 12.8048, 12.8069, 12.8073, 12.8084, 12.8086, 12.8104, 12.8106, 12.8127, 12.8156, 12.8163, 12.8166, 13.3502, 13.3505, 13.3507, 13.3547, 13.3552, 13.3554, 13.3559, 13.3561, 13.3566, 13.3568, 13.3572, 13.3595, 13.3602, 13.3604]","[0.0238, 0.0442, 0.0587, 0.17270000000000002, 0.2914, 0.3029, 0.326, 3.093, 3.0992, 3.1183, 3.1581, 3.1707, 3.1834, 3.2305, 3.2461, 3.2526, 3.3262, 3.338, 3.3502, 3.3848000000000003, 3.4231000000000003, 3.4356, 3.4922, 3.5689, 3.6023, 6.1944, 6.2002000000000015, 6.2005, 6.2009, 6.2011, 6.201300000000002, 6.2015, 6.269900000000002, 6.2701, 6.3883, 6.5081000000000016, 6.554200000000002, 6.6161, 6.616300000000002, 6.6652000000000005, 6.7391000000000005, 6.7849, 6.8511000000000015, 6.894500000000002, 6.8947, 6.9709, 6.971100000000002, 7.0098, 7.0788, 7.1146, 7.1149, 7.1151, 7.1164000000000005, 7.1171000000000015, 7.1992, 7.318300000000002, 7.3188, 7.3192, 7.4347, 7.434900000000002, 7.4356, 7.4661, 7.4663, 7.4666000000000015, 7.467, 7.467300000000002, 7.4675, 7.5472, 7.5474, 7.5506, 7.5509, 7.6603, 7.6623, 7.7027, 7.703200000000002, 7.7034, 7.7040000000000015, 7.7686, 7.7688000000000015, 7.8741, 7.8773, 7.8776, 7.8791, 7.8794, 7.8863, 7.886500000000002, 7.8879, 7.8934000000000015, 7.8966, 7.896800000000002, 7.897900000000001, 7.8986, 7.9062, 7.9064, 7.9066, 7.907100000000002, 7.908200000000001, 7.9087, 7.9122, 7.9125, 7.9138, 7.9161, 7.9165, 7.942, 7.9977, 7.9984, 8.000300000000001, 8.098600000000001, 8.1071, 8.1448, 8.1471, 8.1473, 8.1475, 8.1477, 8.2245, 8.2247, 8.2278, 8.2281, 8.2292, 8.2654, 8.341700000000001, 8.3424, 8.3443, 8.3458, 8.451500000000001, 8.4517, 8.4521, 8.4524, 8.4879, 8.561300000000001, 8.5626, 8.562800000000001, 8.567, 8.567300000000001, 8.6635, 8.6639, 8.668700000000001, 8.669, 8.6693, 8.709200000000001, 8.7094, 8.711, 8.715, 8.7161, 8.7691, 8.7695, 8.7751, 8.8216, 8.8221, 8.8223, 8.8231, 8.823400000000003, 8.8236, 8.8922, 8.8924, 8.8948, 8.8963, 8.8968, 8.938500000000003, 8.9387, 8.9389, 9.0089, 9.0093, 9.0147, 9.0149, 9.0153, 9.0159, 9.0192, 9.0241, 9.1042, 9.1044, 9.1053, 9.1055, 9.1057, 9.1064, 9.1071, 9.1109, 9.1404, 9.1409, 9.1418, 9.1436, 9.1471, 9.2464, 9.2492, 9.2568, 9.289, 9.2893, 9.3331, 9.3333, 9.3342, 9.3615, 9.368, 9.3685, 9.3687, 9.3692, 9.3696, 9.4159, 9.4161, 9.42, 9.4202, 9.4657, 9.4731, 9.5381, 9.5385, 9.6466, 9.7095, 9.71, 9.7106, 9.7109, 9.7111, 9.7772, 9.8789, 9.8791, 9.8793, 9.8795, 9.8827, 9.8831, 9.8835, 9.9439, 9.9463, 9.9466, 9.9493, 9.9496, 9.9506, 9.952, 9.9527, 9.9531, 9.9563, 9.9604, 9.9636, 9.9641, 9.965, 9.9652, 10.0764, 10.0766, 10.0773, 10.1296, 10.1298, 10.1997, 10.2, 10.2011, 10.2013, 10.2015, 10.2439, 10.2459, 10.2526, 10.3413, 10.3453, 10.3462, 10.3467, 10.3469, 10.3547, 10.355, 10.3561, 10.3573, 10.3594, 10.3601, 10.3603, 10.360999999999999, 10.3651, 10.3653, 10.3656, 10.3693, 10.3702, 10.4676, 10.4699, 10.4701, 10.5119, 10.5418, 10.542, 10.5456, 10.5468, 10.547, 10.5493, 10.6057, 10.6529, 10.6597, 10.6599, 10.6977, 10.6979, 10.7425, 10.7984, 10.7986, 10.7991, 10.7993, 10.8034, 10.8036, 10.8041, 10.8047, 10.8057, 10.8109, 10.8111, 10.8124, 10.8128, 10.8131, 10.8144, 10.817, 10.9013, 10.9016, 10.9022, 10.9264, 10.9266, 11.0458, 11.046, 11.0462, 11.0467, 11.0475, 11.0507, 11.0554, 11.0653, 11.0669, 11.0673, 11.0711, 11.0714, 11.0734, 11.0751, 11.0877, 11.1199, 11.1204, 11.1219, 11.1222, 11.1274, 11.1277, 11.1279, 11.1293, 11.1295, 11.1297, 11.1363, 11.1394, 11.1397, 11.1505, 11.1507, 11.2316, 11.2347, 11.2358, 11.2379, 11.2387, 11.2392, 11.2401, 11.2434, 11.2437, 11.2483, 11.2485, 11.2501, 11.2523, 11.2537, 11.2541, 11.2543, 11.2604, 11.267999999999999, 11.2693, 11.2709, 11.2711, 11.2713, 11.2716, 11.2729, 11.2731, 11.2749, 11.2806, 11.2892, 11.2896, 11.2898, 11.6782, 11.6786, 11.6789, 11.6793, 11.6796, 11.6841, 11.6843, 11.6845, 11.6848, 11.6865, 11.6913, 11.6945, 11.6951, 11.6954, 11.6958, 11.8257, 11.8263, 11.8265, 11.8903, 11.8905, 11.8908, 11.9043, 11.9045, 11.9425, 11.9427, 12.0002, 12.0194, 12.022, 12.04, 12.1434, 12.1436, 12.1438, 12.1441, 12.1454, 12.2435, 12.2761, 12.2764, 12.277, 12.3586, 12.501, 12.5853, 12.5862, 12.7003, 12.7032, 12.7038, 12.7041, 12.7043, 12.7166, 12.7174, 12.7214, 12.7216, 12.798, 12.8047, 12.8068, 12.8072, 12.8083, 12.8085, 12.809, 12.8105, 12.8107, 12.8149, 12.8157, 12.8165, 12.8167, 13.3504, 13.3506, 13.350999999999999, 13.3551, 13.355300000000002, 13.3558, 13.356, 13.3562, 13.3567, 13.3571, 13.3573, 13.3601, 13.3603, 13.3605]",0.0074,0.0075,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM32,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod2,875,36014,875,1.6.2,875_stage_training_v4_20230508-122923,2023-05-08,12:29:35.301200,13:25:51.771542
19,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,218.459731,222.551135,4.091403999999983,2.8206,3.0913,0.2706999999999997,3.0781,3.0817,0.0036,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[0.1028, 0.1135, 0.1331, 0.2411, 0.2456, 3.0817, 3.0820000000000003]","[0.0074, 0.1031, 0.1289, 0.1347, 0.2419, 0.2489, 3.0819, 3.0949]",0.0074,0.0075,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM32,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod2,875,36014,875,1.6.2,875_stage_training_v4_20230508-122923,2023-05-08,12:29:35.301200,13:25:51.771542
20,0,0.0,0,0,1,0,,1.0,,,0,222.563831,236.648935,14.085104,2.8181000000000003,13.085,10.2669,3.0755000000000003,13.0755,10.0,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[],[],0.0074,0.0075,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM32,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod2,875,36014,875,1.6.2,875_stage_training_v4_20230508-122923,2023-05-08,12:29:35.301200,13:25:51.771542
