Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
13,1,,0,0,0,1,0.0,,0.0,,1,158.28411200000005,173.87721499999995,15.593103000000012,2.8206,14.593,11.7724,3.0776000000000003,4.5835,1.5058999999999996,iaa,iaa,1,,0,0,1,1,70.0,,"[4.5835, 6.972, 13.5603, 13.6749]","[4.6016, 7.0062000000000015, 13.5779, 13.687600000000002]",[],[],0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
14,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,173.890912,178.785015,4.894103000000001,2.8181000000000003,3.894,1.0758999999999994,3.0751,3.8844,0.8093000000000004,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[3.8844],[3.8985],[3.8957],[3.8974],0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
15,1,0.0,0,0,0,1,0.0,1.0,0.0,1.0,1,178.79961200000002,194.260515,15.460903000000002,2.8206,14.4608,11.6402,3.0776000000000003,4.4513,1.3736999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.4513, 4.6288]","[4.4934, 4.6705000000000005]",[],[],0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
16,0,1.0,1,0,0,1,0.0,0.0,0.0,1.0,1,194.275412,207.681915,13.406503000000017,2.8181000000000003,12.4064,9.5883,3.0751,11.563,8.4879,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[12.3968],[12.4181],"[11.562999999999999, 11.704, 11.8203, 11.9412, 12.0848, 12.2339]","[11.6025, 11.7471, 11.8736, 12.0008, 12.1393, 12.2797]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
17,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,207.697812,218.971515,11.273703000000012,2.8206,10.2736,7.4529999999999985,3.0776000000000003,10.264,7.186400000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[10.264, 10.3913, 10.5028, 10.6296, 10.753, 10.8827, 11.0347, 11.1843]","[10.3154, 10.4391, 10.5582, 10.6815, 10.8071, 10.9427, 11.0765, 11.1966]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
18,0,0.0,0,0,0,1,0.0,1.0,1.0,1.0,1,218.98541200000005,233.565315,14.579903000000002,2.8181000000000003,13.5798,10.7617,3.0751,3.5703,0.4952000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],"[3.5703, 3.6771, 3.7993, 3.967, 4.0943000000000005, 4.8661, 4.9643000000000015, 4.9684, 10.7828, 10.9299, 11.3954, 11.5954]","[3.6049, 3.7339, 3.8794, 4.0265, 4.1715, 4.8739, 4.9669, 4.9802, 10.8459, 11.0078, 11.4792, 11.6719]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
19,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,233.579112,238.655215,5.076102999999988,2.8206,4.0760000000000005,1.2554000000000003,3.0776000000000003,4.0664,0.9887999999999996,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.0664, 4.221, 4.3561000000000005, 4.5041, 4.6392000000000015]","[4.1447, 4.2754, 4.4191, 4.561, 4.706]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
20,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,238.671412,243.454215,4.782803000000001,2.8181000000000003,3.7827,0.9646,3.0751,3.5299,0.4548000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.7731, 3.9281, 4.0969]","[3.7869, 3.9522, 4.1474]","[3.5299, 3.7759, 3.8661, 4.127]","[3.6010000000000004, 3.7883, 3.9568, 4.146]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
21,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,243.495912,248.152315,4.656402999999983,2.8206,3.6563,0.8356999999999997,3.0776000000000003,3.6467,0.5690999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[4.6168000000000005],[4.6409],"[3.6467, 3.7595, 3.868, 3.9938, 4.1223, 4.291, 4.4382, 4.6111]","[3.7015, 3.8065, 3.9267, 4.0536, 4.1889, 4.3323, 4.4805, 4.6411]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
22,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,248.166512,252.787915,4.621402999999988,2.8181000000000003,3.6213,0.8031999999999999,3.0751,3.6117,0.5366000000000004,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.6117, 3.612, 3.7534, 3.7597, 3.7902, 4.135, 4.2614, 4.3801000000000005, 4.6161]","[3.6119, 3.6534, 3.7579, 3.7799, 3.8524, 4.1477, 4.2685, 4.4161]",[3.6451],[3.6474],0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
23,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,252.803012,257.284915,4.481903000000017,2.8206,3.4818,0.6611999999999996,3.0776000000000003,3.4722,0.3945999999999996,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.25, 4.3672, 4.426]","[0.008400000000000001, 4.2659, 4.3736000000000015, 4.4529000000000005]","[3.4722, 3.6, 3.7205, 3.8762, 4.0363, 4.2528000000000015, 4.4459]","[3.5412000000000003, 3.6555, 3.7812, 3.9288, 4.0728, 4.2663, 4.4498000000000015]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
24,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,257.301512,261.812915,4.511402999999973,2.8181000000000003,3.5113000000000003,0.6932,3.0751,3.5017,0.4266000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.5017, 3.6363, 3.8037, 3.9398, 4.0372, 4.1597, 4.276, 4.4021]","[3.5153000000000003, 3.7017, 3.8639, 3.964, 4.0855000000000015, 4.2004, 4.3265, 4.4558]",[3.5088000000000004],[3.5178000000000003],0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
25,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,261.829312,266.349915,4.520602999999994,2.8206,3.5205,0.6999,3.0776000000000003,3.5109000000000004,0.4333,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[3.5109000000000004, 3.6294, 3.7392, 3.8663, 4.0025, 4.1507000000000005, 4.3002, 4.3214000000000015, 4.4651000000000005]","[3.5668, 3.6741, 3.7948, 3.9361, 4.0756000000000006, 4.2203, 4.3038, 4.379]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
26,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,266.365512,271.442415,5.076902999999959,2.8181000000000003,4.0768,1.2587000000000002,3.0751,3.4299,0.3548,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[4.0672000000000015],[4.0968],"[3.4299, 3.5644, 3.7177, 3.8741, 4.0861, 4.2289]","[0.003, 3.4872, 3.6448, 3.7991, 3.9316, 4.0945, 4.2639000000000005]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
27,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,271.457012,275.820615,4.363602999999955,2.8206,3.3635,0.5428999999999999,3.0776000000000003,3.3539000000000003,0.2763,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[4.3245000000000005],[4.3388],"[3.3539000000000003, 3.4977, 3.6117, 3.7231, 3.8466, 3.9937, 4.1397, 4.3045]","[3.3703000000000003, 3.5545, 3.6602, 3.7799, 3.9036, 4.043, 4.1902, 4.343]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
28,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,275.835912,283.196015,7.360102999999981,2.8181000000000003,6.36,3.5419,3.0751,3.4444000000000004,0.3693000000000004,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[6.3504000000000005, 6.350700000000002]","[6.3506, 6.3751000000000015]","[3.4444000000000004, 3.5787, 3.8587, 6.0753, 6.3696, 6.5627, 6.572100000000002, 6.7879000000000005]","[3.5057, 3.6454, 3.9012, 6.1364, 6.3739, 6.5686, 6.6905, 6.870900000000002]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
29,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,283.211212,287.678815,4.467602999999997,2.8206,3.4675,0.6468999999999996,3.0776000000000003,3.4579,0.3802999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[3.4579, 3.5705, 3.6621, 3.7799, 3.9132, 4.0652]","[3.5113000000000003, 3.6042, 3.7143, 3.835, 3.9673, 4.1136]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
30,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,287.693312,292.762315,5.069003000000009,2.8181000000000003,4.0689,1.2508,3.0751,3.5271000000000003,0.4520000000000004,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.0593, 4.213, 4.3258, 4.4302, 4.5668000000000015, 4.6783, 4.6901, 4.8759000000000015]","[4.1365, 4.2381, 4.356, 4.4779, 4.5997, 4.6865000000000006, 4.7406000000000015, 4.9054]","[3.5271000000000003, 3.6801, 4.7336, 4.8888]","[3.5882, 3.7619, 4.7338000000000005, 4.9059]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
31,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,292.777312,297.290215,4.512902999999994,2.8206,3.5128000000000004,0.6922000000000001,3.0776000000000003,3.5032,0.4255999999999997,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[3.5032, 3.6168, 3.7366]","[3.5571, 3.6629, 3.7809]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
32,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,297.306312,306.447115,9.140803000000004,2.8181000000000003,8.1407,5.3226,3.0751,3.5806,0.5055000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[8.1311, 8.131400000000001]","[8.1313, 8.154]","[3.5806, 3.7135, 3.8715, 7.753500000000002, 7.8815, 8.1431]","[3.6464, 3.7786, 3.9483, 7.8045, 7.952400000000001, 8.1541]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
33,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,306.4617120000001,310.977615,4.515903000000037,2.8206,3.5158,0.6951999999999998,3.0776000000000003,3.5062,0.4285999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[4.0673],[4.106],"[3.5062, 3.6267, 3.7378, 3.8992, 4.0915]","[3.5672, 3.6773, 3.8012, 3.9424, 4.1049]",0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
34,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,310.994812,315.587015,4.592202999999984,2.8181000000000003,3.5921000000000003,0.774,3.0751,3.5825,0.5074000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.5825, 3.5828, 3.7096]","[3.5827, 3.6194, 3.7887]",[3.6044],[3.618],0.0069999999999999,0.0069999999999999,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM31,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod1,873,36001,873,1.6.2,873_stage_training_v4_20230508-123322,2023-05-08,12:33:35.156687,13:27:52.404345
