Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
10,0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,1,46.490132,50.613136,4.1230039999999955,2.8181000000000003,3.1229,0.3047999999999997,3.0761000000000003,3.109,0.03289999999999972,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.0858, 0.0978, 0.1062, 0.1226, 0.1375, 0.17750000000000002, 0.1898, 0.2322, 0.2453, 0.2494, 0.2735, 0.2792, 0.2883, 0.3145, 0.325, 0.3633, 0.4022, 0.4425, 0.4839, 0.5279, 0.5691, 0.6085, 0.6491, 3.0756, 3.1133, 3.1563000000000003, 3.198, 3.2406, 3.2802]","[0.07930000000000001, 0.0947, 0.1003, 0.1115, 0.1252, 0.1481, 0.1823, 0.1995, 0.2354, 0.2474, 0.25830000000000003, 0.27740000000000004, 0.28, 0.2958, 0.31880000000000003, 0.3371, 0.3755, 0.4224, 0.4631, 0.5033, 0.5429, 0.5819, 0.6205, 0.6577000000000001, 3.0915000000000004, 3.1393, 3.1839999999999997, 3.2266000000000004, 3.2683]","[0.0708, 0.08220000000000001, 0.1213, 0.12660000000000002, 0.162, 0.2313, 0.2374, 0.2722, 0.3145, 0.3564, 0.3923, 0.4301, 0.4659, 0.4999, 3.109, 3.1445000000000003, 3.1549, 3.1786000000000003, 3.2104000000000004, 3.2148000000000003, 3.2187, 3.2314000000000003, 3.2751, 3.3064]","[0.0692, 0.07300000000000001, 0.1107, 0.1225, 0.1529, 0.2308, 0.2355, 0.2672, 0.30110000000000003, 0.33630000000000004, 0.375, 0.4128, 0.4577, 0.4947, 3.091, 3.1308, 3.1524, 3.1667, 3.2030000000000003, 3.2124, 3.2167000000000003, 3.2224000000000004, 3.2559, 3.2952000000000004]",0.008,0.0084,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,911,36003,911,1.6.2,911_stage_training_v4_20230508-124400,2023-05-08,12:44:12.602981,13:39:22.529428
11,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,50.637132,54.758936,4.121803999999997,2.8206,3.1217,0.3010999999999999,3.079,3.1121000000000003,0.03310000000000013,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.06760000000000001, 0.0692, 0.1058, 0.15510000000000002, 0.1597, 0.1648, 0.2082, 0.2497, 0.2975, 0.31220000000000003, 0.33490000000000003, 0.3531, 0.3944, 0.4364, 0.4776, 0.5155000000000001, 3.1174, 3.1608, 3.2051000000000003, 3.2449000000000003, 3.2870000000000004]","[0.067, 0.0687, 0.1043, 0.1505, 0.15810000000000002, 0.1643, 0.1989, 0.2449, 0.2853, 0.3063, 0.32730000000000004, 0.34400000000000003, 0.3843, 0.4268, 0.4691, 0.5128, 3.0941, 3.1447000000000003, 3.1889999999999996, 3.2332, 3.2739999999999996]","[0.1054, 0.1346, 0.1431, 0.1584, 0.1991, 0.2176, 0.2354, 0.25320000000000004, 0.26980000000000004, 0.2862, 0.3047, 0.3431, 0.3789, 0.4169, 0.4534, 0.4882, 0.6081, 0.6448, 3.1121000000000003, 3.1486, 3.1839999999999997]","[0.0849, 0.131, 0.13720000000000002, 0.1562, 0.1984, 0.2165, 0.2326, 0.2476, 0.2624, 0.2811, 0.2904, 0.3231, 0.3628, 0.3998, 0.4388, 0.4784000000000001, 0.6037, 0.6405000000000001, 3.0949, 3.1366, 3.1763000000000003]",0.008,0.0084,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,911,36003,911,1.6.2,911_stage_training_v4_20230508-124400,2023-05-08,12:44:12.602981,13:39:22.529428
12,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,54.770532,58.895036,4.1245039999999955,2.8181000000000003,3.1244,0.3062999999999998,3.0761000000000003,3.1097,0.03359999999999985,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.0915, 0.12860000000000002, 0.1635, 0.1766, 0.2243, 0.2652, 0.2677, 0.3139, 0.3266, 0.3524, 0.3683, 0.4103, 0.4531, 0.4950000000000001, 0.5343, 3.1148, 3.1637, 3.2113, 3.2514000000000003]","[0.0838, 0.1229, 0.16140000000000002, 0.16699999999999998, 0.2097, 0.2571, 0.26680000000000004, 0.2998, 0.32030000000000003, 0.3417, 0.3551, 0.3973, 0.4411000000000001, 0.4843, 0.528, 3.0917000000000003, 3.1432, 3.1947, 3.2427]","[0.1137, 0.3149, 0.3572, 0.3938, 0.4255, 3.1097, 3.1453, 3.1582000000000003, 3.1771000000000003, 3.1927000000000003, 3.2119999999999997, 3.2470000000000003, 3.2828, 3.3139999999999996]","[0.1108, 0.30660000000000004, 0.3406, 0.3818, 0.4219, 3.0926, 3.1338000000000004, 3.1548000000000003, 3.1698, 3.1912000000000003, 3.2059, 3.2408, 3.2710000000000004, 3.3122000000000003]",0.008,0.0084,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,911,36003,911,1.6.2,911_stage_training_v4_20230508-124400,2023-05-08,12:44:12.602981,13:39:22.529428
13,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,58.909032,63.018336,4.1093039999999945,2.8206,3.1092,0.2885999999999997,3.079,3.0996,0.02059999999999995,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.2234, 0.309, 0.3264, 0.3463, 0.3699, 0.4138, 0.4575, 3.1173, 3.1665, 3.2126, 3.2579]","[0.2221, 0.3027, 0.31770000000000004, 0.34400000000000003, 0.3593, 0.4044, 0.4497, 3.0942000000000003, 3.145, 3.1968, 3.2553]","[0.08370000000000001, 0.1217, 0.1623, 0.2099, 0.28400000000000003, 0.2864, 0.31020000000000003, 0.3538, 0.3889, 3.0996, 3.0999000000000003, 3.1123000000000003, 3.1475, 3.1589, 3.2001, 3.24, 3.2794000000000003]","[0.07680000000000001, 0.1117, 0.1537, 0.2075, 0.2802, 0.2841, 0.3058, 0.3513, 0.3861, 3.0978000000000003, 3.0998, 3.1006, 3.1385, 3.1532, 3.1976, 3.2372, 3.2768]",0.008,0.0084,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,911,36003,911,1.6.2,911_stage_training_v4_20230508-124400,2023-05-08,12:44:12.602981,13:39:22.529428
14,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,63.02943199999999,67.156736,4.127303999999995,2.8181000000000003,3.1272,0.30909999999999993,3.0761000000000003,3.0978000000000003,0.021700000000000053,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.1822, 0.2303, 0.316, 0.3316, 0.3532, 0.3754, 0.4197, 0.4637, 0.5052, 3.1176000000000004, 3.1757, 3.2307, 3.2813000000000003, 3.3352, 3.3520000000000003, 3.3757, 3.7349, 4.0665, 4.0903]","[0.1797, 0.2269, 0.3058, 0.32299999999999995, 0.3488, 0.3643, 0.4092, 0.4546, 0.5012, 3.0948, 3.147, 3.202, 3.2588000000000004, 3.3076000000000003, 3.3362000000000003, 3.3558000000000003, 3.7034, 3.7638, 4.0704, 4.1147]","[0.1264, 0.3169, 0.3608, 0.4012, 3.0978000000000003, 3.1107, 3.1474, 3.1553]","[0.1243, 0.3095, 0.3476, 0.3907, 3.0946, 3.0996, 3.1368, 3.1502000000000003]",0.008,0.0084,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,911,36003,911,1.6.2,911_stage_training_v4_20230508-124400,2023-05-08,12:44:12.602981,13:39:22.529428
15,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,67.16783199999999,71.294236,4.126403999999994,2.8206,3.1263,0.30569999999999986,3.079,3.1167,0.03770000000000007,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.029900000000000006, 0.0975, 0.1321, 0.1938, 0.25220000000000004, 0.3131, 0.3296, 0.3826, 0.4368, 0.4907, 0.5572, 0.6123000000000001, 0.6666000000000001, 0.7235, 0.7237, 0.7846000000000001, 0.8396, 3.1241000000000003, 3.1898, 3.2491000000000003, 3.3079, 3.3873, 3.4329]","[0.0261, 0.0946, 0.0985, 0.16160000000000002, 0.2196, 0.2798, 0.3262, 0.34640000000000004, 0.4031, 0.4726, 0.5274, 0.5835, 0.6495000000000001, 0.7060000000000001, 0.7236, 0.7727, 0.8296, 3.0945, 3.1525000000000003, 3.2174, 3.2803, 3.3356000000000003, 3.4239]","[0.0834, 0.118, 0.3136, 0.3597, 0.4006, 3.1167, 3.1758, 3.2352000000000003, 3.2887, 3.3379000000000003, 3.3836]","[0.0748, 0.1167, 0.30560000000000004, 0.3471, 0.3904, 3.1022000000000003, 3.1491, 3.2092, 3.2632000000000003, 3.3166, 3.3805]",0.008,0.0084,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,911,36003,911,1.6.2,911_stage_training_v4_20230508-124400,2023-05-08,12:44:12.602981,13:39:22.529428
16,0,0.0,1,0,0,1,0.0,1.0,0.0,0.0,1,71.306032,75.450136,4.144103999999999,2.8181000000000003,3.144,0.3258999999999994,3.0761000000000003,3.115,0.038899999999999935,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.0045000000000000005, 0.1055, 0.1396, 0.15330000000000002, 0.1563, 0.2346, 0.2891, 0.31320000000000003, 0.33190000000000003, 0.35760000000000003, 0.3841, 0.4069, 0.4328, 0.4813, 0.5046, 0.5535, 0.6024, 3.1344000000000003, 3.1986000000000003, 3.2765, 3.3569999999999998, 3.391]","[0.07730000000000001, 0.1375, 0.14930000000000002, 0.1552, 0.2334, 0.2874, 0.302, 0.32130000000000003, 0.3513, 0.3742, 0.4015, 0.4228, 0.4771, 0.4983, 0.5469, 0.5993, 3.0943, 3.1554, 3.2297, 3.2955, 3.3825000000000003, 3.3998000000000004]","[0.2821, 3.115, 3.1728, 3.2263, 3.2769999999999997, 3.3246]","[0.2806, 3.0958, 3.1486, 3.202, 3.2534, 3.3069]",0.008,0.0084,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,911,36003,911,1.6.2,911_stage_training_v4_20230508-124400,2023-05-08,12:44:12.602981,13:39:22.529428
17,1,0.0,1,0,0,1,0.0,0.0,1.0,0.0,1,75.46363199999998,79.597936,4.134304,2.8206,3.1342000000000003,0.3136000000000001,3.079,3.0852,0.006199999999999761,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.0177, 0.034300000000000004, 0.05880000000000001, 0.2797, 0.28500000000000003, 0.33840000000000003, 0.34740000000000004, 0.4204, 0.4836, 0.5643, 3.0852, 3.1353, 3.2116, 3.2831, 3.3489999999999998, 3.4135, 3.4805, 3.844, 3.895, 4.045]","[0.0121, 0.0317, 0.0447, 0.0614, 0.2822, 0.2944, 0.34340000000000004, 0.35600000000000004, 0.4297, 0.4937, 0.5689000000000001, 3.0929, 3.1572, 3.2268000000000003, 3.2968, 3.405, 3.4689, 3.8046, 3.8681, 4.0327]","[0.2836, 3.1246, 3.1861, 3.2476000000000003, 3.3047, 3.3665000000000003, 3.3807, 3.39, 3.3997, 3.4254, 3.4375, 3.4831000000000003, 4.011, 4.0611000000000015, 4.0893000000000015]","[0.2816, 3.1008, 3.1564, 3.2185, 3.2750000000000004, 3.335, 3.3682000000000003, 3.3880000000000003, 3.3991, 3.4169, 3.4323, 3.4717, 3.9625, 4.0582, 4.0889]",0.008,0.0084,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,911,36003,911,1.6.2,911_stage_training_v4_20230508-124400,2023-05-08,12:44:12.602981,13:39:22.529428
18,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,79.610232,83.702736,4.092504000000004,2.8181000000000003,3.0924,0.27429999999999977,3.0761000000000003,3.0828,0.006699999999999928,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.041600000000000005, 3.0828, 3.3246]","[0.0368, 0.0464, 3.0912]","[0.0051, 0.0606, 0.1079, 0.1083, 0.12660000000000002, 0.16920000000000002, 0.1929, 0.2535, 0.25730000000000003, 0.3252, 0.385, 0.4432, 0.5025000000000001, 0.5614, 0.6185, 0.6795, 0.7390000000000001, 0.7951, 0.8503000000000001, 0.9047, 3.1228, 3.1908000000000003, 3.2528, 3.3119, 3.3509, 3.4147000000000003, 3.4377, 3.448, 3.4805, 3.492, 3.5367, 3.5595000000000003, 3.5914, 3.6135, 3.6373, 3.6663, 3.716, 3.7165]","[0.0592, 0.1077, 0.1082, 0.1115, 0.1675, 0.17070000000000002, 0.2264, 0.2571, 0.2862, 0.3518, 0.4139000000000001, 0.4749, 0.5337000000000001, 0.5978, 0.6576000000000001, 0.7176, 0.7765000000000001, 0.8341000000000001, 0.8983000000000001, 3.0933, 3.1534, 3.2190000000000003, 3.2808, 3.3431, 3.4118, 3.4306, 3.4439, 3.47, 3.4871000000000003, 3.5259, 3.5469000000000004, 3.5815, 3.5996, 3.6319, 3.655, 3.7157, 3.7161]",0.008,0.0084,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,911,36003,911,1.6.2,911_stage_training_v4_20230508-124400,2023-05-08,12:44:12.602981,13:39:22.529428
19,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,83.715232,87.869736,4.154504000000003,2.8206,3.1544000000000003,0.3338000000000001,3.079,3.1448,0.06579999999999986,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[3.3339999999999996],[0.0394],"[0.0669, 0.1298, 0.1916, 0.2541, 0.32080000000000003, 0.3841, 0.4431, 0.5065000000000001, 0.5675, 0.6272, 0.6889000000000001, 0.7487, 0.8075, 0.8687, 0.9294, 0.9886, 1.0486, 1.1079, 1.1661, 1.2253, 1.2858, 3.1448, 3.2230000000000003, 3.3006, 3.3062, 3.345, 3.39, 3.3961, 3.4701, 3.4757, 3.4836, 3.5486, 3.6052]","[0.0381, 0.098, 0.16190000000000002, 0.2218, 0.28190000000000004, 0.3491, 0.4102, 0.4753, 0.536, 0.5992000000000001, 0.6606000000000001, 0.7202000000000001, 0.7823, 0.8431000000000001, 0.9046, 0.967, 1.0267, 1.0887, 1.1508, 1.2135, 1.277, 3.097, 3.1611, 3.2336, 3.3054, 3.3077, 3.3839, 3.393, 3.4672, 3.4738, 3.4804000000000004, 3.5303, 3.5908]",0.008,0.0084,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,911,36003,911,1.6.2,911_stage_training_v4_20230508-124400,2023-05-08,12:44:12.602981,13:39:22.529428
20,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,87.881732,92.031136,4.149404000000004,2.8181000000000003,3.1492,0.3310999999999997,3.0761000000000003,3.1397,0.06359999999999966,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[3.3487],[0.0424],"[0.029300000000000007, 0.0304, 3.1397, 3.2257, 3.325, 3.3361]","[0.0249, 0.0295, 0.036000000000000004, 3.1554, 3.2266000000000004, 3.3308]",0.008,0.0084,100,1,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,2.0,RT,0.125,0.125,0.125,/dev/ttyACM36,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod6,911,36003,911,1.6.2,911_stage_training_v4_20230508-124400,2023-05-08,12:44:12.602981,13:39:22.529428
