Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,StimDur,Delay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,AWTrials,BlockLen,Task,VarDelay
10,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,55.881111,60.722414,4.841303000000004,2.8181000000000003,3.8412,1.0231,3.8248,3.825,0.000199999999999978,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.5469000000000004, 3.6278, 3.825, 3.9284, 4.7090000000000005]","[3.6052, 3.7585, 3.9216, 4.6966]","[3.8715, 3.9776, 3.9998, 4.1105, 4.1405, 4.2388, 4.3576000000000015, 4.5195, 4.6393, 4.7574000000000005]","[3.9013, 3.9875, 4.0476, 4.1171, 4.1734, 4.2902000000000005, 4.4106000000000005, 4.5437, 4.686, 4.8130000000000015]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
11,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,60.744411,65.789614,5.045203000000001,2.8206,4.0451000000000015,1.2245000000000013,3.8280000000000003,3.8725,0.04449999999999976,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.0765, 3.5466, 3.7504, 3.8725, 3.9933, 4.1255000000000015, 4.7764000000000015, 4.9001, 5.033]","[0.0307, 0.07740000000000001, 3.7181, 3.8348, 3.9403, 4.0452, 4.1526000000000005, 4.8367, 4.9657, 5.0412]","[4.0282, 4.1312, 4.2344, 4.3372, 4.4452, 4.5476, 4.6662]","[4.0408, 4.1537000000000015, 4.2473, 4.3582, 4.4725, 4.5897000000000014, 4.7099]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
12,0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,1,65.810011,70.735814,4.925803000000002,2.8181000000000003,3.9257,1.1075999999999997,3.8248,3.835,0.010199999999999765,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.6189999999999998, 3.7216, 3.9095, 4.0082, 4.2439, 4.3623, 4.4615, 4.5870000000000015, 4.6993, 4.8227]","[3.7186, 3.8499, 4.0004, 4.1572000000000005, 4.3063, 4.4152000000000005, 4.524, 4.6405, 4.7535, 4.8847000000000005]","[3.835, 3.944, 4.0504, 4.0921]","[3.8372, 3.9931, 4.0609, 4.1531]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
13,1,0.0,1,0,0,1,0.0,0.0,1.0,0.0,1,70.75831099999998,75.736214,4.977902999999999,2.8206,3.9778,1.1571999999999996,3.8280000000000003,3.9247,0.0966999999999998,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.0016, 3.5532000000000004, 3.6178, 3.6319, 3.7253, 3.9247, 4.0817000000000005, 4.489, 4.7683, 4.8498]","[0.0507, 3.5932000000000004, 3.628, 3.7236, 3.8489999999999998, 3.9778, 4.1034000000000015, 4.5398000000000005, 4.7782, 4.9127]","[3.9609, 4.0425, 4.0772, 4.1904, 4.2746, 4.3816000000000015, 4.5266, 4.6186, 4.7215, 4.7418000000000005]","[3.9749, 4.0456, 4.1098, 4.2092, 4.3141, 4.4213000000000005, 4.5343, 4.6544, 4.7277000000000005, 4.7810000000000015]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
14,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,75.753411,80.792514,5.039102999999997,2.8181000000000003,4.0390000000000015,1.2209000000000012,3.8248,4.0228,0.19799999999999995,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.5807, 3.7811, 4.0228, 4.1607, 4.2587, 4.4156, 4.5243, 4.6612, 4.7989000000000015, 4.9375]","[3.7565, 3.9145, 4.0870000000000015, 4.2558, 4.3602, 4.4993, 4.6144, 4.7602, 4.9097]","[0.0309, 4.0697, 4.2034, 4.3167, 4.4443, 4.5613, 4.6936, 4.7035, 4.8368]","[0.032, 4.081, 4.2546, 4.3749, 4.5004, 4.6203, 4.6995000000000005, 4.7585000000000015, 4.899]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
15,1,0.0,1,0,0,1,0.0,1.0,1.0,0.0,1,80.811311,85.838014,5.026702999999999,2.8206,4.0266,1.206,3.8280000000000003,3.9559,0.1278999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.0349, 0.1477, 0.2691, 0.4147, 0.7117, 0.8325, 1.2186, 1.6368, 1.6628, 2.984, 3.1248, 3.386, 3.4639, 3.5788, 3.7043, 3.8267, 3.9559, 4.1142, 4.2233, 4.3684, 4.5101, 4.6879, 4.8415, 4.9455]","[0.0645, 0.17950000000000002, 0.3042, 0.4432, 0.7517, 0.8794000000000001, 1.2347, 1.6397000000000002, 1.6833, 3.0229000000000004, 3.1459, 3.4208000000000003, 3.5460000000000003, 3.662, 3.7826, 3.8985, 4.0198, 4.1741, 4.312, 4.4549, 4.5798000000000005, 4.7178, 4.8765]","[4.0097000000000005, 4.6919, 4.8601]","[4.0134, 4.7157, 4.8734]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
16,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,85.859711,90.798014,4.938302999999992,2.8181000000000003,3.9382,1.1201,3.8248,3.922,0.09719999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[3.5028, 3.511, 3.5977, 3.6211, 3.7923, 3.9219999999999997, 4.027, 4.0428000000000015, 4.1575000000000015, 4.277, 4.3955, 4.5167, 4.6286000000000005, 4.7571, 4.8744000000000005]","[3.5082, 3.5893, 3.6029, 3.7388, 3.88, 3.987, 4.0415, 4.0951, 4.2113000000000005, 4.3294000000000015, 4.4515, 4.5602, 4.6879, 4.8101, 4.9322]",[],[],0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
17,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,90.818711,95.721814,4.9031030000000015,2.8206,3.903,1.0823999999999998,3.8280000000000003,3.8861,0.05810000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.5628, 3.8097, 4.5212, 4.6354000000000015, 4.7991, 4.8898]","[3.7673, 3.9049, 4.5735, 4.6947, 4.8201]","[3.8861, 3.978, 3.9876, 4.0022, 4.1027000000000005, 4.1975, 4.2981, 4.4111, 4.8005]","[3.8975, 3.9828, 3.9886, 4.034, 4.1236000000000015, 4.2265000000000015, 4.3387, 4.4545, 4.8175]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
18,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,95.742411,100.785314,5.042902999999996,2.8181000000000003,4.0428000000000015,1.2247000000000012,3.8248,4.0266,0.2018,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.024, 3.5755000000000003, 3.6525, 3.8003, 4.0266, 4.1766000000000005, 4.2716, 4.3412000000000015, 4.3605, 4.3607000000000005, 4.3609, 4.3832, 4.3836, 4.3852, 4.5295000000000005, 4.6771, 4.7871000000000015, 4.9108, 5.0348000000000015]","[0.0307, 3.5953000000000004, 3.7426, 3.9068, 4.0855000000000015, 4.2341000000000015, 4.3171, 4.3573, 4.3606, 4.3608, 4.3657, 4.3835000000000015, 4.3838, 4.5102, 4.6297000000000015, 4.7687, 4.8654, 4.9781]","[4.0556, 4.1712, 4.3003, 4.434, 4.59]","[4.0658, 4.2336, 4.3580000000000005, 4.4865, 4.6257]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
19,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,100.809311,105.660914,4.851603000000012,2.8206,3.8515,1.0309,3.8280000000000003,3.8346,0.006599999999999717,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.1077, 3.5082, 3.5170000000000003, 3.6259, 3.6376, 3.7535, 3.9543, 3.9725, 4.1012, 4.7465]","[0.019, 0.1359, 3.5117000000000003, 3.5864000000000003, 3.6349, 3.7114, 3.875, 3.9638, 4.0124, 4.1138, 4.8045]","[3.8346, 3.9361, 3.9382, 3.9721, 4.1884000000000015, 4.2992, 4.4102000000000015, 4.5225, 4.6336, 4.7894000000000005]","[3.8652, 3.9378, 3.9497, 4.0176, 4.2209, 4.3298000000000005, 4.4466, 4.5609, 4.6779, 4.7983]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
20,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,105.680111,112.627515,6.947404000000006,2.8206,3.9378,1.1172,3.8206,3.9377,0.11709999999999975,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.6723, 3.7793, 3.9377, 4.0861, 4.6075, 4.7192, 4.8533, 5.0141, 5.1669, 5.303, 5.4472000000000005, 5.7445, 5.8272, 5.9679, 6.1126000000000005, 6.2812, 6.3927000000000005, 6.6418, 6.7505000000000015, 6.9016, 6.915100000000002]","[0.0469, 3.7479, 3.8608, 4.0079, 4.1408000000000005, 4.6548, 4.8078, 4.9567000000000005, 5.0863000000000005, 5.211, 5.3298000000000005, 5.4675, 5.7982000000000005, 5.9522, 6.0680000000000005, 6.1935, 6.3213, 6.4701, 6.7006000000000006, 6.8527000000000005, 6.9125000000000005]","[3.9956, 4.1261, 4.5952, 4.7894000000000005, 5.0304, 5.0476, 5.1464, 5.2650000000000015, 5.2933, 5.45, 6.1713000000000005, 6.2603, 6.2724, 6.6864]","[3.9995, 4.1322, 4.6539, 4.8001000000000005, 5.0384, 5.0815, 5.2083, 5.2749000000000015, 5.328600000000002, 5.4655000000000005, 6.1857000000000015, 6.2682, 6.3191000000000015, 6.6882]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
21,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,112.651711,117.519914,4.868202999999994,2.8206,3.8681,1.0475,3.8206,3.8512,0.030600000000000183,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[3.5631000000000004, 3.6554, 3.7536, 3.9801, 4.0572, 4.1936, 4.3088000000000015, 4.4292, 4.575, 4.7091, 4.8402]","[0.0056, 3.6048, 3.748, 3.8755, 4.0114, 4.072, 4.2228, 4.3602, 4.4982000000000015, 4.6209, 4.7404]","[3.8512, 3.9397, 4.0705, 4.1773, 4.3198, 4.4653, 4.5625, 4.6909, 4.8379]","[3.8711, 4.0107, 4.1188, 4.2309, 4.3591000000000015, 4.495, 4.6217000000000015, 4.7498000000000005]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
22,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,117.547011,122.470914,4.923902999999996,2.8206,3.9238,1.1031999999999995,3.8206,3.9069,0.08630000000000004,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.6272, 3.8058, 3.9393, 4.0079, 4.0499, 4.1531, 4.2528000000000015, 4.3747, 4.5217, 4.6370000000000005, 4.7485, 4.9088]","[3.7233, 3.8482, 3.9521, 4.0347, 4.0689, 4.1815, 4.3139, 4.4407000000000005, 4.5521, 4.6673, 4.819]","[3.8175, 3.9069, 4.0294, 4.1378, 4.2925, 4.5022, 4.6175000000000015, 4.7881, 4.888999999999999]","[3.8449, 3.9637, 4.0803, 4.1923, 4.3092000000000015, 4.5544, 4.6761, 4.8159]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
23,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,122.491811,127.353014,4.861203000000003,2.8206,3.8611,1.0404999999999998,3.8206,3.8442,0.023600000000000062,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.6623, 3.7738, 3.9649, 4.1701000000000015, 4.2786, 4.4062, 4.6671000000000005, 4.772]","[3.7692, 3.8677, 3.9825, 4.2042, 4.3428, 4.4722, 4.6799, 4.8374000000000015]","[3.8442, 3.9219, 4.0465, 4.1559, 4.3189, 4.5354, 4.6464, 4.814500000000002]","[3.8638, 3.9867, 4.0941, 4.2094000000000005, 4.3373, 4.5823, 4.6972000000000005, 4.8313000000000015]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
24,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,127.375211,134.302414,6.927203000000006,2.8206,3.9176,1.097,3.8206,3.9175,0.09689999999999976,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.5576000000000003, 3.6351, 3.8113, 3.9175, 4.1622, 4.4576, 4.465, 4.6121, 4.7825000000000015, 4.9214, 5.1019000000000005, 5.2234, 5.3346, 5.5213, 5.7986]","[3.5964, 3.74, 3.8841, 4.0454, 4.167, 4.4606, 4.5572, 4.7211, 4.8989, 5.0142000000000015, 5.1403, 5.2665000000000015, 5.4054, 5.5633, 5.8838]","[4.4671, 4.6984, 5.0964, 5.2109000000000005, 5.510000000000002, 5.6481, 6.3555]","[4.5543000000000005, 4.7122, 5.1396000000000015, 5.2665000000000015, 5.5627, 5.7099, 6.4251000000000005]",0.0067,0.0074,20,0.75,2.0,0.0,0,0,1,0,0,10,0,0,0,0.0,0.5,,,,/dev/ttyACM34,stage_training_v4,Alexis,pv_nmdar_eranet,2AFC_4,Bpod4,807,36004,807,1.6.2,807_stage_training_v4_20230306-124413,2023-03-06,12:44:25.713627,13:53:29.583500,,,,
