,Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,Evidence,EviRep,Coherence,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Substage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
10,10,0,0.0,0,0,0,1.0,0.0,1.0,1.0,1.0,1,37.619031,42.181534,4.5625029999999995,3.1705,4.5624,1.3919000000000001,3.4282000000000004,3.5529,0.12469999999999981,ach,ach,-1.0,-1.0,0.0,[],[],"[0.0738, 0.2025, 0.33580000000000004, 0.479, 0.622, 0.7816000000000001, 0.9457, 1.0257, 2.5543, 2.5973, 2.6869, 2.7438, 2.8915, 2.8920000000000003, 2.8927, 2.8973, 2.8978, 2.9112, 3.2463, 3.3065, 3.4001, 3.5529, 3.5531, 3.6368, 3.7653, 3.7655, 3.7716, 3.7718, 3.7722, 3.7761, 3.7766, 4.1966]","[0.0419, 0.1667, 0.2988, 0.4441, 0.5837, 0.7357, 0.8722000000000001, 1.0013, 1.0258, 2.5809, 2.6092, 2.7003, 2.7725, 2.8916, 2.8921, 2.8972, 2.8977, 2.9111, 2.9113, 3.2497000000000003, 3.3394000000000004, 3.4844000000000004, 3.5530000000000004, 3.5989999999999998, 3.6773, 3.7654, 3.7715, 3.7717, 3.772, 3.7725, 3.7762, 3.8231, 4.2063000000000015]",20,0.75,2.0,0.25,1,0,0,1,1,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,913,36003,913,1.6.2,913_stage_training_20210526-200753,2021-05-26,20:08:02.819530,20:38:24.828042
11,11,0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,42.220831,45.832034,3.6112030000000033,3.0722,3.6111,0.5388999999999999,3.3299000000000003,3.3439,0.01399999999999979,alc,alc,-1.0,-1.0,0.0,"[0.8007000000000001, 0.9658, 3.3439, 3.3602000000000003, 3.43, 3.5001, 3.5797000000000003, 3.5901]","[0.8332, 0.9869, 3.3555, 3.4225000000000003, 3.4345000000000003, 3.5042, 3.5831, 3.61]","[0.6141, 0.7833, 1.0335, 1.2612, 3.3508, 3.3766000000000003]","[0.6738000000000001, 0.8081, 1.0817, 1.2789, 3.3556000000000004, 3.4031]",20,0.75,2.0,0.25,1,0,0,1,1,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,913,36003,913,1.6.2,913_stage_training_20210526-200753,2021-05-26,20:08:02.819530,20:38:24.828042
12,12,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,45.846931,49.513834,3.666903000000005,3.077,3.6668,0.5897999999999999,3.3345,3.3772,0.04269999999999996,uch,uch,1.0,-1.0,1.0,"[0.0731, 0.1871, 0.30710000000000004, 0.4293, 0.5479, 0.6628000000000001, 3.3772]","[0.092, 0.2062, 0.32480000000000003, 0.4463, 0.5694, 0.7008, 3.3868]","[0.8230000000000001, 0.9612, 1.7657, 1.8963, 1.9779, 2.0702000000000003, 2.3026, 2.3029, 2.3454, 3.1841000000000004, 3.3224, 3.3998000000000004, 3.4142, 3.5538000000000003, 3.6558, 3.6633]","[0.8487, 0.9731, 1.8297, 1.9308, 2.0246, 2.2417, 2.3028, 2.3306, 2.3931, 3.2288, 3.3963, 3.407, 3.5297, 3.6181, 3.6611]",20,0.75,2.0,0.25,1,0,0,1,1,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,913,36003,913,1.6.2,913_stage_training_20210526-200753,2021-05-26,20:08:02.819530,20:38:24.828042
13,13,1,1.0,1,0,0,0.0,1.0,0.0,1.0,1.0,1,49.535031,54.240233999999994,4.7052030000000045,4.1554,4.7051,0.5496999999999996,4.4129000000000005,4.4381,0.02519999999999989,upo,upo,1.0,1.0,1.0,[4.4725],[4.4753],"[0.0085, 0.0762, 0.1173, 0.1838, 0.3015, 0.33940000000000003, 0.4133, 0.5621, 0.6672, 0.8057000000000001, 0.9597, 1.0928, 1.2769, 1.3676, 1.4488, 1.5997, 2.9872, 2.9874, 3.112, 3.2381, 3.4993000000000003, 3.6749, 3.7513, 3.8212, 3.8501, 3.8764, 3.8769, 3.8771, 4.253, 4.3627, 4.376, 4.3762, 4.4381, 4.4495000000000005, 4.4655000000000005, 4.4811000000000005, 4.4937000000000005, 4.5122, 4.5125, 4.668, 4.6866]","[0.0334, 0.0972, 0.1424, 0.25620000000000004, 0.33490000000000003, 0.3728, 0.4945000000000001, 0.6283000000000001, 0.7653000000000001, 0.9152, 1.0361, 1.2106, 1.2968, 1.3786, 1.4578, 1.6465, 2.9873000000000003, 3.0449, 3.1671, 3.3242000000000003, 3.5913000000000004, 3.6969, 3.7658, 3.8366, 3.8519, 3.8765, 3.877, 3.9709, 4.2997000000000005, 4.3724, 4.3761, 4.433, 4.4444, 4.4617, 4.4723000000000015, 4.4872000000000005, 4.5017000000000005, 4.5123000000000015, 4.6282000000000005, 4.6814, 4.703600000000002]",20,0.75,2.0,0.25,1,0,0,1,1,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,913,36003,913,1.6.2,913_stage_training_20210526-200753,2021-05-26,20:08:02.819530,20:38:24.828042
14,14,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,54.27273100000001,57.888133999999994,3.6154030000000006,3.0791,3.6153,0.5362,3.3368,3.3481,0.011299999999999866,atr,atr,-1.0,-1.0,0.0,"[3.3481, 3.3644000000000003]","[3.3585000000000003, 3.4754]","[0.0789, 0.1815, 0.31930000000000003, 0.4511, 0.5987, 0.7497, 0.9159, 0.9982, 2.2019, 2.2021, 2.3294, 2.5053, 2.6806, 3.1587, 3.2581, 3.3901000000000003, 3.4467000000000003, 3.508, 3.5993000000000004]","[0.005, 0.1371, 0.2812, 0.4156, 0.5607, 0.7112, 0.877, 0.9981, 0.9983, 2.202, 2.2826, 2.4524, 2.6331, 2.7456, 3.2071, 3.3312, 3.4339999999999997, 3.4473000000000003, 3.5538000000000003]",20,0.75,2.0,0.25,1,0,0,1,1,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,913,36003,913,1.6.2,913_stage_training_20210526-200753,2021-05-26,20:08:02.819530,20:38:24.828042
15,15,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,57.924331,61.551033999999994,3.626702999999999,3.0837000000000003,3.6266,0.5428999999999995,3.3412,3.3596000000000004,0.018400000000000194,umt,umt,1.0,-1.0,1.0,"[0.08320000000000001, 0.1004, 0.1954, 0.33299999999999996, 0.4502, 0.5553, 1.6132, 1.645]","[0.0054, 0.0862, 0.1078, 0.2295, 0.35700000000000004, 0.4776, 0.5991000000000001, 1.6208, 1.6592]","[0.0503, 0.27699999999999997, 0.6468, 0.6763, 0.7202000000000001, 0.8059000000000001, 0.8588, 0.9216, 0.9218, 1.0007, 1.0708, 1.1053, 1.4467, 1.5592, 1.6103, 1.6106, 1.6121, 1.7107, 1.7109999999999999, 1.7118, 1.769, 1.8153, 3.1711, 3.2603, 3.3596000000000004, 3.3739999999999997, 3.5859]","[0.0601, 0.2903, 0.6551, 0.6859999999999999, 0.7383000000000001, 0.8203, 0.877, 0.9217, 0.9518, 1.0204, 1.1051, 1.1054000000000002, 1.5128, 1.5697, 1.6104, 1.6112000000000002, 1.6254000000000002, 1.7109, 1.7111, 1.7154, 1.7822, 1.8523, 3.2075, 3.2646, 3.3648, 3.5643]",20,0.75,2.0,0.25,1,0,0,1,1,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,913,36003,913,1.6.2,913_stage_training_20210526-200753,2021-05-26,20:08:02.819530,20:38:24.828042
16,16,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,61.583631000000004,65.193934,3.610303000000002,3.0779,3.6102,0.5322999999999998,3.3356000000000003,3.343,0.007399999999999629,ant,ant,-1.0,-1.0,0.0,"[3.343, 3.4608000000000003, 3.5615, 3.5887]","[3.3737000000000004, 3.4771, 3.5694000000000004, 3.6085]","[0.0298, 0.138, 0.2465, 0.3637, 0.4857, 0.5374, 0.6361, 0.6942, 0.7634000000000001, 0.9022, 1.0599, 1.2225, 1.368, 1.5232, 1.7265, 3.1716, 3.2659, 3.4099000000000004, 3.4721, 3.5325]","[0.1009, 0.2093, 0.3257, 0.4312, 0.4901, 0.5417000000000001, 0.6472, 0.7149, 0.8666, 1.0182, 1.1826, 1.3301, 1.4805, 1.6056, 1.7619, 3.2281, 3.3724000000000003, 3.4509000000000003, 3.4781, 3.6038]",20,0.75,2.0,0.25,1,0,0,1,1,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,913,36003,913,1.6.2,913_stage_training_20210526-200753,2021-05-26,20:08:02.819530,20:38:24.828042
17,17,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,65.227531,69.06273399999999,3.835203000000007,3.3086,3.8351,0.5265,3.5661,3.5681000000000003,0.002000000000000224,ueo,ueo,1.0,-1.0,1.0,"[0.0401, 0.06330000000000001, 0.1689, 0.1912, 0.3206]","[0.0536, 0.09000000000000001, 0.1771, 0.2181, 0.3487]","[0.0032, 0.1328, 0.1467, 0.1477, 0.14800000000000002, 0.1607, 0.1909, 0.1912, 0.1922, 0.263, 0.3916, 0.4763, 0.5630000000000001, 0.6311, 0.7323000000000001, 0.7904, 2.6573, 2.7111, 2.7976, 2.8427, 2.9148, 2.9151, 2.9155, 2.9198, 2.9358, 2.9363, 3.0296000000000003, 3.403, 3.5062, 3.5299, 3.5681000000000003, 3.5691, 3.7232, 3.7387]","[0.08030000000000001, 0.14650000000000002, 0.1471, 0.1478, 0.16060000000000002, 0.1608, 0.1911, 0.1921, 0.1953, 0.2869, 0.4444, 0.4953, 0.5940000000000001, 0.6519, 0.7414000000000001, 0.8306, 2.6607000000000003, 2.7975000000000003, 2.7977000000000003, 2.9018, 2.9149000000000003, 2.9152, 2.9156, 2.9199, 2.9359, 2.9730000000000003, 3.1119000000000003, 3.4464, 3.5158, 3.568, 3.5683, 3.7159, 3.7252, 3.7918]",20,0.75,2.0,0.25,1,0,0,1,1,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,913,36003,913,1.6.2,913_stage_training_20210526-200753,2021-05-26,20:08:02.819530,20:38:24.828042
18,18,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,69.093531,73.606234,4.512703000000002,3.9813,4.5126,0.5312999999999999,4.2388,4.2456000000000005,0.006800000000000139,ums,ums,1.0,1.0,1.0,[],[],"[0.013, 0.1168, 0.1836, 0.2263, 0.2879, 0.3282, 0.4027, 0.4229, 0.5319, 0.6697000000000001, 0.8198000000000001, 0.9578, 1.1053, 1.258, 2.4143000000000003, 2.518, 2.5185, 2.5192, 2.5201, 2.5207, 2.5209, 2.5212000000000003, 2.5214000000000003, 2.5448, 2.5839999999999996, 2.6415, 2.8538, 2.8689999999999998, 2.8851, 2.8956, 2.8959, 2.8962000000000003, 2.8964000000000003, 2.8967, 2.8969, 2.9141000000000004, 2.9144, 2.926, 3.0283, 3.0831, 3.1095, 3.3274000000000004, 3.3872, 3.5808, 3.7023, 4.0769, 4.2456000000000005, 4.2949, 4.2951000000000015, 4.2953, 4.2956, 4.3020000000000005, 4.4092, 4.4094000000000015]","[0.0249, 0.1389, 0.2013, 0.244, 0.3254, 0.3557, 0.4148, 0.4953, 0.6276, 0.7757000000000001, 0.9178, 1.0641, 1.2185, 1.3741, 2.4724, 2.5183, 2.5186, 2.5195000000000003, 2.5203, 2.5208, 2.5211, 2.5213, 2.5218000000000003, 2.5839000000000003, 2.5841000000000003, 2.7907, 2.8687, 2.8691, 2.8955, 2.8958, 2.8960000000000004, 2.8963, 2.8965, 2.8968000000000003, 2.897, 2.9142, 2.9182, 3.0218000000000003, 3.0286, 3.1011, 3.1924, 3.3393, 3.53, 3.6184, 3.8152, 4.1089, 4.2576, 4.295, 4.2952, 4.2955000000000005, 4.2958, 4.3508, 4.4093]",20,0.75,2.0,0.25,1,0,0,1,1,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,913,36003,913,1.6.2,913_stage_training_20210526-200753,2021-05-26,20:08:02.819530,20:38:24.828042
19,19,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,73.626731,77.235134,3.6084029999999956,3.0711,3.6083,0.5371999999999999,3.3288,3.3411,0.012299999999999756,ahd,ahd,-1.0,-1.0,0.0,"[3.3411, 3.5659, 3.5765]","[3.4931, 3.5724, 3.5881000000000003]","[0.013999999999999999, 0.1689, 0.3009, 0.4401000000000001, 0.5707, 0.7102, 0.8498, 1.0012, 1.1257, 1.7121000000000002, 1.8641, 3.1764, 3.2588000000000004, 3.3924000000000003, 3.5288000000000004, 3.5665]","[0.14020000000000002, 0.2595, 0.4027, 0.535, 0.6768000000000001, 0.8127000000000001, 0.9621, 1.0864, 1.1969, 1.7352, 1.9236, 3.1943, 3.3461000000000003, 3.4823, 3.5591000000000004, 3.5818000000000003]",20,0.75,2.0,0.25,1,0,0,1,1,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,913,36003,913,1.6.2,913_stage_training_20210526-200753,2021-05-26,20:08:02.819530,20:38:24.828042
20,20,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,77.25863100000001,80.958834,3.700203000000002,3.0764,3.7001,0.6236999999999999,3.3339000000000003,3.4331,0.09919999999999973,ubg,ubg,1.0,-1.0,1.0,"[0.0431, 0.1516, 0.2725, 0.3906, 0.5135000000000001, 3.3339000000000003]","[0.0589, 0.1725, 0.29050000000000004, 0.4086, 0.5378000000000001, 3.3487]","[0.0066, 0.1065, 0.1131, 0.33630000000000004, 0.4535, 0.4537000000000001, 0.5807, 0.7279, 0.7281000000000001, 0.8013, 0.8845000000000001, 0.8847, 0.9599, 2.0792, 2.1739, 2.3227, 2.3891, 2.3893, 2.3896, 2.5589, 2.5594, 2.5616000000000003, 2.612, 3.1710000000000003, 3.253, 3.4331, 3.5273000000000003, 3.6558]","[0.006500000000000001, 0.0067, 0.113, 0.1132, 0.3467, 0.4536, 0.4655, 0.6755, 0.728, 0.7587, 0.8168000000000001, 0.8846, 0.9046, 0.9843, 2.1349, 2.2803, 2.3684000000000003, 2.3892, 2.3895, 2.468, 2.559, 2.5615, 2.5617, 2.6561, 3.2134, 3.4105000000000003, 3.5049, 3.611]",20,0.75,2.0,0.25,1,0,0,1,1,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,913,36003,913,1.6.2,913_stage_training_20210526-200753,2021-05-26,20:08:02.819530,20:38:24.828042
21,21,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,80.995631,84.697434,3.701802999999998,3.0767,3.7017,0.625,3.3342,3.4347000000000003,0.10050000000000026,uai,uai,1.0,1.0,1.0,[2.3373],[2.3632],"[0.03, 0.0629, 0.16060000000000002, 0.2822, 0.4095, 0.5512, 0.7230000000000001, 2.0328, 2.1349, 2.2707, 2.4850000000000003, 2.6392, 2.7190000000000003, 3.1669, 3.2710000000000004, 3.4347000000000003, 3.571, 3.6926]","[0.053500000000000006, 0.1229, 0.2454, 0.3739, 0.5069, 0.6745, 0.7706000000000001, 2.0933, 2.2190000000000003, 2.3604000000000003, 2.5303, 2.6448, 2.7545, 3.2319, 3.4004000000000003, 3.5431000000000004, 3.6581]",20,0.75,2.0,0.25,1,0,0,1,1,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,913,36003,913,1.6.2,913_stage_training_20210526-200753,2021-05-26,20:08:02.819530,20:38:24.828042
