,Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,Evidence,EviRep,Coherence,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Substage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
12,12,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,42.257912,45.618314,3.3604020000000006,2.8247,3.3603,0.5356000000000001,3.0822000000000003,3.0933,0.011099999999999888,are,reg,-1.0,-1.0,0.0,"[0.7056, 3.0933, 3.1092, 3.2324, 3.2679]","[0.7200000000000001, 3.0999000000000003, 3.2188000000000003, 3.2334, 3.3027]","[0.40399999999999997, 0.5389, 0.8684000000000001, 1.0245]","[0.0071, 0.4521, 0.5788, 0.9297, 1.0838]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
13,13,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,45.628910999999995,48.992114,3.3632029999999986,2.8280000000000003,3.3631,0.5350999999999999,3.0855,3.0961000000000003,0.010600000000000165,aum,aum,-1.0,1.0,0.0,"[0.0877, 0.2052, 0.3256, 0.4314, 0.4406000000000001, 0.5522, 0.5698, 0.6731, 0.8250000000000001, 0.9465, 1.1234, 1.1321, 3.0961000000000003, 3.1104000000000003, 3.1291, 3.2874000000000003]","[0.0226, 0.1231, 0.2318, 0.3456, 0.4339, 0.4719, 0.5614, 0.596, 0.7176, 0.8511000000000001, 0.9958, 1.132, 1.1394, 3.1016000000000004, 3.1275, 3.2257, 3.3194000000000004]","[2.7102, 2.8114000000000003, 2.9736]","[2.7185, 2.847, 3.0263]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
14,14,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,49.003111,52.580814000000004,3.5777029999999996,2.8271,3.5776000000000003,0.7505000000000002,3.0827,3.3125,0.2298,uja,uja,1.0,-1.0,1.0,"[0.015, 0.1171, 0.2292, 0.2515, 0.3684, 0.4728, 0.5935, 0.7575000000000001, 0.8871, 1.0406, 1.0459, 2.6636]","[0.0503, 0.1594, 0.2315, 0.2705, 0.3892000000000001, 0.5191, 0.6425000000000001, 0.7796000000000001, 0.9235, 1.0445, 1.0847, 2.6734]","[2.9171, 2.9477, 3.0664, 3.3125, 3.5667]","[2.9327, 2.9703, 3.1243000000000003, 3.3616]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
15,15,0,0.0,1,0,0,0.0,1.0,1.0,0.0,0.0,1,52.592612,56.153014,3.5604019999999963,2.821,3.5603,0.7392999999999996,3.0785,3.2933000000000003,0.21480000000000032,agd,agd,-1.0,-1.0,0.0,"[0.3881, 3.2933000000000003, 3.3092, 3.4083, 3.4284000000000003, 3.5264]","[0.4094, 3.2960000000000003, 3.3393, 3.4164000000000003, 3.4539]","[0.6862, 0.8459]","[0.032, 0.7418, 0.9073]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
16,16,1,0.0,1,0,0,1.0,0.0,1.0,1.0,0.0,1,56.163711,59.633714000000005,3.4700029999999984,2.8264,3.4699,0.6435,3.0820000000000003,3.0934,0.011399999999999633,uha,uha,1.0,-1.0,1.0,"[0.08199999999999999, 0.21899999999999997, 0.2345, 0.3552, 0.5253, 3.0934]","[0.0019, 0.132, 0.2262, 0.2627, 0.4072, 0.5333, 3.0955000000000004]","[2.7617000000000003, 3.2048, 3.3369]","[2.8054, 3.2585, 3.3873]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
17,17,0,0.0,1,0,0,0.0,1.0,0.0,0.0,0.0,1,59.644811,63.005014,3.3602030000000056,2.8225,3.3601,0.5376000000000003,3.08,3.0931,0.013100000000000112,ald,ald,-1.0,-1.0,0.0,"[3.0931, 3.1088, 3.2862]","[3.0964, 3.2381, 3.3173000000000004]",[0.1007],[0.15],20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
18,18,0,1.0,1,0,0,0.0,1.0,1.0,0.0,1.0,1,63.015611,66.375414,3.3598030000000065,2.8244,3.3597,0.5353000000000003,3.0819,3.0927,0.010800000000000143,ami,ami,-1.0,1.0,0.0,"[0.0044, 0.105, 0.2359, 0.32270000000000004, 0.3415, 0.4371, 0.4551, 0.5543, 0.6699, 0.6997, 0.8014, 0.8336, 0.9693, 0.9774, 0.9779, 0.9781, 1.094, 1.2629, 3.0927, 3.1076, 3.1300000000000003, 3.1365000000000003, 3.28]","[0.0377, 0.14170000000000002, 0.2451, 0.3259, 0.3648, 0.4472, 0.4806, 0.5973, 0.6833, 0.7249, 0.8044, 0.8618, 0.9745, 0.9777, 0.978, 1.004, 1.1552, 1.3119999999999998, 3.0987, 3.1244, 3.1349, 3.225, 3.3099000000000003]",[],[],20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
19,19,0,1.0,0,0,0,1.0,0.0,1.0,1.0,0.0,1,66.386711,70.745915,4.359203999999991,2.8256,4.3591000000000015,1.5335000000000014,3.0831,3.3496,0.2665000000000002,atf,atf,-1.0,1.0,0.0,"[0.0008, 0.1099, 0.2186, 0.3332, 0.4729, 0.5920000000000001, 0.7245, 0.8719, 1.7645000000000002, 1.7919, 2.7728]","[0.0403, 0.1482, 0.2625, 0.3765, 0.4987, 0.6328, 0.7701, 0.9165, 1.769, 1.8189, 2.7818]","[1.9829, 2.1047, 2.2430000000000003, 2.4101, 3.3496]","[1.9894, 2.1614, 2.3119, 2.4666, 3.3781000000000003]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
20,20,0,0.0,0,0,1,0.0,,0.0,,,0,70.757711,74.840714,4.083003000000005,2.8234000000000004,4.0829,1.2595,3.0734000000000004,4.0734,1.0,ara,ara,-1.0,-1.0,0.0,"[2.3938, 2.4188, 2.5637000000000003]","[2.4022, 2.443, 2.5731]","[2.1186000000000003, 2.1209, 2.1224000000000003, 2.1235, 2.1238, 2.2356000000000003]","[2.1205000000000003, 2.1223, 2.1225, 2.1236, 2.1443000000000003, 2.281]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
21,21,0,,0,0,1,0.0,,,,,0,74.85121099999999,78.933914,4.082702999999995,2.8231,4.0826,1.2595,3.0731,4.0731,1.0,adn,adn,-1.0,,0.0,"[0.9459, 1.4463, 1.5063, 1.6589, 1.7906000000000002, 1.8167]","[0.9663, 1.4502000000000002, 1.5243, 1.7157, 1.8019, 1.8419999999999999]","[0.6541, 1.1397000000000002]","[0.6909000000000001, 1.1700000000000002]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
22,22,0,,0,0,1,0.0,,,,,0,78.945111,83.027314,4.082203000000007,2.8226,4.0821000000000005,1.2595000000000005,3.0726,4.0726,1.0000000000000004,ake,ake,-1.0,,0.0,"[1.929, 1.9616]","[1.9478, 1.9953]","[1.0945, 1.2266, 1.7688]","[1.1304, 1.2839, 1.8335]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
23,23,0,,0,0,1,0.0,,,,,0,83.038812,87.12761400000001,4.088802000000001,2.8292,4.0887,1.2595,3.0792,4.0792,1.0,aqu,aqu,-1.0,,0.0,[2.1319],[2.1462],"[1.954, 2.2938]","[1.9834, 2.3279]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
24,24,1,,1,0,0,0.0,1.0,,1.0,,1,87.140211,90.618114,3.477903000000012,2.8255000000000003,3.4778,0.6522999999999994,3.0755000000000003,3.2127000000000003,0.1372,ubd,ubd,1.0,,1.0,"[2.5343, 2.5913, 3.3993]","[2.5448, 2.6011, 3.4665000000000004]","[1.8289, 2.3708, 2.7524, 3.2127000000000003]","[1.8813, 2.4288000000000003, 2.7656, 3.2828]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
25,25,1,1.0,0,0,1,0.0,,1.0,,,0,90.628811,94.71921400000001,4.090402999999995,2.8308,4.0903,1.2595,3.0808,4.0808,1.0,uni,nid,1.0,1.0,1.0,[],[],[],[],20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
26,26,0,,0,0,1,0.0,,,,,0,94.729711,98.814614,4.084903000000011,2.8253,4.0848,1.2595000000000005,3.0753000000000004,4.0753,1.0,aet,aet,-1.0,,0.0,"[0.4612, 1.5309, 2.0453, 2.1007, 2.4969]","[0.4709, 1.5401, 2.0526, 2.1127, 2.5168]","[0.27340000000000003, 0.27940000000000004, 0.2803, 0.6355000000000001, 0.7886000000000001, 0.945, 1.2762, 2.3039]","[0.2791, 0.2795, 0.3012, 0.6359, 0.8410000000000001, 1.0038, 1.345, 2.3121]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
27,27,0,,0,0,1,0.0,,,,,0,98.825911,102.910514,4.084603000000001,2.825,4.0845,1.2595,3.075,4.075,1.0,akm,akm,-1.0,,0.0,[1.0285],[1.0308],"[1.1385, 1.3202]","[1.2108, 1.3845]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
28,28,0,,0,0,1,0.0,,,,,0,102.922611,107.00701399999998,4.084402999999995,2.8248,4.0843,1.2594999999999996,3.0748,4.0748,0.9999999999999996,ahp,ahp,-1.0,,0.0,"[2.8320000000000003, 2.8336, 2.9839, 3.0183]","[2.8335000000000004, 2.8452, 3.0039, 3.0505]",[1.8099],[1.8318],20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
29,29,1,,1,0,0,0.0,1.0,,1.0,,1,107.01761100000002,110.67231399999999,3.654702999999998,2.8314,3.6546,0.8231999999999999,3.0814000000000004,3.3895,0.3080999999999996,ulm,ulm,1.0,,1.0,[],[],"[3.3895, 3.5124, 3.6305]","[3.4348, 3.5309000000000004]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
30,30,1,1.0,0,0,1,0.0,,1.0,,,0,110.68311100000001,114.77411399999998,4.091003000000001,2.8314,4.0909,1.2595000000000005,3.0814000000000004,4.0814,1.0,uet,uet,1.0,1.0,1.0,"[0.25020000000000003, 0.4206]","[0.2631, 0.4303]","[0.5332, 0.6042000000000001, 0.7271000000000001, 0.8697, 1.6087]","[0.0188, 0.5391, 0.6201, 0.7838, 0.9379, 1.6891]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
31,31,1,,0,0,1,0.0,,,,,0,114.785711,118.87451399999999,4.088802999999999,2.8292,4.0887,1.2595,3.0792,4.0792,1.0,und,und,1.0,,1.0,[],[],[],[],20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
32,32,1,,0,0,1,0.0,,,,,0,118.88611100000001,122.97321399999998,4.087102999999999,2.8275,4.0870000000000015,1.2595000000000014,3.0775,4.0775000000000015,1.0000000000000004,uic,uic,1.0,,1.0,[],[],"[0.0939, 1.4424, 1.5851000000000002, 2.0939, 2.126]","[0.0983, 1.5051, 1.6502, 2.1189, 2.1804]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
33,33,1,,0,0,1,0.0,,,,,0,123.03191100000001,127.120814,4.088903000000002,2.8293,4.0888,1.2595,3.0793,4.0793,1.0,uii,uii,1.0,,1.0,[],[],"[0.7646000000000001, 0.9301, 1.1016]","[0.8135, 0.9913, 1.1633]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
34,34,0,,0,0,1,0.0,,,,,0,127.13181100000001,131.218514,4.086703,2.8271,4.0866,1.2594999999999996,3.0771,4.0771000000000015,1.0000000000000004,akt,akt,-1.0,,0.0,[],[],"[0.7661, 1.7194]","[0.7951, 1.7877]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
35,35,0,,0,0,1,0.0,,,,,0,131.228811,135.309214,4.08040299999999,2.8208,4.0803,1.2595,3.0708,4.0708,1.0,agc,agc,-1.0,,0.0,[],[],[1.003],[1.0591000000000002],20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
36,36,1,,0,0,1,0.0,,,,,0,135.320611,139.413714,4.093102999999985,2.8335000000000004,4.093,1.2594999999999996,3.0835000000000004,4.0835,0.9999999999999996,uuk,uuk,1.0,,1.0,[],[],"[0.2501, 1.6414, 2.4884, 2.5477000000000003]","[0.3002, 1.7233, 2.502, 2.5758]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM35,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod5,906,36010,906,1.6.2,906_stage_training_20210602-173355,2021-06-02,17:34:04.505966,18:11:21.106866
