,Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,Evidence,EviRep,Coherence,Port1In,Port1Out,Port2In,Port2Out,AW,Switch,Timeout,Fixation,Stage,Substage,Motor,REC,Progression,CB,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
10,10,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,35.355631,38.884934,3.5293029999999987,2.8256,3.5292000000000003,0.7036000000000002,3.0831,3.2622,0.17910000000000004,uae,uae,1.0,-1.0,1.0,"[0.1042, 0.2206, 0.35300000000000004, 0.4744, 0.7434000000000001, 0.8663000000000001, 0.9961, 1.1287, 1.2669, 1.3969, 1.5304, 1.5391, 3.0615]","[0.0289, 0.14500000000000002, 0.2651, 0.3961, 0.5186000000000001, 0.7907000000000001, 0.9161, 1.0496, 1.1837, 1.3194, 1.4427, 1.5365, 1.5766, 3.0876]","[0.1824, 0.30460000000000004, 0.4346, 0.5699000000000001, 0.7027, 0.8232, 0.8234, 0.94, 0.9402, 0.9479, 1.6329, 1.7761, 1.9379, 1.9699, 1.9743, 1.9779, 1.9784, 2.2035, 2.2037, 2.9042000000000003, 2.9822, 3.2622, 3.3718000000000004, 3.3782, 3.4877]","[0.1594, 0.2718, 0.4032, 0.5225000000000001, 0.6586000000000001, 0.8071, 0.8233, 0.9372, 0.9401, 0.9478, 1.5849, 1.7318, 1.8868, 1.9698, 1.9701, 1.9778, 1.978, 2.0644, 2.2036, 2.2487, 2.9478, 3.2412, 3.3568, 3.3719, 3.4569]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,910,36003,910,1.6.2,910_stage_training_20210602-174142,2021-06-02,17:41:51.759380,18:14:54.791109
11,11,0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,1,38.895731,42.332034,3.4363030000000023,2.8192,3.4362000000000004,0.6170000000000004,3.0769,3.0984000000000003,0.021500000000000075,acb,acb,-1.0,-1.0,0.0,"[0.4835, 0.6091, 1.1123, 1.2585, 3.0047, 3.1689999999999996, 3.2802, 3.3959]","[0.5301, 0.6679, 1.171, 1.3224, 3.0552, 3.1912000000000003, 3.3324000000000003]","[0.05880000000000001, 0.1836, 0.313, 0.4422, 0.5701, 0.7128, 0.7359, 0.7542, 0.8817, 1.0567, 1.2074, 1.3738, 1.4644, 1.5051, 1.7099, 1.7265, 1.7268, 1.7269999999999999, 1.7273, 1.7275, 1.7333, 1.734, 1.7343000000000002, 1.7348, 1.7473, 1.7485000000000002, 1.7539, 1.7558, 1.7603, 1.7608, 1.7613, 1.7615, 1.7628, 1.7633, 1.7653, 1.7673, 1.7734, 1.7754, 1.7756, 1.7958, 1.7962, 1.7966000000000002, 1.7969000000000002, 1.7999, 1.8005, 1.8013, 1.8015, 1.8018, 1.8019999999999998, 1.8023, 1.803, 1.8033, 1.8038, 1.8058, 1.8184, 1.8363, 1.8372, 1.8398, 1.8407, 1.8411, 1.8416, 1.8423, 1.8425, 1.8431, 1.8461, 1.8463, 1.8469, 1.8471, 1.8481, 1.8484, 1.8555, 2.8134, 2.8505000000000003, 2.8513, 2.8523, 2.8532, 2.8542, 2.8544, 2.8758000000000004, 2.9465000000000003, 2.9467000000000003, 2.947, 3.0984000000000003, 3.2165000000000004]","[0.0239, 0.1432, 0.26940000000000003, 0.4006, 0.5339, 0.6792, 0.7233, 0.7395, 0.8328, 1.0076, 1.1824, 1.3482, 1.4643000000000002, 1.4645, 1.7097, 1.7264000000000002, 1.7266, 1.7269, 1.7272, 1.7274, 1.7289, 1.7339, 1.7342000000000002, 1.7347, 1.7395, 1.7475, 1.7486000000000002, 1.754, 1.7595, 1.7604000000000002, 1.7612, 1.7614, 1.7624000000000002, 1.7632, 1.7652, 1.7672, 1.769, 1.7735, 1.7755, 1.7795, 1.796, 1.7964, 1.7968000000000002, 1.7997, 1.8, 1.8006, 1.8014, 1.8016, 1.8019, 1.8021, 1.8024, 1.8031, 1.8034, 1.8039, 1.8059, 1.8185, 1.8365, 1.8397, 1.84, 1.841, 1.8415, 1.8421, 1.8424, 1.843, 1.8442, 1.8462, 1.8464, 1.847, 1.848, 1.8483, 1.8488, 1.8595, 2.8502, 2.8509, 2.8514, 2.8524000000000003, 2.8533, 2.8543000000000003, 2.8545000000000003, 2.9386, 2.9466, 2.9469000000000003, 3.0678, 3.1966]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,910,36003,910,1.6.2,910_stage_training_20210602-174142,2021-06-02,17:41:51.759380,18:14:54.791109
12,12,0,1.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1,42.346331,45.710034,3.363703000000001,2.8282000000000003,3.3636000000000004,0.5354000000000001,3.0859,3.0964,0.010499999999999954,asp,asp,-1.0,1.0,0.0,"[0.05880000000000001, 0.2127, 1.851, 1.9568, 2.5269999999999997, 3.0964, 3.1131, 3.1906000000000003, 3.2014, 3.2126, 3.2233, 3.2335000000000003, 3.2436000000000003, 3.3489999999999998]","[0.1091, 0.2323, 1.8746, 2.0044, 2.5673, 3.1003000000000003, 3.1851000000000003, 3.1974, 3.2070000000000003, 3.2188000000000003, 3.2295000000000003, 3.2401, 3.2870000000000004]","[0.0204, 0.0232, 0.1464, 0.29650000000000004, 0.2968, 0.29700000000000004, 0.2972, 0.2975, 0.2977, 0.298, 0.2997, 0.4324, 1.7878, 1.8904, 1.9135, 2.0795, 2.1965, 2.3327, 2.468, 2.4682, 2.4748, 2.786, 2.9036, 3.0523, 3.1933]","[0.0201, 0.0205, 0.1363, 0.2402, 0.29660000000000003, 0.2969, 0.29710000000000003, 0.2974, 0.29760000000000003, 0.2979, 0.29960000000000003, 0.3852, 0.5668000000000001, 1.8901, 1.8905, 2.0203, 2.1316, 2.2645, 2.4098, 2.4681, 2.4747, 2.6737, 2.8541000000000003, 3.0012000000000003, 3.1735]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,910,36003,910,1.6.2,910_stage_training_20210602-174142,2021-06-02,17:41:51.759380,18:14:54.791109
13,13,1,0.0,1,0,0,0.0,1.0,1.0,1.0,0.0,1,45.720931,49.161534,3.440603000000003,2.8292,3.4405,0.6113,3.0867,3.1735,0.08680000000000021,uqa,uqa,1.0,-1.0,1.0,"[0.06670000000000001, 0.17600000000000002, 0.2912, 0.4041, 0.5486, 0.7948000000000001, 0.9159, 1.0431, 1.1836, 1.3472000000000002, 1.5228000000000002, 1.8284, 3.0656000000000003]","[0.0033, 0.1041, 0.2147, 0.33290000000000003, 0.4483, 0.5697, 0.8446, 0.965, 1.0947, 1.2354, 1.3769, 1.5334, 1.9085, 3.1264000000000003]","[0.0111, 0.0156, 0.1415, 0.2554, 0.368, 0.4878, 0.619, 0.7591, 0.8701000000000001, 0.9956, 1.1257, 1.126, 1.1272, 1.4259000000000002, 1.628, 1.7929000000000002, 2.0167, 2.018, 2.9164000000000003, 3.0090000000000003, 3.1735, 3.3236000000000003]","[0.011, 0.0112, 0.1116, 0.21600000000000003, 0.3395, 0.457, 0.5756, 0.7139, 0.8538, 0.9797, 1.1085, 1.1258, 1.1271, 1.3819, 1.5419999999999998, 1.7211, 1.9115, 2.0179, 2.0668, 2.9872, 3.1465, 3.2886, 3.4292]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,910,36003,910,1.6.2,910_stage_training_20210602-174142,2021-06-02,17:41:51.759380,18:14:54.791109
14,14,1,1.0,1,0,0,0.0,1.0,1.0,1.0,1.0,1,49.185931,52.567533999999995,3.3816030000000055,2.8291,3.3815,0.5524,3.0866,3.1145,0.027899999999999814,upb,upb,1.0,1.0,1.0,"[0.4928, 3.0196]","[0.5525, 3.0743]","[0.006200000000000001, 0.1686, 0.35000000000000003, 0.4468, 0.652, 0.6541, 2.9019999999999997, 3.1145, 3.201, 3.2134, 3.2226000000000004, 3.3224]","[0.1235, 0.2773, 0.4022, 0.5655, 0.654, 0.6982, 3.0763000000000003, 3.2004, 3.2011000000000003, 3.2177, 3.2954000000000003]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,910,36003,910,1.6.2,910_stage_training_20210602-174142,2021-06-02,17:41:51.759380,18:14:54.791109
15,15,0,0.0,1,0,0,1.0,0.0,1.0,0.0,0.0,1,52.577831,55.933933999999994,3.3561029999999974,2.8216,3.3560000000000003,0.5344000000000002,3.0793,3.0815,0.002200000000000202,aeh,aeh,-1.0,-1.0,0.0,"[0.5614, 1.1201, 1.2598, 2.0126, 2.5316, 2.9582, 3.0888, 3.1054, 3.1234, 3.1301]","[0.6117, 1.1723, 1.3170000000000002, 2.0765, 2.5977, 3.0272, 3.0985, 3.1185, 3.1268, 3.2325000000000004]","[0.0415, 0.16090000000000002, 0.27840000000000004, 0.4003, 0.5231, 0.6722, 0.7965, 0.937, 1.0763, 1.2166, 1.3634000000000002, 1.5074, 1.5076, 1.6388, 1.8138, 1.9627, 2.1636, 2.3017000000000003, 2.4776, 2.7238, 2.8954, 3.0815]","[0.0071, 0.1211, 0.236, 0.3614, 0.4847, 0.6136, 0.7631, 0.894, 1.04, 1.1768, 1.3307, 1.4522000000000002, 1.5075, 1.5868, 1.7716, 1.9262, 2.0937, 2.2588, 2.4256, 2.6087, 2.8396000000000003, 3.0446]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,910,36003,910,1.6.2,910_stage_training_20210602-174142,2021-06-02,17:41:51.759380,18:14:54.791109
16,16,1,0.0,1,0,0,1.0,0.0,0.0,1.0,0.0,1,55.944531000000005,59.323434,3.378903000000001,2.8280000000000003,3.3788,0.5507999999999997,3.0855,3.0869999999999997,0.0015000000000000568,ulb,ulb,1.0,-1.0,1.0,"[0.0154, 0.1278, 0.2417, 0.3583, 0.4772, 0.6066, 0.7634000000000001, 0.8592000000000001, 1.0337, 1.2099, 1.3189, 1.7722, 2.0053, 3.0869999999999997]","[0.0578, 0.1695, 0.2843, 0.4013000000000001, 0.5224, 0.6445000000000001, 0.7774000000000001, 0.9116, 1.061, 1.2127, 1.3789, 1.8392, 2.0108, 3.0915000000000004]","[0.09000000000000001, 0.2058, 0.3206, 0.4379, 0.4385, 0.5589999999999999, 0.6924, 0.8229000000000001, 0.949, 0.9505, 0.9507, 1.1127, 1.2762, 1.4669999999999999, 1.5616, 1.7252, 1.9102, 2.0752, 2.9202000000000004, 2.9937, 3.1118, 3.1166, 3.1179, 3.2676000000000003, 3.2777000000000003, 3.3776]","[0.0585, 0.1729, 0.29410000000000003, 0.4119, 0.4382, 0.5344, 0.65, 0.7847000000000001, 0.9485, 0.9491, 0.9506, 1.0717, 1.224, 1.3859, 1.5102, 1.6794, 1.8514, 2.0222, 2.1815, 2.9588, 3.1103, 3.113, 3.1177, 3.2534, 3.2723, 3.3493]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,910,36003,910,1.6.2,910_stage_training_20210602-174142,2021-06-02,17:41:51.759380,18:14:54.791109
17,17,1,1.0,1,0,0,1.0,0.0,0.0,1.0,1.0,1,59.335131000000004,62.837033999999996,3.5019030000000058,2.8346,3.5018,0.6671999999999998,3.0921000000000003,3.1435,0.05139999999999967,upt,upt,1.0,1.0,1.0,"[0.9327, 1.0627, 1.2034, 1.5489000000000002, 1.6585, 2.0298000000000003, 2.1337, 2.5539, 2.7423, 3.1435]","[0.9756, 1.1154, 1.2603, 1.578, 1.7169999999999999, 2.0509, 2.2042, 2.5804, 2.7578, 3.2051000000000003]","[0.0987, 0.2129, 0.336, 0.4622, 0.5919, 0.7321000000000001, 0.8883000000000001, 1.0182, 1.1548, 1.3051, 1.4422, 1.6151, 1.805, 1.9182, 2.0834, 2.3265, 2.4192, 2.4823, 2.6718, 2.85, 2.9486000000000003, 3.0917000000000003, 3.0919000000000003, 3.2348000000000003, 3.3771, 3.4899]","[0.05930000000000001, 0.1736, 0.2939, 0.4216, 0.5483, 0.6849000000000001, 0.8260000000000001, 0.9798, 1.1288, 1.274, 1.4269, 1.5826, 1.7355, 1.8781, 2.0565, 2.2063, 2.4029000000000003, 2.4394, 2.585, 2.7658, 2.9303000000000003, 3.0653, 3.0918, 3.222, 3.345, 3.4544]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,910,36003,910,1.6.2,910_stage_training_20210602-174142,2021-06-02,17:41:51.759380,18:14:54.791109
18,18,0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,1,62.849631,66.246634,3.397002999999998,2.8271,3.3969,0.5697999999999999,3.0848,3.0927,0.00790000000000024,amr,amr,-1.0,-1.0,0.0,"[3.1297, 3.2507, 3.365]","[3.1802, 3.2981000000000003]","[0.10099999999999999, 0.2337, 0.3825, 0.5483, 2.8963, 2.9663, 3.0927, 3.3241, 3.3246]","[0.0596, 0.1913, 0.33740000000000003, 0.4922, 0.6212, 2.9386, 3.0558, 3.3089999999999997, 3.3242000000000003]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,910,36003,910,1.6.2,910_stage_training_20210602-174142,2021-06-02,17:41:51.759380,18:14:54.791109
19,19,0,1.0,1,0,0,1.0,0.0,0.0,0.0,1.0,1,66.270531,69.701334,3.4308029999999974,2.8216,3.4307000000000003,0.6091000000000002,3.0793,3.1394,0.060100000000000264,aeh,aeh,-1.0,1.0,0.0,"[0.0737, 0.1959, 0.3205, 0.4509, 2.8985000000000003, 3.0155000000000003, 3.1635, 3.2768, 3.3814]","[0.1211, 0.2426, 0.3678, 0.4991, 2.943, 3.0702000000000003, 3.2213000000000003, 3.3172, 3.4227000000000003]","[0.0206, 0.1529, 0.2614, 0.26180000000000003, 0.2627, 0.2647, 0.2649, 0.41, 0.5478000000000001, 0.6939000000000001, 2.6673, 2.7456, 2.8622, 2.8624, 3.1394]","[0.0046, 0.1391, 0.26130000000000003, 0.2616, 0.262, 0.26280000000000003, 0.26480000000000004, 0.3832, 0.5023, 0.6447, 0.7848, 2.7059, 2.8324000000000003, 2.8623000000000003, 3.0780000000000003]",20,1.0,0.0,0.0,1,0,0,1,0,0,/dev/ttyACM36,stage_training,Alexis,pv_nmdar_eranet,2AFC,Bpod6,910,36003,910,1.6.2,910_stage_training_20210602-174142,2021-06-02,17:41:51.759380,18:14:54.791109
