filename,ILD,EL0,EL1,EL2,EL3,EL4,EL5,EL6,EL7,EL8,EL9,EL10,ER0,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,ER10,max_vol,fs,cutoff,amp,dur,fn,normalize,n_frames,sigma,first_frame_0_ILD,save
baj,-8,64.93578111207134,61.35020099437994,61.08452219977139,59.05304653198418,61.426682441471215,60.24670425083575,63.22764488596091,59.602876547030434,60.05288791925379,61.325034319137835,61.89738912418261,64.93578111207134,67.48300146003922,70.11099488948939,69.17217601647941,68.76929822393532,70.81413601801987,68.21826751094277,69.43964536991281,68.8092081579244,70.10221431143006,70.76918740059834,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bak,-8,65.46005163665916,61.99308375360813,60.812414863599074,61.31073054687193,61.244529777602196,60.59991918948057,61.09712175408041,61.26318898546289,62.788907223553075,62.696350275398736,60.319121367064255,65.46005163665916,69.40937578216393,70.32396623413496,68.28026856507017,70.61040111657293,68.15193362991678,71.11545486092653,68.46881070775162,70.47168928855876,69.63679869014351,70.00380908621977,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bal,-8,65.4323113707533,61.90686042430315,61.49319539728389,59.339283847430885,60.15913314906637,61.08230049697894,63.48144135938923,62.52560382001878,63.19427272581384,62.888266583526786,62.87526949580183,65.4323113707533,68.47796153996035,68.87906452996916,69.67605025610355,69.79687123288355,69.61364607640031,67.23319521901634,68.94649600372956,69.65237996514881,70.25300407544883,68.93801321622084,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bam,-8,65.0892740418823,59.54359453928368,64.01062438301241,61.65218052117812,61.63165254581683,61.33546146031463,61.974988396260066,61.47400535494019,59.63375711523263,62.527220484902756,61.12149086888716,65.0892740418823,69.3631172410263,68.94791541652859,70.04740860359242,66.98010283000295,70.72111500450403,69.06366104113927,68.39152936160492,66.62358844344202,68.8880190493005,69.16146718703152,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
ban,-8,64.74520210977312,62.464225904131844,61.27029404068087,62.7213040715499,63.53697201407415,61.0737651385283,61.35928171990714,60.154241252684265,61.76172297925885,62.839931004040906,61.97611877188889,64.74520210977312,69.38141139798653,68.39282239161135,68.01080493218348,68.99434469068343,70.51776401066806,68.54604245112498,69.62828313251465,70.17084513343292,70.61522864473434,69.48473056085967,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bao,-8,65.71847003629291,61.760359179225354,61.26857388684781,62.20710697304028,61.52308941959653,62.411524800435224,60.255092704613624,59.893375601733545,61.23411138274395,60.85881939625805,59.71602096550788,65.71847003629291,70.32225441812155,69.93763031410732,68.96368696499705,67.2826396044187,68.02777072264509,69.06148599840998,68.45933248353755,69.12909443170601,71.46148857507256,70.54945586904958,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bap,-8,64.70279578062858,62.72155101410327,61.51079106066313,61.35010604459634,61.06078546718644,61.37964190280629,60.92264778469346,61.671263058733274,61.39151733672128,60.35047105049546,63.50416576049241,64.70279578062858,68.95449318593568,68.42859495913,67.93757668735404,69.18457715836402,69.54677630623272,71.88044678027548,69.88300194286357,69.93583991623407,69.09612977969883,68.48057382817576,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
baq,-8,65.83576772399843,61.980891836588434,60.83036170631724,60.21697035061553,59.80081568120853,60.92321752911013,61.21155508097418,61.60190477113303,61.0905967262425,60.7314253896484,60.70647726686695,65.83576772399843,70.37149326754884,69.05851470039828,68.50085321780684,71.75262247069897,68.51015034482096,70.65715108801389,69.33937568064502,68.53473247262276,71.11682452068133,68.76023737428588,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bar,-8,66.21844880174831,59.901824281833754,59.58011929824962,63.0558908537964,61.12853541110976,60.8251228632862,61.05087581727334,60.00010587398648,60.36197072388289,60.57386071900647,62.26990833820352,66.21844880174831,70.89185507771967,70.18158777900032,68.04379940294078,68.36709762774159,70.42627407538045,70.34299374868952,67.67811974876781,68.43983524746128,68.3877825282474,68.44533983722698,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bas,-8,66.17320182718758,60.24889388641674,60.92933815551767,60.95437314442167,60.58248040125449,62.30181691773389,60.07698867348944,61.33238085486294,59.492515014609424,61.27578997432479,61.30230385039569,66.17320182718758,70.14989617519103,68.45386903448387,70.50097958752079,69.57839399558075,69.60272045348555,70.38875417039111,70.89825827678014,67.80612662891474,69.39638707417629,68.1208531322784,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bat,-8,64.76930854259064,61.157843889083864,60.24815747792479,61.26301294797724,63.00189645948478,62.73838502908853,60.82574725976375,60.77272916508877,60.87921289375567,62.46800980984058,62.17733539185739,64.76930854259064,69.66691811838156,68.7156535214511,68.37259715997835,69.33332896692347,69.45879680929696,68.72975956527392,68.23275202537265,70.69246542159624,69.61339992566364,69.92738913136539,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bau,-8,65.65578405170872,60.46448865035798,60.85433643589817,61.23849979831282,61.53180036604021,61.972113326446234,61.86699026796337,59.963071833465186,62.93613898131851,62.48725149842919,61.05002879237364,65.65578405170872,69.06138969046518,69.58682196410969,70.02644475983331,68.96228475314481,69.02027003760642,70.32935028212833,71.08059192177214,71.63070855661525,69.73177807660596,67.4577151178074,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bav,-8,64.94583261262252,60.94714549801745,61.008361646529806,60.89952073302095,63.10106229512741,58.69765030103101,61.246168152383675,62.515131138073684,62.46289495467994,62.628583836829826,62.10439638323898,64.94583261262252,69.8118043974923,68.20140046421704,70.30964691700052,68.43840224030343,68.68422659350092,68.26671414479115,69.54585152429294,69.41022129606499,68.96413774608547,71.1287833636959,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
baw,-8,65.82940735385813,63.01088690462672,61.07491951374743,61.14702434837487,61.288663012437055,60.85252229106881,61.358922824209714,61.92996711305912,62.21307905400848,60.70982316288575,60.94903686150418,65.82940735385813,69.33913927211775,68.43383501175992,69.98001656346995,71.13950200216011,69.27132377344654,69.04459002447445,68.60203490270445,71.1201779436763,70.05001570525047,68.23215222199043,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bax,-8,65.03208945453655,61.899983887685245,60.5566770925976,59.88423756200233,59.898510159698134,59.34969252469532,60.924744081320334,60.051889412608304,60.61155747075316,61.73483661094016,59.66029273970438,65.03208945453655,69.6546638260619,70.05882174415729,69.99433806594874,69.23524303361164,69.23730096281629,70.64921409118935,69.77625194299274,68.51728397719408,66.98738741124981,70.60839930480118,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bay,-8,65.15512973974427,61.60657847950825,61.52729133142072,60.22567448786389,62.44993680048061,62.06572526607844,59.99066005590374,60.70867205559905,61.11382212741526,60.082004675503626,60.990671393488746,65.15512973974427,71.66410134573461,70.27811128359609,69.23141480792647,70.3900504795415,69.10684918947382,68.71609997546184,68.59167143750518,68.98934043883905,69.87979182841575,69.92103810745725,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
baz,-8,65.0656171823816,62.240443756354146,61.08558451454493,61.40120596354184,59.94325823930118,61.369138056121,61.219322292316846,61.84292441877518,59.85953917120689,64.42026473699283,60.96140607878081,65.0656171823816,68.8134629197316,70.92229258546928,70.12474165142287,70.3207152837161,69.53654697144432,69.03471304618616,69.95031033979826,70.44638339446159,70.67505048673576,68.24348460012133,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bba,-8,65.55035600756662,59.86208478948871,60.10528734076936,61.49931060929458,60.31059365467343,62.27749955988521,61.916833274839064,61.35968411040723,60.194095937566516,60.04068117786639,61.06828260183417,65.55035600756662,68.28170980263913,68.94012315906431,68.96359849544504,70.00060531783872,69.01053963544803,70.21402713802881,71.21645756516199,69.0360162201892,69.05964814811789,70.09703095962138,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbb,-8,64.2122999940367,59.99366006903572,63.39929468750389,61.40572434915838,61.56395035471879,60.47102041719376,60.276224545462135,60.77272825844935,62.14607305377861,60.94618774613909,60.998326101230965,64.2122999940367,68.20727692913208,68.02401079097837,69.39986694116276,69.11287766084267,69.66177825509031,68.8947467723245,67.38466770468723,68.59921582996131,68.56592063530742,69.53550515731949,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbc,-8,65.30098724334256,60.814339187694166,62.665143381610456,60.99108191178832,59.81177787643821,62.44383183703462,61.06450016636701,61.743534105657645,60.006343075674074,60.849880919922505,61.32460156387107,65.30098724334256,69.06204038814181,69.20080140049207,69.31256863562997,68.57888358764676,68.6193841846714,68.2765591136528,70.20564251673491,68.8754545799317,69.07806086634578,69.06904613666103,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbd,-8,65.4367353042399,61.089484371188725,61.79243718695152,59.67786885004915,61.00547255946893,60.53573805203532,61.691115323999604,60.90406382283407,59.274797121177684,61.339408382662846,61.66440457782621,65.4367353042399,67.78502335937628,70.92295527712204,70.21999767851304,70.13342937221937,68.70337599972646,68.06315747744387,69.79379177081455,68.95884307872693,68.84719715801317,68.51302354206658,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbe,-8,66.15978266897707,61.773213910430506,61.106989649427526,61.09934939996605,61.01687723647778,61.52024278438844,61.65499055243428,60.46280623345115,59.853955027315564,61.57764898939381,59.94789061600079,66.15978266897707,68.83455671450102,69.51447211510003,70.35997653684979,68.77052693197041,68.66140777909091,69.31069874862557,68.91699036610926,70.74747817724221,69.74225313638313,68.20677912050397,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbf,-8,65.24239758502378,62.37015923055887,61.48765540820024,61.84077112955057,60.204877537907684,61.291168965756555,62.13500031624848,61.73150208870705,60.33074850013077,62.45745571250968,60.994176192343936,65.24239758502378,70.48924054843995,69.542848451975,70.43777177816233,70.70429599388132,69.55981830477054,69.4583166708094,70.54220226450332,69.90277560535915,69.48424946520235,69.51053662790919,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbg,-8,64.81093294366093,60.705052885260514,62.28265767468835,60.921425987811624,62.11861262765119,60.128723119991456,62.99340845500378,62.33793423443387,60.963616327428454,59.89465003247538,61.4176429617053,64.81093294366093,70.02020891081399,68.80328399668866,69.13568843938104,70.28525377005327,70.2979655192217,71.0001379345146,69.00301236405217,68.83674420219408,70.39415484608604,70.65343387132086,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbh,-8,63.80237731594336,62.31523877218328,60.25874251899211,61.405649725042146,60.788920517468625,61.30324956952626,62.37134347784878,61.43152158360304,60.85967987550043,61.00587208582938,62.06781779424473,63.80237731594336,69.54562918063071,69.86142319135328,68.22845754231533,68.11086835732559,69.79253075208644,69.43921184034144,69.18527070956415,68.35400570289659,71.0638321875143,67.17428482731874,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbi,-8,65.18131299822306,62.402203679043275,62.25370164878844,61.21134043873018,62.355956586653704,61.508093861088845,60.0975491255576,60.307180951903675,61.461244043410275,60.33039362326145,61.31854541425783,65.18131299822306,67.12150345777647,69.79188981593992,69.30233196863404,70.40599217178699,69.54134132673227,68.8800392747187,69.85070502309958,69.76907965758427,70.3280998638776,68.35192595625557,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbj,-8,66.17814584928544,63.070945177185415,59.32576552787418,61.12982089036617,61.28067136916381,61.32344882255929,63.16548846877743,60.95356332001417,61.4042840283137,62.47211193155236,60.66210051315032,66.17814584928544,70.19065970872163,68.79262419218603,69.08144467485663,67.9120010069282,69.64311858963474,69.2542198122832,69.84370676595009,70.29660766713307,69.77890105217843,71.0479146199801,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbk,-8,65.42869154585202,58.90235901542485,62.980065925107425,60.90122929793157,61.20380528592873,61.572106865475625,61.42490299715106,61.21473785348931,60.60801356509112,61.48233919763417,62.18428285450409,65.42869154585202,69.91312793063005,69.13157042086303,69.3821608465386,69.81378364967999,70.08789383026385,68.52650460725843,69.18608478472679,68.98232886403333,68.96580172804256,68.16792044490192,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbl,-8,66.0366220624321,62.52049123723163,60.96361433159872,62.366569579141796,61.45179776620945,59.37939259873829,60.08122442566567,61.51114416228458,60.74139654783087,60.551992076050304,61.292779080844014,66.0366220624321,69.84662392962939,70.50183710817721,68.4157965941885,68.67740517803209,70.05911320178562,69.86869577428381,69.05390052474978,68.82542792849456,70.74302216837368,70.9166568026282,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbm,-8,64.85448663807148,62.28469636808891,59.43370517732601,61.72163448332837,63.22885150417561,62.15258301003903,60.52112327822473,61.270824919785866,62.06017155521781,62.70432507808696,61.65726314233965,64.85448663807148,69.31716359293713,69.06867497144313,70.25506483783289,69.37858785543611,70.29278233325883,68.05397551408704,70.0843838848211,68.14560727861102,71.7937453826655,68.68718394411886,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbn,-8,66.70396902926345,60.63656989498651,61.07542295571367,62.162185007030466,60.822546420815364,60.64339354845574,60.37849323557925,62.5135819844479,61.58522688417591,61.10095270741595,60.860268958292785,66.70396902926345,71.73453259336829,70.17508208818163,68.09008134088846,70.5714436926996,68.31421388191588,70.59134863345966,68.89192327945351,69.46004569407704,70.02406839281423,68.87196904466632,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbo,-8,64.36468811841131,61.64122541413495,60.54483887916761,62.45376293830836,61.10396421429439,60.8633094231604,61.52494492542697,59.61714180074727,60.810700747444855,62.957549184459715,63.42811254600244,64.36468811841131,71.33505558871278,69.54709749632956,69.24799121559816,68.5761932159347,67.9664932407192,70.03817939562366,71.46342941009215,67.80551345809793,69.82237236120902,68.97997337650094,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbp,-8,65.7282806220673,61.00832101719099,60.962667210127925,63.32440553735954,60.94849153066741,60.952229394685595,63.1465932833697,63.09936397574529,60.185577002537144,60.7779263721689,60.20032280246871,65.7282806220673,68.68897571645508,71.0650029315723,69.23327291597721,68.83346406182382,70.11514608013773,69.46507493998504,68.25121295448656,70.39611718920041,67.9147082760803,69.68210151567092,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbq,-8,66.04593647379303,60.83746932085283,61.911256115984536,61.723201131516035,60.94840689187681,61.478751197969444,61.88388696452656,61.53443802190265,62.823254559820676,61.80565560969988,62.71572963241548,66.04593647379303,69.94907899047551,67.7912656628275,70.57266505237224,70.1170987276785,68.70472828467351,69.15638435490983,70.83674453879746,69.40801301786847,69.31620549757903,69.62809007169275,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbr,-8,65.41212568322194,59.34280254686234,61.089135595724215,61.03242590150118,60.77829899434731,61.3553712083653,59.98199037541208,62.62814736422215,60.16438313214884,62.36498625877925,60.15361837215309,65.41212568322194,68.0156751667728,68.78744894505598,69.96306047484741,67.79658469179722,69.87915237850011,67.8836924786859,70.45527590470749,69.19874248672706,72.14272209333055,69.40607199317716,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbs,-8,65.16966745938927,62.31007832016294,61.43395745703331,61.110340567106434,61.41493406405797,61.885916141004614,62.11794477262176,63.049141919373476,61.438404728208944,59.46863159047571,62.491126156973486,65.16966745938927,68.88884217212751,68.11388037481224,70.85093738926409,69.17305218919792,67.37523616738828,69.25347028817622,68.5980864612179,70.41164999293443,71.91419150404144,69.80414515838024,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbt,-8,66.66070699841069,60.93517624062052,61.569306247362896,62.461600730757844,61.39815949208769,61.34338037565915,62.11283990498373,61.77384703665914,60.51525061170566,62.96886241341413,63.45897993089966,66.66070699841069,69.45799800982687,69.90473119504621,68.80739958616364,68.48618899639403,70.75957791004312,70.3136782761056,68.75096223371771,69.9098303144545,68.52718763989849,69.9432710025196,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbu,-8,65.99952798036435,61.09850320253493,62.53716072763016,63.0377765689265,59.99927115924849,61.81429828818838,61.60851545666953,61.47041236631492,61.56716999085465,61.35580725110984,61.69118161609499,65.99952798036435,68.76760416179489,70.65822565519582,67.27775021719503,68.5330801089961,69.67911541194303,68.40030497171894,71.86524036906438,67.86945455758905,67.52346678314419,68.82451290599603,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbv,-8,64.91924112699903,61.12288514507935,61.35773021180525,61.1949656239655,62.43873962739177,62.34285599853441,63.24238205706215,61.84138598279949,60.46155391145115,62.65511604572076,60.29256433158422,64.91924112699903,69.99069160141457,69.61843207884833,67.99361223164762,69.12698697940455,68.9393208965288,69.60672497770086,68.20339882762943,67.30172350617221,69.15384558781203,70.10887757557258,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbw,-8,64.16164773032894,60.63460602933535,64.00933431633486,62.91274936303568,62.313597542401745,60.916344911873026,60.340530662466364,61.05025850356905,60.98814197138793,60.9090175102404,60.84305886842761,64.16164773032894,68.24087845684973,70.71797503789932,69.46085630757361,69.1836435984073,68.25162131055889,69.45291059741352,69.16173460094255,68.32029688379268,69.84404815110689,70.28319264902375,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbx,-8,66.05584130788058,61.19203468167985,61.60664717633202,61.51224875463409,62.54477765015256,62.169701502130806,61.84640586443355,61.28846905375614,59.807447040737955,59.83936106695513,61.0226415113803,66.05584130788058,69.85171402776365,69.95964549515183,70.2026540886024,69.23838908716385,69.39820250594096,68.39999183253681,70.69057526798122,68.57077073894891,68.67975701340359,68.46274224877513,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bby,-8,65.80333372292276,62.36268433021449,61.862494410403166,60.39459856037946,59.7805797920828,61.59723285295066,60.38782611191693,62.67889571037497,62.26348730016858,61.78779902477219,61.98975796083522,65.80333372292276,69.54173445541652,68.71764079360624,71.23245009653773,68.91319900953312,69.96618852787957,67.11222657965062,69.31006231624673,69.7258934411302,69.81386036486204,68.79795752243824,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bbz,-8,65.22444219248726,61.90500482334829,60.80244784427619,61.3445985443097,61.13841609676768,59.79776992331439,61.05414521941076,60.05565772427107,61.99871426408392,61.280019773502104,61.70740595139905,65.22444219248726,69.64496783374388,70.10603188746076,70.88513759618057,68.16652927396454,67.26398179909155,68.37852438170218,70.46285702426164,69.80385584808111,68.96716873395388,71.396802970205,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bca,-8,65.68016403978504,60.89447059188269,60.97199868134954,63.155366680284004,60.43360057751183,62.81964922366454,60.26479192262892,59.79270925637208,60.84692077214763,61.216292178445734,62.36014246381307,65.68016403978504,69.14406707402978,69.1117978483574,69.29708205288271,69.21506870142599,68.64417541514752,69.13982000184245,68.08363290998064,67.83167958368396,68.94810131353758,68.96676309612296,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bcb,-8,65.9328420577468,60.05285355559568,60.93364670843098,61.746051712516916,62.43847426197808,61.438083387937674,61.28162794709126,63.139074620188865,61.4131401228891,60.86931535124713,60.851531574081726,65.9328420577468,69.86558127429873,70.13155483700166,69.0899421825009,69.67412866327518,69.1345999303775,68.82284539586009,69.24312576645197,70.67537535932746,70.16955534273498,70.33794725719532,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bcc,-8,65.66488974935825,63.95232798034806,63.22854296353319,61.2780580314258,60.20257561648425,62.85564468636681,61.587819409521366,59.41153884436296,63.71208658560677,60.205819392821894,63.58318264270278,65.66488974935825,70.06192068469772,69.27412702371228,70.9146467747983,69.20145995468388,68.60402209434268,68.2870170438806,67.94041825595717,68.93999380988313,68.19268684828025,69.91170137250295,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bcd,-8,64.86030823944938,60.710360507029286,60.92101496086426,61.64580792028676,60.604984692505056,60.62323873026692,61.460184024721066,61.438699642361655,61.40637419846933,61.75427014665612,59.71559584477838,64.86030823944938,69.56025057567813,70.19762099568229,69.33417194916868,70.79584094330889,70.92453822853575,71.02975289283759,70.54344758956184,68.59067785404996,70.00223923392554,68.713990090254,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bce,-8,65.90330614477917,59.16820850201568,60.06770144411003,60.84793412869298,61.30875156102876,61.07181591137844,60.10937226994335,60.51827504833994,61.907635749543886,61.38542543923553,61.01813715129033,65.90330614477917,67.91615009017444,69.45011883308388,67.57864164734558,69.63530334931986,70.06436043587765,69.42111805544046,70.24064441185368,70.0465557700562,69.53218773449754,69.69299099477651,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bcf,-8,66.16905343710724,61.62809632630876,60.94241419871604,62.65412909737055,62.68830997625043,61.22146450473752,62.16220078021917,61.43451767774374,61.297975015037146,60.53042377978078,61.06728803272871,66.16905343710724,69.88446969975901,70.9670814868542,70.46285408339696,69.68138190677512,67.85344299882787,70.32083201663416,69.0274575564572,69.2469104641081,68.77832783774284,69.96117969352669,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bcg,-8,65.22039413664233,61.20145228198235,60.56078723855691,61.526324501505506,59.661486027032176,61.74434188086736,63.46353036090318,60.493788956738506,60.824065977172914,61.26829727860476,59.91627541064768,65.22039413664233,68.09835904735812,68.24353209050888,69.79682823909964,69.62739999214496,68.89283152361982,67.62812361976582,69.87074040157802,70.52115108940073,70.31490383672326,69.13192141619592,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bch,-8,65.47769776433778,62.18847335008754,62.42524001306313,61.418999457206844,60.01990652331085,61.13746958019465,61.27861435964296,60.35976732628313,61.962835758468024,62.16295062223649,61.94340388169879,65.47769776433778,70.80667488011412,69.98266130585752,70.37929696624236,71.83269429610287,70.45405437183025,69.3527561863817,70.50919007709398,69.9092065940705,68.48776782623479,69.79541262628601,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bci,-8,65.55532864444771,58.17520236556311,61.67918641107025,60.3870367142682,60.472342972509765,59.982642029761685,61.84451359940838,60.231321381182525,60.57917433111777,60.9596260929303,59.89890979541907,65.55532864444771,69.41535978662634,70.18340926678583,69.58386131471292,70.10749703107662,70.45182776649261,68.51302644020319,68.74753960359591,68.7471827847865,69.51859758733023,69.04831253561403,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bcj,-8,67.45794309998769,60.02313223766055,60.65694556519729,61.05514027734132,61.615553335364815,60.73128577335034,61.78001665813347,60.437343767574916,61.21911109084744,62.35584023966142,60.55117730970588,67.45794309998769,71.1191750788492,69.86400182367488,66.2356576614734,69.74361609388069,69.12210016035189,67.28178103149193,70.42602374506723,71.1966119511412,68.73525253149853,70.38488220761539,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
bck,-8,66.00385574375326,61.83353081810794,61.41913837547726,60.764077917654646,61.40657644102277,62.228965248908224,58.31831042943935,59.69729696699943,62.22084627333136,60.39175546614344,62.418691746897075,66.00385574375326,70.0920580343146,69.02490963197447,69.0279197551588,68.69120370875045,69.26233184061655,68.75333639488979,70.03030856610043,68.61666690664103,67.40408707367675,67.96697910852255,70,44100,"[2000, 20000]",1,1,10000,True,11,1,True,True
