filename,ILD,EL0,EL1,EL2,EL3,EL4,EL5,EL6,EL7,EL8,EL9,ER0,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,max_vol,fs,cutoff,amp,dur,fn,normalize,n_frames,sigma,save
baj,-10,67.57882395331403,69.8321738222901,66.95427826279186,67.63620898164653,67.88547539467132,68.81568944124263,68.21552501438852,68.74850852928104,69.36005946362746,69.64901942517601,56.75227645850258,58.828398803645385,56.56736013204317,56.82689043766234,57.011829403039314,57.858067118657466,58.34285491649826,58.591653491652714,57.10743840247355,58.658691718217774,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bak,-10,68.33607560326632,66.76059020127886,68.64270488983388,68.38208147254052,67.44557502183157,67.7193743036492,67.27946803920379,70.90082808623363,68.74868148792147,67.83284647579092,57.6417447559696,58.85108433807393,57.787457685218065,57.609179791804564,57.2566225881907,58.12872565150842,57.422591393745044,56.49538804134373,56.496282263122865,58.66793098123439,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bal,-10,68.26700218013919,66.93503483095697,67.68115294756376,67.14031380007603,68.73526366897912,67.71179975301654,69.1661032252387,68.9629519052777,67.69431851485048,69.80254570158374,56.70498006044322,60.35968964905239,59.47512071972853,57.75863946867017,57.99279673032426,58.46958518606415,58.57396488063246,59.24630869514223,56.78109605012969,57.40122165636672,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bam,-10,67.48685402509659,68.79762821121673,69.41120438687011,67.77890557141819,67.70377986922051,67.11156357132053,69.2294356717265,68.78284794670034,67.8303144654961,67.91903369036467,56.490732319822044,58.20410006686999,57.760120296031495,58.63741700782625,58.117692477566315,57.793997763587726,58.87816863526699,58.17961497155459,59.02820547682593,57.00128699967675,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
ban,-10,67.81353639429452,65.34238468767091,68.47684787807155,67.04438367515496,67.62187496319473,67.09491280548579,66.31032771176885,67.61617825768548,71.00989844282273,67.99489987949423,58.24487202543757,59.356024661078244,58.98357390249804,57.78726231262279,58.01767962832673,57.36291205770298,60.24972908139513,58.11076057119935,57.90647254163808,57.87454872088961,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bao,-10,67.17874212125243,70.41459273414938,66.64107423214243,67.79087036734636,67.22821338112047,68.13069551076208,68.68599014303409,68.32228558206909,67.95889539452102,67.98840179827728,57.15326317683383,58.522551527356214,56.71215949514163,56.842684235327674,57.93756550783455,58.22902856214941,58.58894286100675,57.55353438549028,56.51514096705521,57.26403026970313,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bap,-10,67.08254994323286,68.08801343755707,68.42479051668039,66.77569367946495,66.69998288250106,66.80159163242581,69.21242382019953,70.0813223339284,67.29183777799737,68.38058085729332,58.48506806333751,56.845617973804934,58.712334370157,57.662356499472935,58.269920397639495,57.70121010332046,59.284138741488285,56.43922779693654,58.02118140172889,56.937836346126254,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
baq,-10,67.07801250867887,68.32011154213106,69.1558784859529,67.35114324929053,68.30692561223879,68.92597369442417,68.35139773039491,67.82015902201735,66.6243869484283,67.77344858003751,58.60539369181085,58.549621819812614,56.29410271793851,57.261832226217955,58.545783362448276,56.492704979568394,58.96519516613311,55.939646353251064,60.2660612668513,55.668151336687096,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bar,-10,67.98570678422087,64.55073522890831,66.88397640419161,68.52679043668267,67.4264027904105,66.70252109889711,70.25588556365351,70.04493662295785,69.01287646309892,68.39515532216502,58.861604992422784,58.239728900393025,60.137237817344406,59.84994852116432,56.32634505381004,57.72442492099674,58.3035450867832,57.58531830412202,57.584973429740494,56.331001950745446,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bas,-10,65.93935147043493,69.17837217871856,68.0577536717284,68.98935177583401,66.38356397886649,69.25600932386729,67.83791349157069,66.64433148834527,68.90504564389622,69.21228656446002,57.300727981145414,57.85023187690437,55.752615386579784,57.4069713579641,56.52028559003355,57.503797102971184,57.1992972717811,57.4940304985609,57.34477366336551,57.512759329798435,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bat,-10,68.36062920217586,66.93634481555104,67.61658500386179,68.18882424404019,69.01921522055751,68.70103799000033,68.83187963238309,67.65982981524805,65.75121552650033,68.50130333610694,57.75033069378229,57.80478011298771,56.67055795157667,57.14539123917029,58.321143894122855,57.87203887733443,56.8422473939021,55.741466429463976,56.401763368759354,56.85064310561461,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bau,-10,68.55126831016453,68.37224203892166,66.45093684961093,68.87045357420534,68.64388465249519,69.8025089588852,69.50600270669311,67.694057653578,67.64787797663796,67.07843116144325,57.707285899683704,60.20394934880418,57.69198116035552,57.31528566660671,58.88059283336187,56.78460030040778,58.51519181498322,58.98932575923149,57.64607422148922,57.30295996261989,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bav,-10,67.77617417595437,68.81500189420989,68.92120503831244,67.15316837898193,66.70319464269724,67.87204179275528,67.33298265445835,66.62890096468739,67.77124444572345,67.25792768874446,57.58362297121728,58.75159859139722,57.788114570265854,57.92797422510194,55.86010670739778,58.121824688752774,56.870690006549,57.52740025613885,57.59182530216839,58.34767234412148,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
baw,-10,66.39451079297004,68.62916896694561,65.95072146169306,67.39684091173321,67.31727677301839,70.44306699907777,66.7479244397025,66.94391770974026,67.89945657779313,67.35341978702428,58.87063418026365,58.65605917535883,57.843435013001994,58.46580430684764,57.10824766070185,57.88015863887343,58.69845258584366,58.71644422685139,59.10940683311254,56.778941730421344,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bax,-10,67.75619018682058,67.70824870534487,66.7604418366345,67.18961063365836,69.29354355213316,66.59787179744487,69.83335203456282,66.91450287579539,68.59285477284111,66.46272112276175,56.537066316156114,55.94099250877686,58.48122233093564,56.96970581569879,58.070134418191394,57.36019088874579,59.75483692056907,59.19219517299704,58.03728125055148,56.246381414906324,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bay,-10,67.67155601424287,67.88078611619416,69.72832283068543,67.36078309210954,68.50715634501657,69.57808989296687,67.10119337380442,66.13612632191526,67.70428383640163,68.65156702845124,58.429041461919994,58.148330794008906,57.718247998206536,57.09911102620979,56.30606527068882,59.9858156824166,58.79772236859194,57.95219496973935,57.72640065460724,59.19827898622934,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
baz,-10,68.55204024078834,66.82017324047465,67.29604950743318,67.15288286021647,69.15320679497664,68.70332872729516,66.75765000000003,68.93617864629597,68.56666433624815,69.43937969278907,56.87787720950507,56.99461783401239,56.641379523404254,59.587760051433115,58.2914719203449,58.33373847041678,57.352105330055025,58.02770935239235,56.97921353321114,57.96023910498701,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bba,-10,67.8627031195008,68.61313962263856,67.34081832661235,67.25094837211282,68.51855695940364,67.38214996816447,66.52891171563573,67.64610853489411,68.20219549538056,66.837972556842,58.47084700475973,57.118981199774254,56.34107767772622,59.18862863645934,57.86960393133536,57.42072159773887,58.398029704327925,55.79309691802703,56.816209487054955,58.594035779767545,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbb,-10,69.37103021203528,66.65493902752408,68.67315741319261,69.01724460161006,67.36657560494834,68.5797982021721,69.56812519616811,68.87427899737621,66.68558518949479,68.16827946509508,58.09050914708807,59.16522142389369,57.373804986335344,58.106791249376066,57.718359508986886,55.89360489086112,58.25181404235797,58.307908125952956,56.7233170316574,57.73021416905488,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbc,-10,66.97786258742754,67.67887885743282,69.03396562458865,65.82499950115617,67.27286366680208,68.50197492516192,69.10576406809433,69.00840512884918,68.51160113161815,65.90089870361831,58.10363190411213,59.46328465001994,58.229841918573065,58.177942913468605,57.19660174244552,56.0954298419649,56.95034992587758,58.33602319961688,59.74682269538333,57.991703529636155,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbd,-10,67.81204719805986,69.59084587960054,66.6221083045495,68.33794895343419,70.0227517222246,69.10738298982618,66.56570982944962,67.106958923143,68.16409878154259,66.45660465119197,58.15659315020035,58.48222930504478,57.025398747134226,58.7056249704999,58.3053995770817,57.00925857393751,59.10951940345067,57.81221802208114,59.564522602470035,59.79831190420867,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbe,-10,68.28860935525034,69.06983054714213,66.3349296617792,70.54301315498186,69.38265319414121,67.52533810018593,67.16232119807893,67.85430990107699,68.46975734706274,68.5996024129187,57.25555425739349,57.109847030453274,58.216210144233706,57.182788110000594,59.65716626172415,58.41671208688506,57.43121205013009,57.16651966643895,58.188029607201145,58.10197449047117,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbf,-10,68.9651945259818,66.71714015656568,69.70351360718102,67.21662318197447,67.9496714729657,66.78854767842249,68.42223631728277,67.6840828437467,67.7688645142955,68.30402323439534,58.371984049754225,57.49654827145657,58.55021144825334,56.662736024922935,59.982908498765276,56.218633467140634,59.7789537517305,58.36862705985465,57.20369957980958,56.70644726575946,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbg,-10,68.56487311368971,67.53897405985333,65.78448304360985,66.78723924925369,68.5131175432924,68.12180890637444,67.01295695262012,67.0013294557371,68.48960150927661,68.26126909126295,56.65166186560778,59.28710369149346,56.955181631326205,58.479546231060965,59.188073089192095,56.61061388137173,59.0364791494419,56.65552149891917,58.878954464408295,59.13929136665756,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbh,-10,67.29472116244466,67.8421627110866,69.25798003360742,69.10570427098952,67.23236293464714,69.10777169609887,67.51287888865176,66.46169556603864,67.15274678571126,69.12948182555915,58.355770878326005,56.24130075291743,57.88851715512549,58.2019008983362,56.910972873986346,58.269555578623574,57.21415654028907,57.456280513165524,55.97628902467848,59.024072764103344,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbi,-10,68.10222598521875,68.01344423733623,67.73543688563196,67.66943928942376,68.00222113074838,67.46730006718926,67.80325444806192,67.12794902243549,67.5517483082086,67.74182355845035,59.41686220419886,57.660240367826454,59.06418210606923,58.76264969266346,57.83202227349411,58.256239321782076,57.59265931566362,59.852622774033215,58.962326315832776,59.51899230897765,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbj,-10,68.61268030375396,69.98136017855593,67.63913822743051,68.98623524052842,70.66426865368776,68.86921202081237,69.0093017633709,67.54559272790482,67.22024853532129,68.09886229786288,58.085530958758156,56.96997168416665,58.37913515358991,59.93912924739415,57.656762802627924,57.675397478830995,57.832168612498855,58.221720074007514,59.17848573607913,59.59476103549514,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbk,-10,67.30301538184733,66.51235451199892,67.66145753455865,66.80796898792124,67.67267013523245,67.44835429028397,68.44364406296441,69.17552149934609,65.79226479862692,68.94321397749201,58.04174912235179,57.8355149727776,58.61694912798738,57.17354178787824,59.15856082253958,58.154502582230684,59.91871399319478,58.959283985159615,58.28331281823454,56.3759977461936,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbl,-10,68.07520977028612,69.34673351483514,67.83247119873471,68.97419033613365,66.85403940593096,64.75855028401793,67.74744949782502,68.69392317918074,68.51533993619064,67.25123553097225,57.7839748819906,58.21221402237039,57.98130912240494,57.89006632838558,59.39354215734175,58.97703169188268,59.49379836503321,57.681629230959814,57.09005318869363,57.29326876695985,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbm,-10,68.21784830687349,69.09044146715415,67.90269582629504,67.3779990032429,69.1610763381997,66.32076370291135,67.77390478068689,68.63821381133623,67.43719860923305,67.74562740260882,58.983724201070395,58.719280826835174,55.41820603712976,56.9076730972034,58.97492782360564,58.57043717241692,59.314517100788365,56.68246077793889,57.7548997204021,56.712139403425674,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbn,-10,67.86270890424736,67.96991417927335,66.98830495097792,67.38697282635245,68.4387147949017,68.52486567739125,69.08445355695973,67.93285987160911,66.78558471907866,68.92977490357188,56.92488313647726,57.755700584138545,57.44933168580861,57.947246157636435,57.866344981907616,59.0603322404618,58.55863332633374,58.807994113356855,57.25293921168875,56.36901620813201,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbo,-10,68.24718787453763,67.50077922429854,66.1546736987955,66.54360420220544,68.5489372041408,69.5243240241164,67.88068738847497,67.9068051695582,67.70337219379705,67.79134844040205,56.00609306394106,59.27981043238915,57.58501725721153,58.628027907162924,56.89714331398144,56.55244159270514,57.82223695982964,57.7422396051281,59.7353011473611,57.417493620065365,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbp,-10,67.58193095211621,67.87337825502786,67.6593868729283,67.81779592909461,68.55787603503656,67.73469818140454,66.31616347990175,66.67340490171179,66.46215860090122,68.03136551893813,58.06579552948594,56.195381951178376,58.15590703192936,57.45795613763158,58.3438729402469,58.30980410249494,58.53082000920021,56.8487656393334,57.77514172927451,59.22735239087822,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbq,-10,67.95137796222353,68.39949297936985,67.02803264343824,68.37568989422522,69.19947433137294,69.25594448004786,65.94584125787904,67.44516832267293,68.93173712210685,67.92902451575101,57.692594334115775,56.754078365564745,57.30231824507846,58.14825385537221,58.11828494664072,59.92749611942778,58.112202485174805,58.845194468860434,58.103175579809644,57.95919730437512,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbr,-10,66.4766358735229,70.2128388097626,69.47659388508187,68.0753220236276,67.69541743177463,67.17171645050558,69.17999678021974,68.08387621836107,68.35718226788313,67.4863199808808,57.55214898346353,58.073760025368735,55.17142069338534,57.47630751113001,57.63914825918826,58.98779515606205,58.05481332285441,58.9722925386054,56.68101984192885,56.217598520620776,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbs,-10,65.79973028730977,67.58610540982042,67.96197131073713,68.60330688436777,68.0988067805868,66.41541361327097,68.407844108473,68.5385390259045,68.9403129803639,67.2839501438207,57.93574054026703,57.76541311036153,57.5831637998685,58.550028893752994,57.24245811161704,58.28727979929897,57.30601574846064,59.24617745130871,57.91746945602978,58.58450829466571,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbt,-10,67.76956813553974,67.54636877123045,66.29162178357653,70.42485689964633,68.58525937639314,68.10204993697016,67.85976895506843,66.74407253254664,68.85180725774337,69.00854564127026,59.14701557580485,58.748588976274604,58.00550960340607,57.93283535803608,58.84654608272662,57.03165791113992,58.563272971040924,57.70146950106664,58.145473761947535,57.17572346035463,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbu,-10,69.12103496354617,67.26252062608776,68.1195211963194,66.89808957221962,68.53185180025999,69.41717080658424,66.26404257222613,66.75876191223206,67.35094433665999,66.40513221129086,57.742967817436416,57.57729590908105,58.015851126594534,58.619185068853,58.58972400703363,59.53878343531683,58.66466376007222,57.14017433626385,57.92821952104352,57.60781828543682,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbv,-10,69.07350562960715,68.23928873240155,67.33576694685934,68.56104821255013,67.7170707582778,68.06243433501135,69.55858161269167,69.7704740212511,66.65473217715693,68.75864666896193,57.76988430423111,58.19790254242538,56.57141085929077,58.12574600636236,59.17416514827325,57.70686806834689,58.465161996489535,57.176114455097505,56.994071065895774,59.71651441370035,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbw,-10,68.01172798087802,67.46539773936088,67.7821005989621,69.06681290410059,67.70064946014908,66.86679283649809,67.96472285186717,68.34446279307733,67.00299831044774,67.47261210417237,57.86919548558548,58.91418817564412,60.45031028536876,58.91774692281464,56.07309309344418,54.841274134760496,56.60561527612683,59.5865453970616,57.438495003720725,55.62546733197848,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbx,-10,69.11251001290474,68.06604023244566,67.79086429149511,68.52932236308965,68.7689660285435,66.58134984536045,68.74822932780194,67.90472205370389,66.23791770522995,67.2691069589809,57.21222915349326,57.26451276638237,58.71363921415557,59.82649674950409,57.65319499602887,58.111904177430546,57.381879723246364,58.54096007929208,56.64153236437117,57.09601458544083,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bby,-10,69.68635478493084,68.7934783907246,65.70412418449425,66.5931359799061,68.56326072459332,67.29215243180198,66.93238486574788,66.49132441355411,66.05900793709803,67.94915456516668,57.166496281341885,59.45714093010843,57.090847069541645,57.83145963827162,57.706628012206146,59.053760723848775,56.7554266574144,57.86990222392421,56.46228650439736,56.75897109464061,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bbz,-10,67.9754389757869,67.1873845451039,67.94743369785043,68.78932265860212,68.31125560290867,67.20077002139944,68.78432689955646,67.47016784988111,68.47436047199656,69.75584288453175,57.82274669046401,58.01161395638604,56.75034340460478,57.54036629058239,57.523585911485654,56.79482998297309,60.17387862530649,60.00554042357234,58.493523458439185,57.40586234464591,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bca,-10,68.43284036204108,66.88343323499234,69.63371123227395,68.15343316345637,68.67539804690425,69.35563354870612,68.10430240246737,67.33978590116483,67.72742644380054,66.99537066344385,59.45360077412734,59.32465918997025,57.02792982915847,59.191281328625486,57.63979100505697,59.61827963403453,58.417991558532755,57.93551799813185,58.34934611420001,56.95637379062671,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bcb,-10,66.36375259054228,67.77181070418423,67.12956247007534,66.75914550813324,67.46513340816986,68.05841528319414,68.1909623480383,68.14008271017504,67.70713616427963,68.2376909460675,58.51650936412717,58.10087682602749,57.5879110251085,56.311079085598095,57.29549048320065,56.01840539882677,57.997995248426925,56.422731278381654,60.28250421847658,58.036488898408884,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bcc,-10,67.97950690057213,67.55840275031869,69.37230728641042,68.26960398128446,67.61389036003311,66.8621455807063,68.08848535849144,66.96304234442782,68.30415933456378,68.2796726167663,57.8190200817035,59.20471229226097,57.71551794096573,57.49713512906432,58.19803780080346,59.11302034794029,59.5987851425091,58.68870877964774,59.19713838810382,57.56634728227639,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bcd,-10,68.26935864030621,67.46994707590575,70.3148704561846,67.12595029846332,66.79993254978939,68.26939891752096,68.18269488395332,68.15187485611783,67.07654809755003,67.54160242438739,57.47128495571204,57.72815316596099,58.332669054158295,58.729703600121695,57.24886973845812,57.81534304778431,58.03190153224834,56.768340220493705,57.166265576105204,58.832239823011044,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bce,-10,67.01933508375537,68.41412464757293,68.50763695995701,66.73798861787168,69.62798596798162,68.10339084712669,67.55766888650584,66.20388853756492,69.27730556769393,65.99540268217346,58.36114863416466,58.001086942136794,56.19294709833608,59.456564372634155,58.450274303315894,58.84227860618385,58.51038958273825,57.04914719775604,60.0111047575714,58.23564296790243,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bcf,-10,67.37003881475418,67.88681984306696,69.63394148711848,68.41865648933067,67.03807635010911,67.45347681700098,66.92784621084971,68.65859977775004,68.57110034531141,68.82609484602861,57.446610135228894,58.581969012233074,56.36987905982454,57.7783970124864,58.74107819051106,59.330369306410645,56.97955367676686,59.692455399837286,57.96106456073107,57.49506080096226,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bcg,-10,69.1814940798798,67.19361143479135,67.18145356772544,69.86108280615403,66.65855903106403,69.62595686499284,67.11336302644301,68.86275140486059,66.90819876996562,68.86141078537972,59.10834273237585,57.56472500184197,57.32331657309071,58.008439003334935,56.989770540371474,58.579626736732855,57.90658100426725,59.76651931029022,58.374394336937634,58.73358409752779,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bch,-10,68.26642778305289,67.98904456486197,67.93299464434398,67.60620799025229,66.9379817182884,69.83317389623151,68.54961352766846,67.49100633508502,68.26081870468272,68.4667001423649,58.36431734165223,58.09424819301514,58.50587281073077,57.24065525724086,57.72572901196486,57.90559146842258,58.86177616620616,56.25329288254724,57.581021147198584,57.31312940935917,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bci,-10,66.46215964007439,67.5903737971348,67.78913430831888,68.54116359046381,68.3389341182162,66.85459050017225,68.51357383777606,67.24499281785614,67.40335591599285,67.44365133445007,58.10685319951232,58.59310039353414,57.416393790801685,57.789452242606714,56.98754445701036,56.86185223318948,56.48693819606206,59.18145798153453,56.63749504686573,58.22397857133698,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bcj,-10,67.93430268084985,66.9770377666551,67.15794450951398,69.35731010408813,67.7679566997058,69.2519146237221,68.54485725888952,67.30480156900774,68.01812266386507,67.69391644161186,58.048916034307204,56.79415733905397,57.70308709169974,58.042415107298076,58.03959301077118,56.53288323308998,58.320516286128495,57.695615706339865,57.76938516301511,60.75118472381561,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bck,-10,69.91775250349022,68.51406271639621,67.90605358118718,67.46679448334291,68.16886892684607,68.2674024026765,67.35832243106316,67.77216129378411,69.66163878603936,67.5319422029729,58.966117429037276,57.829351347168156,58.63406611193677,57.9405273113828,57.89876750055244,58.40125087296372,57.45698953166298,55.94249672422592,59.48582445326449,57.782466996639144,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bcl,-10,67.03160630208636,66.24049450242886,67.72812197647671,68.14976066630605,68.49184373795073,67.80196250134014,70.10568910871292,68.82625431717845,67.75436897848435,67.06576969069339,57.688575356833105,56.966252293962405,58.20985496170889,60.24826606264799,58.80842519341746,58.905137705257864,55.59060453474028,58.51027941176071,58.04527501104492,56.46317966071351,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bcm,-10,67.51867531147718,68.25342956785906,69.61139868713278,66.4433484154467,67.95407796446318,66.46423407878807,69.00247808018243,68.74621830796195,67.50059515078333,67.24649768897567,59.789785539071644,58.1353595505106,58.97336930080962,58.47116011200756,58.64578870085818,57.943391628382756,58.69815573906994,58.33142813315378,57.59800584365637,57.12393627092578,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bcn,-10,68.78434973629217,69.28420442202317,68.3648649384589,65.00207963547473,68.82667220123639,67.51161502393778,67.49884220599294,67.03503637250309,67.38700373625932,67.51034857246879,58.143488602822906,58.384702300546344,56.69088839132542,59.65598135058817,56.207725014008176,57.98820212375797,59.51171890149046,58.25818266007471,58.52423903297932,57.65639506779809,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bco,-10,67.65340305988735,66.14904681850463,66.29462195284623,67.88364825557589,67.06391754369865,68.59260070197007,67.32584053807606,67.60747857873456,68.07636816266239,67.38389141940125,56.754312012799595,59.04184209765585,58.24971888282412,57.077399855308435,59.16874695141842,56.051360972377864,59.43493120229458,57.17808384300453,57.852973105344745,56.50381542471076,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bcp,-10,67.96641053569584,67.89159326434614,67.75293017597681,66.9055335746661,68.00810318361108,67.3030550741508,67.4209308406351,69.61395054087203,67.77809490856349,70.5334548744937,59.560972366577474,57.53527884299186,57.10422746291768,56.97802145523953,56.093034815427885,57.520379690632076,58.13553315880973,58.61080904239522,59.02576496689169,58.37654799035476,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
bcq,-10,69.22271977070874,64.74248920465857,68.20240765823927,67.79000881878375,66.59441035603878,67.56424123286163,68.19829202721168,68.50809094243704,68.97103897610329,66.8113758337079,58.230460195349075,56.35962652340557,57.90737014549457,58.032880013052534,57.55456730540153,57.30542290315056,58.727221960665496,57.444452420562726,58.24817889635294,57.63307190352681,70,44100,"[2000, 20000]",1,1,10000,True,10,1,False
