Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,State,StateLabel,p0,p1,p2,Weights
10,1,0.0,0,1,0,,0.0,1.0,0.0,1.0,1,93.723711,104.331713,10.608002,3.3206,4.6080000000000005,1.2874000000000003,4.4884,4.5985000000000005,0.1101,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.5985000000000005, 5.601500000000001, 6.589, 6.8533, 7.2133]","[4.6112, 5.6081, 6.626200000000001, 6.906000000000001, 7.2868]","[4.7019, 4.811, 4.9109, 5.0316, 5.159800000000001, 5.294700000000001, 5.4356, 5.5795]","[4.7382, 4.8489, 4.9552000000000005, 5.0824, 5.205, 5.3604, 5.4907, 5.6265]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,0,engaged,0.08306182762683673,0.8249509889116672,0.09198718346150866,[[ 2.73483014 -0.44909646]]
11,1,0.0,1,0,0,,1.0,0.0,1.0,0.0,1,104.343311,113.05511299999999,8.711802000000006,3.3206,4.3301,1.0094999999999996,4.4884,4.7035,0.2150999999999996,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.7035, 4.813400000000001, 4.9225, 5.0429, 5.1661, 5.2995, 5.4288, 5.569100000000001, 5.7233, 5.8781]","[4.7426, 4.847700000000001, 4.961600000000001, 5.089, 5.2146, 5.351, 5.4854, 5.6248000000000005, 5.786700000000001, 5.935700000000001]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,1,left bias,0.20765301423599403,0.39129275770592964,0.4010542280580839,[[ 1.64013449 -2.10974749]]
12,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,113.06941100000002,121.676813,8.607401999999992,3.3206,4.3301,1.0094999999999996,4.4884,4.5991,0.1106999999999995,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.5991, 4.702500000000001, 4.804, 4.9234, 5.0357, 5.1648000000000005, 5.2967, 5.4522, 5.5864, 5.7273000000000005, 5.8677, 5.9991, 6.1479]","[4.6157, 4.7294, 4.8391, 4.965800000000001, 5.0782, 5.2171, 5.3541, 5.4968, 5.6372, 5.776000000000001, 5.9205000000000005, 6.0534, 6.2007]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.38389936973980676,0.2575578773847508,0.35854275287544907,[[0.89794506 1.41303717]]
13,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,121.689311,130.366313,8.677001999999987,3.3181000000000003,4.3276,1.0095,4.4859,4.6687,0.1828000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6687, 4.6858, 4.688400000000001, 4.7845, 4.8842, 5.0014, 5.1163, 5.239800000000001, 5.3744000000000005, 5.500900000000001, 5.629300000000001, 5.7622, 5.9004, 6.0364]","[4.6845, 4.687600000000001, 4.7091, 4.8176000000000005, 4.9255, 5.0449, 5.1634, 5.2956, 5.4285000000000005, 5.5505, 5.684200000000001, 5.812600000000001, 5.939, 6.0637]",[],[],0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.5697343390056026,0.22817337748088806,0.20209228351352063,[[0.89794506 1.41303717]]
14,0,1.0,1,0,0,,1.0,1.0,0.0,1.0,1,130.377611,139.04241299999998,8.664802000000009,3.3181000000000003,4.3276,1.0095,4.4859,4.6565,0.1706000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6565, 4.7602, 4.875, 4.9916, 5.1147, 5.2424, 5.3832]","[4.6967, 4.8068, 4.9245, 5.0475, 5.1681, 5.2939, 5.4305]","[5.5339, 5.6447, 5.762300000000001, 5.890000000000001, 6.0031, 6.1219, 6.2518, 6.389200000000001]","[5.5721, 5.689, 5.815, 5.935700000000001, 6.0494, 6.1713000000000005, 6.302300000000001, 6.443300000000001]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.6525689957228096,0.17347323142995008,0.17395777284724995,[[0.89794506 1.41303717]]
15,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,139.054911,147.744613,8.689701999999983,3.3206,4.3301,1.0094999999999996,4.4884,4.6814,0.1929999999999996,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6814, 4.7904, 4.8912, 5.0002, 5.1233, 5.256600000000001, 5.4032, 5.5415, 5.7028, 5.862500000000001, 6.004, 6.1528]","[4.7184, 4.8243, 4.9351, 5.0467, 5.1785000000000005, 5.309200000000001, 5.4487000000000005, 5.590400000000001, 5.7452000000000005, 5.895700000000001, 6.0577000000000005, 6.2054]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.6974822688932293,0.06436340830049518,0.23815432280626583,[[0.89794506 1.41303717]]
16,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,147.757111,156.44231399999998,8.685203000000001,3.3206,4.3301,1.0094999999999996,4.4884,4.6769,0.1884999999999994,iaa,iaa,1,,0,0,1,1,70.0,70.0,[6.4332],[6.4411000000000005],"[4.6769, 4.7874, 4.8944, 5.003900000000001, 5.114, 5.2334000000000005, 5.3518, 5.4708000000000006, 5.6009, 5.7384, 5.8745, 6.0065, 6.1341, 6.2702, 6.4167000000000005]","[4.7135, 4.8167, 4.929600000000001, 5.042, 5.1555, 5.2761000000000005, 5.3962, 5.520300000000001, 5.655, 5.7826, 5.915, 6.0514, 6.179200000000001, 6.297700000000001, 6.442900000000001]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.7488810367123728,0.025064409400673806,0.22605455388695164,[[0.89794506 1.41303717]]
17,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,156.455711,165.134413,8.678701999999987,3.3206,4.3301,1.0094999999999996,4.4884,4.6704,0.1819999999999995,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6704, 4.7782, 4.8781, 4.9945, 5.1080000000000005, 5.2232, 5.3448, 5.472, 5.6032, 5.7258, 5.8702000000000005, 6.0224, 6.1534, 6.280600000000001, 6.423500000000001]","[4.7062, 4.8083, 4.9168, 5.0337000000000005, 5.148000000000001, 5.2679, 5.3933, 5.5234000000000005, 5.6482, 5.7795000000000005, 5.9229, 6.064900000000001, 6.2049, 6.332400000000001, 6.4534]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.8001852275211615,0.011328027591204838,0.18848674488762146,[[0.89794506 1.41303717]]
18,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,165.14601100000002,173.78131299999998,8.635302000000024,3.3206,4.3301,1.0094999999999996,4.4884,4.627,0.1385999999999994,iaa,iaa,1,,0,0,1,1,70.0,70.0,[5.6253],[5.6387],"[4.627, 4.6344, 4.734, 4.8312, 4.9381, 5.0453, 5.1738, 5.3211, 5.4476, 5.6242]","[4.6313, 4.6462, 4.7655, 4.8702000000000005, 4.9843, 5.0942, 5.2269000000000005, 5.3699, 5.4973, 5.6346]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.8491389507305134,0.007045810716275122,0.14381523855321515,[[0.89794506 1.41303717]]
19,1,1.0,1,0,0,,1.0,1.0,1.0,1.0,1,173.79341100000002,182.47401299999999,8.680602000000023,3.3206,4.3301,1.0094999999999996,4.4884,4.6723,0.1838999999999995,iaa,iaa,1,,0,0,1,1,70.0,70.0,[5.9196],[5.9453000000000005],"[4.6723, 4.786700000000001, 4.8861, 5.0013000000000005, 5.1135, 5.2269000000000005, 5.348800000000001, 5.4857000000000005, 5.634, 5.921600000000001, 6.034400000000001, 6.149100000000001, 6.301200000000001]","[4.701700000000001, 4.816800000000001, 4.9228000000000005, 5.0426, 5.1584, 5.277, 5.405, 5.5467, 5.6845, 5.9394, 6.0791, 6.201700000000001, 6.3406]",0.0083,0.0083,20,1,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.8951829700967688,0.006797749073693866,0.09801928082952706,[[0.89794506 1.41303717]]
20,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,182.487111,191.121613,8.634501999999998,3.3181000000000003,4.3276,1.0095,4.4776,4.6262,0.1486,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6262, 4.7217, 4.8202, 4.9314, 5.0399, 5.159, 5.2746, 5.3943, 5.514, 5.6432, 5.796600000000001, 5.9388000000000005, 6.058400000000001]","[4.6611, 4.7544, 4.8635, 4.9684, 5.0854, 5.2037, 5.3171, 5.4394, 5.5627, 5.7023, 5.831300000000001, 5.9768, 6.103400000000001]",[],[],0.0083,0.0083,20,0,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.9384162249483065,0.009633281772544437,0.05195049327914716,[[0.89794506 1.41303717]]
21,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,191.133611,199.755213,8.621601999999996,3.3206,4.3301,1.0094999999999996,4.4801,4.6133000000000015,0.1332000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.613300000000001, 4.6235, 4.7039, 4.8045, 4.9045000000000005, 5.0195, 5.1422, 5.2731, 5.4107, 5.5442, 5.679200000000001, 5.8228, 5.9596, 6.092700000000001, 6.230300000000001]","[4.6216, 4.6254, 4.7316, 4.837000000000001, 4.9484, 5.0673, 5.1901, 5.3265, 5.4636000000000005, 5.5983, 5.736000000000001, 5.8758, 6.006, 6.1371, 6.2792]",0.0083,0.0083,20,0,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.9529519860593108,0.009026532968743306,0.03802148097193295,[[0.89794506 1.41303717]]
22,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,199.773511,208.44031299999997,8.66680199999999,3.3181000000000003,4.3276,1.0095,4.4776,4.6585,0.1809000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6585, 4.7638, 4.8764, 4.9955, 5.1208, 5.2487, 5.385400000000001]","[4.6995000000000005, 4.8068, 4.9241, 5.046, 5.1801, 5.3047, 5.4349]","[5.5262, 5.6394, 5.7656, 5.891100000000001, 6.0346, 6.1679, 6.3068]","[5.563400000000001, 5.685300000000001, 5.8116, 5.9462, 6.0872, 6.2212000000000005, 6.3613]",0.0083,0.0083,20,0,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.967603527212072,0.011083241989205348,0.02131323079871192,[[0.89794506 1.41303717]]
23,1,0.0,1,0,0,,1.0,1.0,1.0,0.0,1,208.45601100000002,217.09211299999998,8.636102000000022,3.3206,4.3301,1.0094999999999996,4.4801,4.6278000000000015,0.1477000000000004,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.627800000000001, 4.713, 4.8291, 4.941, 5.0628, 5.1849, 5.3216, 5.4606]","[4.637700000000001, 4.7517000000000005, 4.8684, 4.9828, 5.1106, 5.238300000000001, 5.3766, 5.514200000000001]",0.0083,0.0083,20,0,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.9716102902750171,0.01098195423984428,0.017407755485125777,[[0.89794506 1.41303717]]
24,0,0.0,1,0,0,,1.0,1.0,0.0,0.0,1,217.10471099999998,225.816113,8.711401999999993,3.3181000000000003,4.3276,1.0095,4.4776,4.7031,0.2255000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7031, 4.8163, 4.9246, 5.0461, 5.1719, 5.2884, 5.4123, 5.5414, 5.6676, 5.7919, 5.945200000000001, 6.0747]","[4.7437000000000005, 4.851500000000001, 4.970400000000001, 5.0932, 5.2211, 5.3367, 5.465400000000001, 5.601500000000001, 5.721900000000001, 5.8493, 5.9748, 6.1092]",[],[],0.0083,0.0083,20,0,0.5,2.0,0.5,3,4,1,0,0,1,1,0,0,0.05,,,,,,,,,/dev/ttyACM35,stage_training_v2,Alexis,pv_nmdar_eranet,2AFC_2,Bpod5,325,36010,325,1.6.2,325_stage_training_v2_20220210-102753,2022-02-10,10:28:02.158864,11:53:51.779258,2,right bias,0.9765977972855542,0.013256147442248163,0.01014605527219691,[[0.89794506 1.41303717]]
