Dates,DoW,Subject,Board,Trials,TrialsLeft,TrialsRight,Hits,HitsLeft,HitsRight,HitsRep,HitsAlt,Errors,ErrorsLeft,ErrorsRight,Performance,PerformanceLeft,PerformanceRight,Responses,ResponsesLeft,ResponsesRight,Repetitions,Alternations,Accuracy,AccuracyLeft,AccuracyRight,AccuracyRep,AccuracyAlt,Misses,MissesLeft,MissesRight,MissRate,MissRateLeft,MissRateRight,Rewards,RewardsLeft,RewardsRight,Water,WaterLeft,WaterRight,Stage,SoundsMismatch,NoSound,MessageCount
2022-02-01,1,329,['Bpod5'],432,223,209,409,215,194,203,204,13,2,11,0.9467592592592593,0.9641255605381166,0.9282296650717703,422,217,205,207,215,0.9691943127962085,0.9907834101382489,0.9463414634146341,0.9806763285024155,0.9488372093023256,10,6,4,0.023148148148148147,0.026905829596412557,0.019138755980861243,409,215,194,1022.5,537.5,485.0,3.0,0,0,0
2022-02-02,2,329,['Bpod7'],299,135,164,216,72,144,138,68,56,50,6,0.7224080267558528,0.5333333333333333,0.8780487804878049,272,122,150,146,125,0.7941176470588235,0.5901639344262295,0.96,0.9452054794520548,0.544,27,13,14,0.0903010033444816,0.0962962962962963,0.08536585365853659,216,72,144,540.0,180.0,360.0,3.0,11,0,0
2022-02-03,3,329,['Bpod5'],552,273,279,506,244,262,260,244,46,29,17,0.9166666666666666,0.8937728937728938,0.9390681003584229,552,273,279,268,282,0.9166666666666666,0.8937728937728938,0.9390681003584229,0.9701492537313433,0.8652482269503546,0,0,0,0.0,0.0,0.0,506,244,262,1265.0,610.0,655.0,3.0,0,0,0
2022-02-04,4,329,['Bpod5'],477,211,266,421,191,230,215,202,46,18,28,0.8825995807127882,0.9052132701421801,0.8646616541353384,467,209,258,224,243,0.9014989293361885,0.9138755980861244,0.8914728682170543,0.9598214285714286,0.831275720164609,10,2,8,0.020964360587002098,0.009478672985781991,0.03007518796992481,421,191,230,1052.5,477.5,575.0,3.0,0,0,0
2022-02-07,0,329,['Bpod5'],408,231,177,220,126,94,137,73,165,93,72,0.5392156862745098,0.5454545454545454,0.5310734463276836,385,219,166,184,198,0.5714285714285714,0.5753424657534246,0.5662650602409639,0.7445652173913043,0.3686868686868687,23,12,11,0.056372549019607844,0.05194805194805195,0.062146892655367235,220,126,94,550.0,315.0,235.0,3.0,0,0,0
2022-02-09,2,329,['Bpod5'],277,150,127,168,95,73,113,55,109,55,54,0.6064981949458483,0.6333333333333333,0.5748031496062992,277,150,127,129,147,0.6064981949458483,0.6333333333333333,0.5748031496062992,0.875968992248062,0.3741496598639456,0,0,0,0.0,0.0,0.0,168,95,73,420.0,237.5,182.5,3.0,0,0,0
2022-02-10,3,329,['Bpod5'],471,226,245,361,164,197,208,152,110,62,48,0.7664543524416136,0.7256637168141593,0.8040816326530612,471,226,245,231,239,0.7664543524416136,0.7256637168141593,0.8040816326530612,0.9004329004329005,0.6359832635983264,0,0,0,0.0,0.0,0.0,361,164,197,902.5,410.0,492.5,3.0,0,0,0
2022-02-11,4,329,['Bpod5'],402,200,202,323,174,149,177,144,76,25,51,0.8034825870646766,0.87,0.7376237623762376,399,199,200,185,213,0.8095238095238095,0.8743718592964824,0.745,0.9567567567567568,0.676056338028169,3,1,2,0.007462686567164179,0.005,0.009900990099009901,323,174,149,807.5,435.0,372.5,3.0,0,0,0
2022-02-14,0,329,['Bpod5'],322,159,163,222,122,100,134,84,96,33,63,0.6894409937888198,0.7672955974842768,0.6134969325153374,318,155,163,172,144,0.6981132075471698,0.7870967741935484,0.6134969325153374,0.7790697674418605,0.5833333333333334,4,4,0,0.012422360248447204,0.025157232704402517,0.0,222,122,100,555.0,305.0,250.0,3.0,0,0,0
2022-02-15,1,329,['Bpod5'],442,223,219,274,156,118,169,99,154,62,92,0.6199095022624435,0.6995515695067265,0.5388127853881278,428,218,210,199,227,0.6401869158878505,0.7155963302752294,0.5619047619047619,0.8492462311557789,0.43612334801762115,14,5,9,0.03167420814479638,0.02242152466367713,0.0410958904109589,274,156,118,685.0,390.0,295.0,3.0,0,0,0
2022-02-16,2,329,['Bpod5'],440,220,220,358,152,206,219,138,82,68,14,0.8136363636363636,0.6909090909090909,0.9363636363636364,440,220,220,233,206,0.8136363636363636,0.6909090909090909,0.9363636363636364,0.9399141630901288,0.6699029126213593,0,0,0,0.0,0.0,0.0,358,152,206,895.0,380.0,515.0,3.0,0,0,0
2022-02-21,0,329,['Bpod5'],759,363,396,485,272,213,295,182,258,89,169,0.6389986824769434,0.7493112947658402,0.5378787878787878,743,361,382,370,370,0.6527590847913862,0.7534626038781164,0.5575916230366492,0.7972972972972973,0.4918918918918919,16,2,14,0.021080368906455864,0.005509641873278237,0.03535353535353535,485,272,213,1212.5,680.0,532.5,2.0,0,0,0
2022-02-22,1,329,['Bpod5'],598,317,281,470,241,229,251,217,123,74,49,0.7859531772575251,0.7602523659305994,0.8149466192170819,593,315,278,295,297,0.7925801011804384,0.765079365079365,0.8237410071942446,0.8508474576271187,0.7306397306397306,5,2,3,0.008361204013377926,0.006309148264984227,0.010676156583629894,470,241,229,1175.0,602.5,572.5,4.0,0,0,0
2022-02-23,2,329,['Bpod5'],572,287,285,483,251,232,279,203,89,36,53,0.8444055944055944,0.8745644599303136,0.8140350877192982,572,287,285,298,273,0.8444055944055944,0.8745644599303136,0.8140350877192982,0.9362416107382551,0.7435897435897436,0,0,0,0.0,0.0,0.0,483,251,232,1207.5,627.5,580.0,4.0,0,0,0
2022-02-24,3,329,['Bpod5'],382,213,169,330,180,150,181,147,49,31,18,0.8638743455497382,0.8450704225352113,0.8875739644970414,379,211,168,198,180,0.8707124010554089,0.8530805687203792,0.8928571428571429,0.9141414141414141,0.8166666666666667,3,2,1,0.007853403141361256,0.009389671361502348,0.005917159763313609,330,180,150,825.0,450.0,375.0,4.0,0,0,0
2022-02-25,4,329,['Bpod5'],544,263,281,462,220,242,248,213,79,42,37,0.8492647058823529,0.8365019011406845,0.8612099644128114,541,262,279,268,273,0.8539741219963032,0.8396946564885496,0.8673835125448028,0.9253731343283582,0.7802197802197802,3,1,2,0.0055147058823529415,0.0038022813688212928,0.0071174377224199285,462,220,242,1155.0,550.0,605.0,4.0,0,0,0
2022-02-28,0,329,['Bpod5'],473,237,236,397,201,196,227,165,73,34,39,0.8393234672304439,0.8481012658227848,0.8305084745762712,470,235,235,245,223,0.8446808510638298,0.8553191489361702,0.8340425531914893,0.926530612244898,0.7399103139013453,3,2,1,0.006342494714587738,0.008438818565400843,0.00423728813559322,397,201,196,992.5,502.5,490.0,4.0,0,0,0
2022-03-01,1,329,['Bpod5'],487,226,261,405,187,218,216,186,75,38,37,0.8316221765913757,0.827433628318584,0.8352490421455939,480,225,255,236,242,0.84375,0.8311111111111111,0.8549019607843137,0.9152542372881356,0.768595041322314,7,1,6,0.014373716632443531,0.004424778761061947,0.022988505747126436,405,187,218,1012.5,467.5,545.0,4.0,0,0,0
2022-03-02,2,329,['Bpod5'],493,248,245,384,189,195,212,170,105,57,48,0.7789046653144016,0.7620967741935484,0.7959183673469388,489,246,243,237,251,0.7852760736196319,0.7682926829268293,0.8024691358024691,0.8945147679324894,0.6772908366533864,4,2,2,0.008113590263691683,0.008064516129032258,0.00816326530612245,384,189,195,960.0,472.5,487.5,4.0,0,0,0
2022-03-03,3,329,['Bpod5'],271,128,143,220,98,122,126,93,51,30,21,0.8118081180811808,0.765625,0.8531468531468531,271,128,143,134,136,0.8118081180811808,0.765625,0.8531468531468531,0.9402985074626866,0.6838235294117647,0,0,0,0.0,0.0,0.0,220,98,122,550.0,245.0,305.0,4.0,0,0,0
2022-03-04,4,329,['Bpod5'],500,250,250,447,222,225,250,197,53,28,25,0.894,0.888,0.9,500,250,250,262,237,0.894,0.888,0.9,0.9541984732824428,0.8312236286919831,0,0,0,0.0,0.0,0.0,447,222,225,1117.5,555.0,562.5,4.0,0,0,0
2022-03-07,0,329,['Bpod5'],507,254,253,420,217,203,241,177,79,33,46,0.8284023668639053,0.8543307086614174,0.8023715415019763,499,250,249,265,234,0.8416833667334669,0.868,0.8152610441767069,0.909433962264151,0.7564102564102564,8,4,4,0.015779092702169626,0.015748031496062992,0.015810276679841896,420,217,203,1050.0,542.5,507.5,4.0,0,0,0
2022-03-08,1,329,['Bpod5'],349,172,177,294,151,143,150,143,55,21,34,0.8424068767908309,0.877906976744186,0.807909604519774,349,172,177,168,180,0.8424068767908309,0.877906976744186,0.807909604519774,0.8928571428571429,0.7944444444444444,0,0,0,0.0,0.0,0.0,294,151,143,735.0,377.5,357.5,4.0,0,0,0
2022-03-09,2,329,['Bpod5'],450,240,210,372,187,185,201,170,77,52,25,0.8266666666666667,0.7791666666666667,0.8809523809523809,449,239,210,220,228,0.8285077951002228,0.7824267782426778,0.8809523809523809,0.9136363636363637,0.7456140350877193,1,1,0,0.0022222222222222222,0.004166666666666667,0.0,372,187,185,930.0,467.5,462.5,4.0,0,0,0
2022-03-10,3,329,['Bpod5'],604,314,290,499,252,247,243,255,105,62,43,0.8261589403973509,0.802547770700637,0.8517241379310345,604,314,290,275,328,0.8261589403973509,0.802547770700637,0.8517241379310345,0.8836363636363637,0.7774390243902439,0,0,0,0.0,0.0,0.0,499,252,247,1247.5,630.0,617.5,4.0,0,0,0
2022-03-11,4,329,['Bpod5'],434,215,219,349,165,184,195,153,85,50,35,0.804147465437788,0.7674418604651163,0.8401826484018264,434,215,219,240,193,0.804147465437788,0.7674418604651163,0.8401826484018264,0.8125,0.7927461139896373,0,0,0,0.0,0.0,0.0,349,165,184,872.5,412.5,460.0,4.0,0,0,0
2022-03-15,1,329,['Bpod5'],345,195,150,187,66,121,114,66,141,117,24,0.5420289855072464,0.3384615384615385,0.8066666666666666,328,183,145,157,171,0.5701219512195121,0.36065573770491804,0.8344827586206897,0.7261146496815286,0.38596491228070173,17,12,5,0.04927536231884058,0.06153846153846154,0.03333333333333333,187,66,121,467.5,165.0,302.5,4.0,0,0,0
2022-03-16,2,329,['Bpod5'],318,142,176,191,117,74,114,65,99,17,82,0.60062893081761,0.823943661971831,0.42045454545454547,290,134,156,145,144,0.6586206896551724,0.8731343283582089,0.47435897435897434,0.7862068965517242,0.4513888888888889,28,8,20,0.0880503144654088,0.056338028169014086,0.11363636363636363,191,117,74,477.5,292.5,185.0,4.0,0,0,0
2022-03-17,3,329,['Bpod5'],341,190,151,278,161,117,151,123,50,25,25,0.8152492668621701,0.8473684210526315,0.7748344370860927,328,186,142,172,156,0.8475609756097561,0.8655913978494624,0.823943661971831,0.877906976744186,0.7884615384615384,13,4,9,0.03812316715542522,0.021052631578947368,0.059602649006622516,278,161,117,695.0,402.5,292.5,4.0,0,0,0
2022-03-18,4,329,['Bpod5'],486,262,224,392,232,160,213,178,93,30,63,0.8065843621399177,0.8854961832061069,0.7142857142857143,485,262,223,240,244,0.8082474226804124,0.8854961832061069,0.7174887892376681,0.8875,0.7295081967213115,1,0,1,0.00205761316872428,0.0,0.004464285714285714,392,232,160,980.0,580.0,400.0,4.0,0,0,0
2022-03-21,0,329,['Bpod5'],423,207,216,317,170,147,184,130,93,32,61,0.7494089834515366,0.821256038647343,0.6805555555555556,410,202,208,214,195,0.7731707317073171,0.8415841584158416,0.7067307692307693,0.8598130841121495,0.6666666666666666,13,5,8,0.030732860520094562,0.024154589371980676,0.037037037037037035,317,170,147,792.5,425.0,367.5,4.0,0,0,0
2022-03-22,1,329,['Bpod5'],263,130,133,196,102,94,107,88,58,25,33,0.7452471482889734,0.7846153846153846,0.706766917293233,254,127,127,128,126,0.7716535433070866,0.8031496062992126,0.7401574803149606,0.8359375,0.6984126984126984,9,3,6,0.034220532319391636,0.023076923076923078,0.045112781954887216,196,102,94,490.0,255.0,235.0,4.0,0,0,0
2022-03-23,2,329,['Bpod5'],484,232,252,380,183,197,202,177,94,45,49,0.7851239669421488,0.7887931034482759,0.7817460317460317,474,228,246,230,244,0.8016877637130801,0.8026315789473685,0.8008130081300813,0.8782608695652174,0.7254098360655737,10,4,6,0.02066115702479339,0.017241379310344827,0.023809523809523808,380,183,197,950.0,457.5,492.5,4.0,0,0,0
2022-03-24,3,329,['Bpod5'],429,239,190,317,154,163,172,137,100,78,22,0.7389277389277389,0.6443514644351465,0.8578947368421053,417,232,185,190,226,0.7601918465227818,0.6637931034482759,0.8810810810810811,0.9052631578947369,0.6061946902654868,12,7,5,0.027972027972027972,0.029288702928870293,0.02631578947368421,317,154,163,792.5,385.0,407.5,4.0,0,0,0
2022-03-25,4,329,['Bpod5'],443,214,229,374,192,182,195,177,60,19,41,0.8442437923250564,0.897196261682243,0.7947598253275109,434,211,223,217,216,0.8617511520737328,0.909952606635071,0.8161434977578476,0.8986175115207373,0.8194444444444444,9,3,6,0.020316027088036117,0.014018691588785047,0.026200873362445413,374,192,182,935.0,480.0,455.0,4.0,0,0,0
2022-03-28,0,329,['Bpod5'],374,187,187,206,168,38,172,28,161,17,144,0.5508021390374331,0.8983957219251337,0.20320855614973263,367,185,182,195,171,0.5613079019073569,0.9081081081081082,0.2087912087912088,0.882051282051282,0.16374269005847952,7,2,5,0.01871657754010695,0.0106951871657754,0.026737967914438502,206,168,38,515.0,420.0,95.0,4.0,0,0,0
2022-03-29,1,329,['Bpod5'],254,134,120,197,120,77,101,89,45,9,36,0.7755905511811023,0.8955223880597015,0.6416666666666667,242,129,113,112,130,0.8140495867768595,0.9302325581395349,0.6814159292035398,0.9017857142857143,0.6846153846153846,12,5,7,0.047244094488188976,0.03731343283582089,0.058333333333333334,197,120,77,492.5,300.0,192.5,4.0,0,0,0
2022-03-30,2,329,['Bpod5'],307,172,135,208,145,63,141,66,88,23,65,0.6775244299674267,0.8430232558139535,0.4666666666666667,296,168,128,158,138,0.7027027027027027,0.8630952380952381,0.4921875,0.8924050632911392,0.4782608695652174,11,4,7,0.035830618892508145,0.023255813953488372,0.05185185185185185,208,145,63,520.0,362.5,157.5,4.0,0,0,0
2022-03-31,3,329,['Bpod5'],321,153,168,238,99,139,134,90,55,35,20,0.7414330218068536,0.6470588235294118,0.8273809523809523,293,134,159,152,141,0.8122866894197952,0.7388059701492538,0.8742138364779874,0.881578947368421,0.6382978723404256,28,19,9,0.08722741433021806,0.12418300653594772,0.05357142857142857,238,99,139,595.0,247.5,347.5,4.0,0,0,0
2022-04-01,4,329,['Bpod5'],357,170,187,266,138,128,141,120,79,25,54,0.7450980392156863,0.8117647058823529,0.6844919786096256,345,163,182,169,176,0.7710144927536232,0.8466257668711656,0.7032967032967034,0.834319526627219,0.6818181818181818,12,7,5,0.03361344537815126,0.041176470588235294,0.026737967914438502,266,138,128,665.0,345.0,320.0,4.0,0,0,0
2022-04-04,0,329,['Bpod5'],434,235,199,287,171,116,171,110,130,55,75,0.6612903225806451,0.7276595744680852,0.5829145728643216,417,226,191,207,210,0.6882494004796164,0.7566371681415929,0.6073298429319371,0.8260869565217391,0.5238095238095238,17,9,8,0.03917050691244239,0.03829787234042553,0.04020100502512563,287,171,116,717.5,427.5,290.0,4.0,0,0,0
2022-04-05,1,329,['Bpod5'],384,196,188,195,178,17,161,27,174,12,162,0.5078125,0.9081632653061225,0.09042553191489362,369,190,179,184,185,0.5284552845528455,0.9368421052631579,0.09497206703910614,0.875,0.14594594594594595,15,6,9,0.0390625,0.030612244897959183,0.047872340425531915,195,178,17,487.5,445.0,42.5,4.0,0,0,0
2022-04-06,2,329,['Bpod5'],320,162,158,248,145,103,150,96,62,14,48,0.775,0.8950617283950617,0.6518987341772152,310,159,151,167,143,0.8,0.9119496855345912,0.6821192052980133,0.8982035928143712,0.6713286713286714,10,3,7,0.03125,0.018518518518518517,0.04430379746835443,248,145,103,620.0,362.5,257.5,4.0,0,0,0
2022-04-07,3,329,['Bpod5'],422,203,219,260,182,78,172,83,148,18,130,0.6161137440758294,0.896551724137931,0.3561643835616438,408,200,208,206,202,0.6372549019607843,0.91,0.375,0.8349514563106796,0.41089108910891087,14,3,11,0.03317535545023697,0.014778325123152709,0.0502283105022831,260,182,78,650.0,455.0,195.0,4.0,0,0,0
2022-04-08,4,329,['Bpod5'],360,202,158,298,178,120,172,124,53,19,34,0.8277777777777777,0.8811881188118812,0.759493670886076,351,197,154,184,167,0.8490028490028491,0.9035532994923858,0.7792207792207793,0.9347826086956522,0.7425149700598802,9,5,4,0.025,0.024752475247524754,0.02531645569620253,298,178,120,745.0,445.0,300.0,4.0,0,0,0
