Dates,DoW,Subject,Board,Trials,TrialsLeft,TrialsRight,Hits,HitsLeft,HitsRight,HitsRep,HitsAlt,Errors,ErrorsLeft,ErrorsRight,Performance,PerformanceLeft,PerformanceRight,Responses,ResponsesLeft,ResponsesRight,Repetitions,Alternations,Accuracy,AccuracyLeft,AccuracyRight,AccMaxEvi,LateralBias,AccuracyRep,AccuracyAlt,RepBias,Misses,MissesLeft,MissesRight,MissRate,MissRateLeft,MissRateRight,Rewards,RewardsLeft,RewardsRight,Water,WaterLeft,WaterRight,Stage,SoundsMismatch,NoSound,MessageCount
2022-02-09,2,332,['Bpod8'],505,270,235,380,183,197,193,173,102,76,26,0.7524752475247525,0.6777777777777778,0.8382978723404255,482,259,223,216,266,0.7883817427385892,0.7065637065637066,0.8834080717488789,0.7883817427385892,0.17684436518517233,0.8935185185185185,0.650375939849624,0.24314257866889444,23,11,12,0.04554455445544554,0.040740740740740744,0.05106382978723404,380,183,197,950.0,457.5,492.5,3,0,0,0
2022-02-10,3,332,['Bpod8'],488,259,229,390,217,173,219,162,81,34,47,0.7991803278688525,0.8378378378378378,0.7554585152838428,471,251,220,232,238,0.8280254777070064,0.8645418326693227,0.7863636363636364,0.8280254777070064,-0.07817819630568634,0.9439655172413793,0.680672268907563,0.2632932483338163,17,8,9,0.03483606557377049,0.03088803088803089,0.039301310043668124,390,217,173,975.0,542.5,432.5,3,0,0,0
2022-02-11,4,332,['Bpod8'],477,248,229,412,200,212,226,180,54,44,10,0.8637316561844863,0.8064516129032258,0.925764192139738,466,244,222,237,228,0.8841201716738197,0.819672131147541,0.954954954954955,0.8841201716738197,0.13528282380741397,0.9535864978902954,0.7894736842105263,0.16411281367976904,11,4,7,0.023060796645702306,0.016129032258064516,0.03056768558951965,412,200,212,1030.0,500.0,530.0,3,0,0,0
2022-02-14,0,332,['Bpod8'],521,267,254,312,184,128,194,116,209,83,126,0.5988483685220729,0.6891385767790262,0.5039370078740157,521,267,254,256,259,0.5988483685220729,0.6891385767790262,0.5039370078740157,0.5988483685220729,-0.1852015689050105,0.7578125,0.44787644787644787,0.30993605212355213,0,0,0,0.0,0.0,0.0,312,184,128,780.0,460.0,320.0,3,0,0,0
2022-02-15,1,332,['Bpod8'],322,143,179,290,127,163,160,129,32,16,16,0.9006211180124224,0.8881118881118881,0.9106145251396648,322,143,179,168,153,0.9006211180124224,0.8881118881118881,0.9106145251396648,0.922077922077922,0.022502637027776662,0.9523809523809523,0.8431372549019608,0.10924369747899154,0,0,0,0.0,0.0,0.0,290,127,163,725.0,317.5,407.5,4,0,0,0
2022-02-16,2,332,['Bpod8'],483,251,232,416,219,197,224,185,50,28,22,0.8612836438923396,0.8725099601593626,0.8491379310344828,466,247,219,242,224,0.8927038626609443,0.8866396761133604,0.8995433789954338,0.9080459770114943,0.012903702882073431,0.9256198347107438,0.8258928571428571,0.09972697756788673,17,4,13,0.035196687370600416,0.01593625498007968,0.05603448275862069,416,219,197,1040.0,547.5,492.5,4,0,0,0
2022-02-21,0,332,['Bpod8'],380,185,195,318,155,163,176,138,35,19,16,0.8368421052631579,0.8378378378378378,0.8358974358974359,353,174,179,190,162,0.9008498583569405,0.8908045977011494,0.9106145251396648,0.9216300940438872,0.019809927438515396,0.9263157894736842,0.8518518518518519,0.07446393762183234,27,11,16,0.07105263157894737,0.05945945945945946,0.08205128205128205,318,155,163,795.0,387.5,407.5,4,0,0,0
2022-02-22,1,332,['Bpod8'],505,246,259,419,219,200,228,187,74,19,55,0.8297029702970297,0.8902439024390244,0.7722007722007722,493,238,255,242,251,0.8498985801217038,0.9201680672268907,0.7843137254901961,0.8858447488584474,-0.13585434173669464,0.9421487603305785,0.7450199203187251,0.19712884001185338,12,8,4,0.023762376237623763,0.032520325203252036,0.015444015444015444,419,219,200,1047.5,547.5,500.0,4,0,0,0
2022-02-23,2,332,['Bpod8'],567,284,283,519,259,260,261,253,37,21,16,0.9153439153439153,0.9119718309859155,0.9187279151943463,556,280,276,276,280,0.9334532374100719,0.925,0.9420289855072463,0.9560878243512974,0.017028985507246297,0.9456521739130435,0.9035714285714286,0.04208074534161488,11,4,7,0.019400352733686066,0.014084507042253521,0.024734982332155476,519,259,260,1297.5,647.5,650.0,4,0,0,0
2022-02-24,3,332,['Bpod8'],505,264,241,395,206,189,194,199,101,54,47,0.7821782178217822,0.7803030303030303,0.7842323651452282,496,260,236,236,260,0.7963709677419355,0.7923076923076923,0.8008474576271186,0.8389423076923077,0.008539765319426351,0.8220338983050848,0.7653846153846153,0.056649282920469446,9,4,5,0.01782178217821782,0.015151515151515152,0.02074688796680498,395,206,189,987.5,515.0,472.5,4,0,0,0
2022-02-25,4,332,['Bpod8'],533,273,260,480,262,218,254,221,41,6,35,0.900562851782364,0.9597069597069597,0.8384615384615385,521,268,253,270,251,0.9213051823416507,0.9776119402985075,0.8616600790513834,0.9550561797752809,-0.11595186124712409,0.9407407407407408,0.8804780876494024,0.06026265309133838,12,5,7,0.0225140712945591,0.018315018315018316,0.026923076923076925,480,262,218,1200.0,655.0,545.0,4,0,0,0
2022-02-28,0,332,['Bpod8'],399,192,207,346,172,174,183,158,36,12,24,0.8671679197994987,0.8958333333333334,0.8405797101449275,382,184,198,197,185,0.9057591623036649,0.9347826086956522,0.8787878787878788,0.9367088607594937,-0.05599472990777343,0.9289340101522843,0.8540540540540541,0.07487995609823017,17,8,9,0.042606516290726815,0.041666666666666664,0.043478260869565216,346,172,174,865.0,430.0,435.0,4,0,0,0
2022-03-01,1,332,['Bpod8'],520,233,287,471,208,263,221,245,36,18,18,0.9057692307692308,0.8927038626609443,0.9163763066202091,507,226,281,233,274,0.9289940828402367,0.9203539823008849,0.9359430604982206,0.9685990338164251,0.015589078197335682,0.9484978540772532,0.8941605839416058,0.054337270135647375,13,7,6,0.025,0.030042918454935622,0.020905923344947737,471,208,263,1177.5,520.0,657.5,4,0,0,0
2022-03-02,2,332,['Bpod8'],497,239,258,460,223,237,233,224,30,15,15,0.9255533199195171,0.9330543933054394,0.9186046511627907,490,238,252,244,245,0.9387755102040817,0.9369747899159664,0.9404761904761905,0.9893899204244032,0.003501400560224077,0.9549180327868853,0.9142857142857143,0.040632318501170994,7,1,6,0.014084507042253521,0.0041841004184100415,0.023255813953488372,460,223,237,1150.0,557.5,592.5,4,0,0,0
2022-03-03,3,332,['Bpod8'],566,285,281,509,245,264,269,236,50,35,15,0.8992932862190812,0.8596491228070176,0.9395017793594306,559,280,279,289,269,0.9105545617173524,0.875,0.946236559139785,0.9559902200488998,0.071236559139785,0.9307958477508651,0.8773234200743495,0.05347242767651561,7,5,2,0.012367491166077738,0.017543859649122806,0.0071174377224199285,509,245,264,1272.5,612.5,660.0,4,0,0,0
2022-03-04,4,332,['Bpod8'],324,168,156,286,142,144,144,140,32,23,9,0.8827160493827161,0.8452380952380952,0.9230769230769231,318,165,153,158,159,0.89937106918239,0.8606060606060606,0.9411764705882353,0.9587155963302753,0.08057040998217468,0.9113924050632911,0.8805031446540881,0.030889260409203034,6,3,3,0.018518518518518517,0.017857142857142856,0.019230769230769232,286,142,144,715.0,355.0,360.0,4,0,0,0
2022-03-07,0,332,['Bpod8'],470,247,223,410,201,209,196,211,48,40,8,0.8723404255319149,0.8137651821862348,0.9372197309417041,458,241,217,223,235,0.8951965065502183,0.8340248962655602,0.9631336405529954,0.9728813559322034,0.12910874428743524,0.8789237668161435,0.8978723404255319,-0.018948573609388397,12,6,6,0.02553191489361702,0.024291497975708502,0.026905829596412557,410,201,209,1025.0,502.5,522.5,4,0,0,0
2022-03-08,1,332,['Bpod8'],560,280,280,504,248,256,260,238,42,23,19,0.9,0.8857142857142857,0.9142857142857143,546,271,275,279,267,0.9230769230769231,0.915129151291513,0.9309090909090909,0.9624664879356568,0.015779939617577954,0.931899641577061,0.8913857677902621,0.040513873786798826,14,9,5,0.025,0.03214285714285714,0.017857142857142856,504,248,256,1260.0,620.0,640.0,4,0,0,0
2022-03-09,2,332,['Bpod8'],472,236,236,403,211,192,180,211,47,15,32,0.8538135593220338,0.8940677966101694,0.8135593220338984,450,226,224,205,245,0.8955555555555555,0.9336283185840708,0.8571428571428571,0.9583333333333334,-0.07648546144121371,0.8780487804878049,0.8612244897959184,0.016824290691886512,22,10,12,0.046610169491525424,0.0423728813559322,0.05084745762711865,403,211,192,1007.5,527.5,480.0,4,0,0,0
2022-03-10,3,332,['Bpod8'],363,194,169,276,148,128,139,134,76,40,36,0.7603305785123967,0.7628865979381443,0.757396449704142,352,188,164,178,173,0.7840909090909091,0.7872340425531915,0.7804878048780488,0.8732394366197183,-0.006746237675142708,0.7808988764044944,0.7745664739884393,0.0063324024160551495,11,6,5,0.030303030303030304,0.030927835051546393,0.029585798816568046,276,148,128,690.0,370.0,320.0,4,0,0,0
2022-03-11,4,332,['Bpod8'],405,212,193,307,147,160,149,155,88,55,33,0.7580246913580246,0.6933962264150944,0.8290155440414507,395,202,193,191,204,0.7772151898734178,0.7277227722772277,0.8290155440414507,0.8192771084337349,0.10129277176422302,0.7801047120418848,0.7598039215686274,0.02030079047325739,10,10,0,0.024691358024691357,0.04716981132075472,0.0,307,147,160,767.5,367.5,400.0,4,0,0,0
2022-03-15,1,332,['Bpod8'],201,93,108,144,68,76,89,50,31,13,18,0.7164179104477612,0.7311827956989247,0.7037037037037037,175,81,94,99,76,0.8228571428571428,0.8395061728395061,0.8085106382978723,0.9051724137931034,-0.03099553454163384,0.898989898989899,0.6578947368421053,0.2410951621477937,26,12,14,0.12935323383084577,0.12903225806451613,0.12962962962962962,144,68,76,360.0,170.0,190.0,4,0,0,0
2022-03-16,2,332,['Bpod8'],240,117,123,175,89,86,94,78,24,11,13,0.7291666666666666,0.7606837606837606,0.6991869918699187,199,100,99,103,96,0.8793969849246231,0.89,0.8686868686868687,0.9375,-0.021313131313131284,0.912621359223301,0.8125,0.10012135922330101,41,17,24,0.17083333333333334,0.1452991452991453,0.1951219512195122,175,89,86,437.5,222.5,215.0,4,0,0,0
2022-03-17,3,332,['Bpod8'],343,182,161,285,147,138,145,133,43,30,13,0.8309037900874635,0.8076923076923077,0.8571428571428571,328,177,151,162,166,0.8689024390243902,0.8305084745762712,0.9139072847682119,0.9478672985781991,0.08339881019194073,0.8950617283950617,0.8012048192771084,0.0938569091179533,15,5,10,0.043731778425655975,0.027472527472527472,0.062111801242236024,285,147,138,712.5,367.5,345.0,4,0,0,0
2022-03-18,4,332,['Bpod8'],429,199,230,308,122,186,188,111,110,73,37,0.717948717948718,0.6130653266331658,0.808695652173913,418,195,223,219,198,0.7368421052631579,0.6256410256410256,0.8340807174887892,0.8015564202334631,0.20843969184776356,0.8584474885844748,0.5606060606060606,0.2978414279784143,11,4,7,0.02564102564102564,0.020100502512562814,0.030434782608695653,308,122,186,770.0,305.0,465.0,4,0,0,0
2022-03-21,0,332,['Bpod8'],276,127,149,224,98,126,124,99,50,28,22,0.8115942028985508,0.7716535433070866,0.8456375838926175,274,126,148,142,132,0.8175182481751825,0.7777777777777778,0.8513513513513513,0.9112426035502958,0.07357357357357353,0.8732394366197183,0.75,0.12323943661971826,2,1,1,0.007246376811594203,0.007874015748031496,0.006711409395973154,224,98,126,560.0,245.0,315.0,4,0,0,0
2022-03-22,1,332,['Bpod8'],245,113,132,194,75,119,121,70,47,36,11,0.7918367346938775,0.6637168141592921,0.9015151515151515,241,111,130,131,109,0.8049792531120332,0.6756756756756757,0.9153846153846154,0.9124087591240876,0.2397089397089397,0.9236641221374046,0.6422018348623854,0.2814622872750192,4,2,2,0.0163265306122449,0.017699115044247787,0.015151515151515152,194,75,119,485.0,187.5,297.5,4,0,0,0
2022-03-23,2,332,['Bpod8'],381,176,205,321,148,173,157,159,50,24,26,0.84251968503937,0.8409090909090909,0.8439024390243902,371,172,199,173,198,0.8652291105121294,0.8604651162790697,0.8693467336683417,1.0,0.008881617389271956,0.9075144508670521,0.803030303030303,0.10448414783674909,10,4,6,0.026246719160104987,0.022727272727272728,0.02926829268292683,321,148,173,802.5,370.0,432.5,4,0,0,0
2022-03-24,3,332,['Bpod8'],310,141,169,249,112,137,113,135,52,21,31,0.8032258064516129,0.7943262411347518,0.8106508875739645,301,133,168,136,165,0.8272425249169435,0.8421052631578947,0.8154761904761905,0.9606299212598425,-0.026629072681704224,0.8308823529411765,0.8181818181818182,0.012700534759358284,9,8,1,0.02903225806451613,0.05673758865248227,0.005917159763313609,249,112,137,622.5,280.0,342.5,4,0,0,0
2022-03-25,4,332,['Bpod8'],473,237,236,373,173,200,201,159,77,53,24,0.7885835095137421,0.729957805907173,0.847457627118644,450,226,224,234,216,0.8288888888888889,0.7654867256637168,0.8928571428571429,0.9215686274509803,0.12737041719342612,0.8589743589743589,0.7361111111111112,0.12286324786324776,23,11,12,0.048625792811839326,0.046413502109704644,0.05084745762711865,373,173,200,932.5,432.5,500.0,4,0,0,0
2022-03-28,0,332,['Bpod8'],360,179,181,259,132,127,159,97,91,45,46,0.7194444444444444,0.7374301675977654,0.7016574585635359,350,177,173,192,158,0.74,0.7457627118644068,0.7341040462427746,0.7614213197969543,-0.011658665621632203,0.828125,0.6139240506329114,0.21420094936708856,10,2,8,0.027777777777777776,0.0111731843575419,0.04419889502762431,259,132,127,647.5,330.0,317.5,4,0,0,0
2022-03-30,2,332,['Bpod8'],294,147,147,178,74,104,113,59,103,70,33,0.6054421768707483,0.5034013605442177,0.7074829931972789,281,144,137,149,132,0.6334519572953736,0.5138888888888888,0.7591240875912408,0.6867469879518072,0.245235198702352,0.7583892617449665,0.44696969696969696,0.3114195647752695,13,3,10,0.04421768707482993,0.02040816326530612,0.06802721088435375,178,74,104,445.0,185.0,260.0,4,0,0,0
2022-03-31,3,332,['Bpod8'],353,176,177,203,93,110,163,37,137,78,59,0.5750708215297451,0.5284090909090909,0.6214689265536724,340,171,169,175,164,0.5970588235294118,0.543859649122807,0.650887573964497,0.6,0.10702792484168999,0.9314285714285714,0.22560975609756098,0.7058188153310104,13,5,8,0.036827195467422094,0.028409090909090908,0.04519774011299435,203,93,110,507.5,232.5,275.0,4,0,1,0
2022-04-01,4,332,['Bpod8'],622,311,311,402,151,251,292,105,215,158,57,0.6463022508038585,0.4855305466237942,0.8070739549839229,617,309,308,324,290,0.6515397082658023,0.4886731391585761,0.814935064935065,0.6550308008213552,0.3262619257764889,0.9012345679012346,0.3620689655172414,0.5391656023839932,5,2,3,0.008038585209003215,0.006430868167202572,0.00964630225080386,402,151,251,1005.0,377.5,627.5,4,0,0,0
2022-04-04,0,332,['Bpod8'],463,223,240,282,95,187,221,56,175,125,50,0.6090712742980562,0.4260089686098655,0.7791666666666667,457,220,237,245,210,0.6170678336980306,0.4318181818181818,0.7890295358649789,0.6339712918660287,0.3572113540467971,0.9020408163265307,0.26666666666666666,0.6353741496598639,6,3,3,0.012958963282937365,0.013452914798206279,0.0125,282,95,187,705.0,237.5,467.5,4,0,0,0
2022-04-05,1,332,['Bpod8'],444,219,225,337,175,162,196,137,98,40,58,0.759009009009009,0.7990867579908676,0.72,435,215,220,222,212,0.774712643678161,0.813953488372093,0.7363636363636363,0.8315018315018315,-0.0775898520084567,0.8828828828828829,0.6462264150943396,0.2366564677885432,9,4,5,0.02027027027027027,0.0182648401826484,0.022222222222222223,337,175,162,842.5,437.5,405.0,4,0,0,0
2022-04-06,2,332,['Bpod8'],424,220,204,305,160,145,176,126,102,49,53,0.7193396226415094,0.7272727272727273,0.7107843137254902,407,209,198,208,199,0.7493857493857494,0.7655502392344498,0.7323232323232324,0.7890295358649789,-0.03322700691121738,0.8461538461538461,0.6331658291457286,0.21298801700811754,17,11,6,0.04009433962264151,0.05,0.029411764705882353,305,160,145,762.5,400.0,362.5,4,0,0,0
2022-04-07,3,332,['Bpod8'],446,221,225,295,133,162,158,125,127,76,51,0.6614349775784754,0.6018099547511312,0.72,422,209,213,202,220,0.6990521327014217,0.6363636363636364,0.7605633802816901,0.7337278106508875,0.12419974391805377,0.7821782178217822,0.5681818181818182,0.21399639963996397,24,12,12,0.053811659192825115,0.05429864253393665,0.05333333333333334,295,133,162,737.5,332.5,405.0,4,1,0,0
2022-04-08,4,332,['Bpod8'],353,161,192,257,93,164,154,99,82,59,23,0.7280453257790368,0.577639751552795,0.8541666666666666,339,152,187,179,160,0.7581120943952803,0.6118421052631579,0.8770053475935828,0.8622448979591837,0.265163242330425,0.8603351955307262,0.61875,0.24158519553072622,14,9,5,0.039660056657223795,0.055900621118012424,0.026041666666666668,257,93,164,642.5,232.5,410.0,4,0,0,0
2022-04-26,1,332,['Bpod8'],124,65,59,37,9,28,16,6,15,13,2,0.29838709677419356,0.13846153846153847,0.4745762711864407,52,22,30,21,30,0.7115384615384616,0.4090909090909091,0.9333333333333333,0.7115384615384616,0.5242424242424242,0.7619047619047619,0.2,0.5619047619047619,72,43,29,0.5806451612903226,0.6615384615384615,0.4915254237288136,37,9,28,92.5,22.5,70.0,4,0,0,0
2022-04-27,2,332,['Bpod8'],357,200,157,191,72,119,127,49,131,107,24,0.5350140056022409,0.36,0.7579617834394905,322,179,143,150,172,0.593167701863354,0.4022346368715084,0.8321678321678322,0.593167701863354,0.4299331952963238,0.8466666666666667,0.28488372093023256,0.5617829457364341,35,21,14,0.09803921568627451,0.105,0.08917197452229299,191,72,119,477.5,180.0,297.5,4,0,0,0
2022-04-28,3,332,['Bpod8'],210,103,107,107,1,106,104,1,99,99,0,0.5095238095238095,0.009708737864077669,0.9906542056074766,206,100,106,106,99,0.5194174757281553,0.01,1.0,0.5194174757281553,0.99,0.9811320754716981,0.010101010101010102,0.9710310653706881,4,3,1,0.01904761904761905,0.02912621359223301,0.009345794392523364,107,1,106,267.5,2.5,265.0,4,0,0,0
2022-04-29,4,332,['Bpod8'],230,130,100,105,58,47,71,31,109,66,43,0.45652173913043476,0.4461538461538462,0.47,214,124,90,85,129,0.49065420560747663,0.46774193548387094,0.5222222222222223,0.49065420560747663,0.05448028673835131,0.8352941176470589,0.24031007751937986,0.594984040127679,16,6,10,0.06956521739130435,0.046153846153846156,0.1,105,58,47,262.5,145.0,117.5,4,0,0,0
2022-05-02,0,332,['Bpod8'],565,288,277,372,152,220,214,143,170,121,49,0.6584070796460177,0.5277777777777778,0.7942238267148014,542,273,269,260,281,0.6863468634686347,0.5567765567765568,0.8178438661710037,0.6902985074626866,0.2610673093944469,0.823076923076923,0.5088967971530249,0.3141801259238981,23,15,8,0.04070796460176991,0.052083333333333336,0.02888086642599278,372,152,220,930.0,380.0,550.0,4,0,0,0
2022-05-03,1,332,['Bpod8'],491,238,253,378,152,226,212,162,109,82,27,0.769857433808554,0.6386554621848739,0.8932806324110671,487,234,253,245,241,0.7761806981519507,0.6495726495726496,0.8932806324110671,0.8014705882352942,0.24370798283841755,0.8653061224489796,0.6721991701244814,0.19310695232449826,4,4,0,0.008146639511201629,0.01680672268907563,0.0,378,152,226,945.0,380.0,565.0,4,0,0,0
2022-05-04,2,332,['Bpod6'],591,309,282,429,188,241,237,185,149,111,38,0.7258883248730964,0.6084142394822006,0.8546099290780141,578,299,279,278,300,0.7422145328719724,0.6287625418060201,0.8637992831541219,0.7727272727272727,0.23503674134810182,0.8525179856115108,0.6166666666666667,0.23585131894484412,13,10,3,0.021996615905245348,0.032362459546925564,0.010638297872340425,429,188,241,1072.5,470.0,602.5,4,0,0,0
2022-05-05,3,332,['Bpod6'],491,226,265,381,172,209,198,176,94,44,50,0.7759674134419552,0.7610619469026548,0.7886792452830189,475,216,259,238,236,0.8021052631578948,0.7962962962962963,0.806949806949807,0.8321167883211679,0.010653510653510723,0.8319327731092437,0.7457627118644068,0.08617006124483695,16,10,6,0.032586558044806514,0.04424778761061947,0.022641509433962263,381,172,209,952.5,430.0,522.5,4,0,0,0
2022-05-06,4,332,['Bpod6'],411,208,203,295,148,147,170,114,103,50,53,0.7177615571776156,0.7115384615384616,0.7241379310344828,398,198,200,202,195,0.7412060301507538,0.7474747474747475,0.735,0.8103448275862069,-0.012474747474747527,0.8415841584158416,0.5846153846153846,0.2569687738004569,13,10,3,0.031630170316301706,0.04807692307692308,0.014778325123152709,295,148,147,737.5,370.0,367.5,4,0,0,0
2022-05-07,5,332,['Bpod6'],473,227,246,332,125,207,198,132,132,98,34,0.7019027484143763,0.5506607929515418,0.8414634146341463,464,223,241,238,225,0.7155172413793104,0.5605381165919282,0.8589211618257261,0.7427745664739884,0.2983830452337979,0.8319327731092437,0.5866666666666667,0.24526610644257707,9,4,5,0.019027484143763214,0.01762114537444934,0.02032520325203252,332,125,207,830.0,312.5,517.5,4,0,0,0
2022-05-08,6,332,['Bpod6'],513,278,235,391,200,191,193,197,121,77,44,0.7621832358674464,0.7194244604316546,0.8127659574468085,512,277,235,233,278,0.763671875,0.7220216606498195,0.8127659574468085,0.8010335917312662,0.09074429679698892,0.8283261802575107,0.7086330935251799,0.11969308673233081,1,1,0,0.001949317738791423,0.0035971223021582736,0.0,391,200,191,977.5,500.0,477.5,4,0,0,0
