Dates,DoW,Subject,Board,Trials,TrialsLeft,TrialsRight,Hits,HitsLeft,HitsRight,HitsRep,HitsAlt,Errors,ErrorsLeft,ErrorsRight,Performance,PerformanceLeft,PerformanceRight,Responses,ResponsesLeft,ResponsesRight,Repetitions,Alternations,Accuracy,AccuracyLeft,AccuracyRight,AccuracyRep,AccuracyAlt,Misses,MissesLeft,MissesRight,MissRate,MissRateLeft,MissRateRight,Rewards,RewardsLeft,RewardsRight,Water,WaterLeft,WaterRight,Stage,SoundsMismatch,NoSound,MessageCount
2022-02-23,2,334,['Bpod6'],721,370,351,516,298,218,288,222,198,68,130,0.7156726768377254,0.8054054054054054,0.6210826210826211,714,366,348,365,347,0.7226890756302521,0.8142076502732241,0.6264367816091954,0.7890410958904109,0.6397694524495677,7,4,3,0.009708737864077669,0.010810810810810811,0.008547008547008548,516,298,218,1290.0,745.0,545.0,3.0,0,0,0
2022-02-24,3,334,['Bpod6'],529,263,266,368,201,167,199,167,161,62,99,0.6956521739130435,0.7642585551330798,0.6278195488721805,529,263,266,259,268,0.6956521739130435,0.7642585551330798,0.6278195488721805,0.7683397683397684,0.6231343283582089,0,0,0,0.0,0.0,0.0,368,201,167,920.0,502.5,417.5,3.0,0,0,2
2022-02-25,4,334,['Bpod6'],272,128,144,216,100,116,109,105,55,28,27,0.7941176470588235,0.78125,0.8055555555555556,271,128,143,139,131,0.7970479704797048,0.78125,0.8111888111888111,0.7841726618705036,0.8015267175572519,1,0,1,0.003676470588235294,0.0,0.006944444444444444,216,100,116,540.0,250.0,290.0,3.0,0,0,0
2022-02-28,0,334,['Bpod6'],569,255,314,387,187,200,228,153,170,60,110,0.680140597539543,0.7333333333333333,0.6369426751592356,557,247,310,276,277,0.6947935368043088,0.757085020242915,0.6451612903225806,0.8260869565217391,0.5523465703971119,12,8,4,0.0210896309314587,0.03137254901960784,0.012738853503184714,387,187,200,967.5,467.5,500.0,3.0,0,0,0
2022-03-01,1,334,['Bpod6'],601,291,310,512,259,253,264,245,79,27,52,0.8519134775374376,0.8900343642611683,0.8161290322580645,591,286,305,291,300,0.8663282571912013,0.9055944055944056,0.8295081967213115,0.9072164948453608,0.8166666666666667,10,5,5,0.016638935108153077,0.01718213058419244,0.016129032258064516,512,259,253,1280.0,647.5,632.5,3.0,0,0,0
2022-03-02,2,334,['Bpod6'],525,227,298,295,184,111,185,104,222,37,185,0.5619047619047619,0.8105726872246696,0.3724832214765101,517,221,296,238,275,0.5705996131528046,0.832579185520362,0.375,0.7773109243697479,0.3781818181818182,8,6,2,0.015238095238095238,0.02643171806167401,0.006711409395973154,295,184,111,737.5,460.0,277.5,3.0,0,0,0
2022-03-03,3,334,['Bpod6'],549,263,286,295,179,116,196,97,244,79,165,0.5373406193078324,0.6806083650190115,0.40559440559440557,539,258,281,271,268,0.5473098330241187,0.6937984496124031,0.4128113879003559,0.7232472324723247,0.3619402985074627,10,5,5,0.018214936247723135,0.019011406844106463,0.017482517482517484,295,179,116,737.5,447.5,290.0,3.0,0,0,0
2022-03-04,4,334,['Bpod6' 'Bpod8'],495,211,284,281,134,147,190,89,214,77,137,0.5676767676767677,0.6350710900473934,0.5176056338028169,495,211,284,235,258,0.5676767676767677,0.6350710900473934,0.5176056338028169,0.8085106382978723,0.3449612403100775,0,0,0,0.0,0.0,0.0,281,134,147,702.5,335.0,367.5,3.0,0,0,0
2022-03-07,0,334,['Bpod6'],432,199,233,240,138,102,194,45,192,61,131,0.5555555555555556,0.6934673366834171,0.43776824034334766,432,199,233,211,220,0.5555555555555556,0.6934673366834171,0.43776824034334766,0.919431279620853,0.20454545454545456,0,0,0,0.0,0.0,0.0,240,138,102,600.0,345.0,255.0,3.0,0,0,0
2022-03-08,1,334,['Bpod6'],519,217,302,288,178,110,231,54,229,39,190,0.5549132947976878,0.8202764976958525,0.36423841059602646,517,217,300,246,270,0.5570599613152805,0.8202764976958525,0.36666666666666664,0.9390243902439024,0.2,2,0,2,0.0038535645472061657,0.0,0.006622516556291391,288,178,110,720.0,445.0,275.0,3.0,0,0,0
2022-03-09,2,334,['Bpod7'],451,208,243,255,148,107,188,64,191,58,133,0.565410199556541,0.7115384615384616,0.4403292181069959,446,206,240,206,239,0.5717488789237668,0.7184466019417476,0.44583333333333336,0.912621359223301,0.26778242677824265,5,2,3,0.011086474501108648,0.009615384615384616,0.012345679012345678,255,148,107,637.5,370.0,267.5,3.0,0,0,0
2022-03-10,3,334,['Bpod6'],672,293,379,375,205,170,303,70,287,82,205,0.5580357142857143,0.6996587030716723,0.44854881266490765,662,287,375,329,333,0.5664652567975831,0.7142857142857143,0.4533333333333333,0.9209726443768997,0.21021021021021022,10,6,4,0.01488095238095238,0.020477815699658702,0.010554089709762533,375,205,170,937.5,512.5,425.0,3.0,0,0,0
2022-03-11,4,334,['Bpod6'],337,170,167,213,126,87,194,18,124,44,80,0.6320474777448071,0.7411764705882353,0.5209580838323353,337,170,167,199,137,0.6320474777448071,0.7411764705882353,0.5209580838323353,0.9748743718592965,0.13138686131386862,0,0,0,0.0,0.0,0.0,213,126,87,532.5,315.0,217.5,3.0,0,0,0
2022-03-15,1,334,['Bpod6'],189,94,95,110,81,29,80,28,75,9,66,0.582010582010582,0.8617021276595744,0.30526315789473685,185,90,95,87,97,0.5945945945945946,0.9,0.30526315789473685,0.9195402298850575,0.28865979381443296,4,4,0,0.021164021164021163,0.0425531914893617,0.0,110,81,29,275.0,202.5,72.5,3.0,0,0,0
2022-03-16,2,334,['Bpod6'],218,106,112,125,95,30,87,37,78,3,75,0.573394495412844,0.8962264150943396,0.26785714285714285,203,98,105,93,110,0.6157635467980296,0.9693877551020408,0.2857142857142857,0.9354838709677419,0.33636363636363636,15,8,7,0.06880733944954129,0.07547169811320754,0.0625,125,95,30,312.5,237.5,75.0,3.0,0,0,0
2022-03-17,3,334,['Bpod6'],283,109,174,145,103,42,108,36,138,6,132,0.5123674911660777,0.944954128440367,0.2413793103448276,283,109,174,110,172,0.5123674911660777,0.944954128440367,0.2413793103448276,0.9818181818181818,0.20930232558139536,0,0,0,0.0,0.0,0.0,145,103,42,362.5,257.5,105.0,3.0,0,0,0
2022-03-18,4,334,['Bpod6'],448,171,277,226,123,103,189,34,214,46,168,0.5044642857142857,0.7192982456140351,0.37184115523465705,440,169,271,202,237,0.5136363636363637,0.727810650887574,0.3800738007380074,0.9356435643564357,0.14345991561181434,8,2,6,0.017857142857142856,0.011695906432748537,0.021660649819494584,226,123,103,565.0,307.5,257.5,3.0,0,0,0
2022-03-30,2,334,['Bpod8'],99,39,60,33,13,20,12,12,21,9,12,0.3333333333333333,0.3333333333333333,0.3333333333333333,41,18,23,19,22,0.8048780487804879,0.7222222222222222,0.8695652173913043,0.631578947368421,0.5454545454545454,58,21,37,0.5858585858585859,0.5384615384615384,0.6166666666666667,41,18,23,102.5,45.0,57.5,3.0,0,0,0
2022-03-31,3,334,['Bpod6'],200,91,109,80,40,40,42,29,69,30,39,0.4,0.43956043956043955,0.3669724770642202,144,66,78,62,82,0.5555555555555556,0.6060606060606061,0.5128205128205128,0.6774193548387096,0.35365853658536583,56,25,31,0.28,0.27472527472527475,0.28440366972477066,143,65,78,357.5,162.5,195.0,3.0,0,0,0
2022-04-01,4,334,['Bpod6'],70,31,39,10,4,6,6,3,0,0,0,0.14285714285714285,0.12903225806451613,0.15384615384615385,10,4,6,6,4,1.0,1.0,1.0,1.0,0.75,60,27,33,0.8571428571428571,0.8709677419354839,0.8461538461538461,10,4,6,25.0,10.0,15.0,3.0,0,0,0
2022-04-04,0,334,['Bpod6'],116,59,57,10,3,7,6,1,2,1,1,0.08620689655172414,0.05084745762711865,0.12280701754385964,10,3,7,7,3,1.0,1.0,1.0,0.8571428571428571,0.3333333333333333,106,56,50,0.9137931034482759,0.9491525423728814,0.8771929824561403,10,3,7,25.0,7.5,17.5,3.0,0,0,0
2022-04-05,1,334,['Bpod6'],131,69,62,14,3,11,7,5,3,3,0,0.10687022900763359,0.043478260869565216,0.1774193548387097,15,4,11,7,8,0.9333333333333333,0.75,1.0,1.0,0.625,116,65,51,0.8854961832061069,0.9420289855072463,0.8225806451612904,15,4,11,37.5,10.0,27.5,3.0,0,0,0
2022-04-06,2,334,['Bpod6'],107,47,60,10,8,2,6,3,0,0,0,0.09345794392523364,0.1702127659574468,0.03333333333333333,10,8,2,7,3,1.0,1.0,1.0,0.8571428571428571,1.0,97,39,58,0.9065420560747663,0.8297872340425532,0.9666666666666667,10,8,2,25.0,20.0,5.0,3.0,0,0,0
2022-04-07,3,334,['Bpod6'],127,70,57,4,1,3,1,2,1,0,1,0.031496062992125984,0.014285714285714285,0.05263157894736842,5,1,4,3,2,0.8,1.0,0.75,0.3333333333333333,1.0,122,69,53,0.9606299212598425,0.9857142857142858,0.9298245614035088,4,1,3,10.0,2.5,7.5,3.0,0,0,0
2022-04-08,4,334,['Bpod6'],136,47,89,38,31,7,33,2,59,3,56,0.27941176470588236,0.6595744680851063,0.07865168539325842,97,34,63,37,60,0.3917525773195876,0.9117647058823529,0.1111111111111111,0.8918918918918919,0.03333333333333333,39,13,26,0.2867647058823529,0.2765957446808511,0.29213483146067415,38,31,7,95.0,77.5,17.5,3.0,0,0,0
