Dates,DoW,Subject,Board,Trials,TrialsLeft,TrialsRight,Hits,HitsLeft,HitsRight,HitsRep,HitsAlt,Errors,ErrorsLeft,ErrorsRight,Performance,PerformanceLeft,PerformanceRight,Responses,ResponsesLeft,ResponsesRight,Repetitions,Alternations,Accuracy,AccuracyLeft,AccuracyRight,AccuracyRep,AccuracyAlt,Misses,MissesLeft,MissesRight,MissRate,MissRateLeft,MissRateRight,Rewards,RewardsLeft,RewardsRight,Water,WaterLeft,WaterRight,Stage,SoundsMismatch,NoSound,MessageCount
2022-02-01,1,330,['Bpod6'],535,273,262,495,254,241,254,236,28,13,15,0.9252336448598131,0.9304029304029304,0.9198473282442748,523,267,256,263,260,0.9464627151051626,0.951310861423221,0.94140625,0.9657794676806084,0.9076923076923077,12,6,6,0.022429906542056073,0.02197802197802198,0.022900763358778626,495,254,241,1237.5,635.0,602.5,3,0,0,0
2022-02-02,2,330,['Bpod6'],638,311,327,530,221,309,303,221,98,85,13,0.8307210031347962,0.7106109324758842,0.944954128440367,628,306,322,319,305,0.8439490445859873,0.7222222222222222,0.9596273291925466,0.9498432601880877,0.7245901639344262,10,5,5,0.01567398119122257,0.01607717041800643,0.01529051987767584,530,221,309,1325.0,552.5,772.5,3,16,2,10
2022-02-03,3,330,['Bpod6'],658,324,334,524,264,260,300,220,124,57,67,0.7963525835866262,0.8148148148148148,0.7784431137724551,648,321,327,315,331,0.808641975308642,0.822429906542056,0.7951070336391437,0.9523809523809523,0.6646525679758308,10,3,7,0.015197568389057751,0.009259259259259259,0.020958083832335328,524,264,260,1310.0,660.0,650.0,3,0,0,0
2022-02-04,4,330,['Bpod6'],307,152,155,253,123,130,131,119,45,24,21,0.8241042345276873,0.8092105263157895,0.8387096774193549,298,147,151,140,158,0.8489932885906041,0.8367346938775511,0.8609271523178808,0.9357142857142857,0.7531645569620253,9,5,4,0.029315960912052116,0.03289473684210526,0.025806451612903226,253,123,130,632.5,307.5,325.0,3,0,0,0
2022-02-07,0,330,['Bpod6'],624,311,313,542,287,255,302,233,58,13,45,0.8685897435897436,0.9228295819935691,0.8146964856230032,600,300,300,315,284,0.9033333333333333,0.9566666666666667,0.85,0.9587301587301588,0.8204225352112676,24,11,13,0.038461538461538464,0.03536977491961415,0.04153354632587859,542,287,255,1355.0,717.5,637.5,3,0,0,0
2022-02-09,2,330,['Bpod6'],504,246,258,426,189,237,256,169,78,57,21,0.8452380952380952,0.7682926829268293,0.9186046511627907,504,246,258,275,228,0.8452380952380952,0.7682926829268293,0.9186046511627907,0.9309090909090909,0.7412280701754386,0,0,0,0.0,0.0,0.0,426,189,237,1065.0,472.5,592.5,3,0,0,0
2022-02-10,3,330,['Bpod6'],447,224,223,364,158,206,217,144,66,55,11,0.814317673378076,0.7053571428571429,0.9237668161434978,430,213,217,224,206,0.8465116279069768,0.7417840375586855,0.9493087557603687,0.96875,0.6990291262135923,17,11,6,0.03803131991051454,0.049107142857142856,0.026905829596412557,364,158,206,910.0,395.0,515.0,3,0,7,0
2022-02-11,4,330,['Bpod6'],296,151,145,273,139,134,149,123,23,12,11,0.9222972972972973,0.9205298013245033,0.9241379310344827,296,151,145,154,141,0.9222972972972973,0.9205298013245033,0.9241379310344827,0.9675324675324676,0.8723404255319149,0,0,0,0.0,0.0,0.0,273,139,134,682.5,347.5,335.0,3,0,0,0
2022-02-14,0,330,['Bpod6'],513,257,256,452,222,230,254,196,61,35,26,0.8810916179337231,0.8638132295719845,0.8984375,513,257,256,259,252,0.8810916179337231,0.8638132295719845,0.8984375,0.9806949806949807,0.7777777777777778,0,0,0,0.0,0.0,0.0,452,222,230,1130.0,555.0,575.0,3,0,0,0
2022-02-15,1,330,['Bpod6'],434,210,224,390,182,208,216,172,35,24,11,0.8986175115207373,0.8666666666666667,0.9285714285714286,425,206,219,223,202,0.9176470588235294,0.883495145631068,0.9497716894977168,0.968609865470852,0.8514851485148515,9,4,5,0.020737327188940093,0.01904761904761905,0.022321428571428572,390,182,208,975.0,455.0,520.0,4,0,0,0
2022-02-16,2,330,['Bpod6'],522,245,277,461,214,247,243,217,61,31,30,0.8831417624521073,0.8734693877551021,0.8916967509025271,522,245,277,257,264,0.8831417624521073,0.8734693877551021,0.8916967509025271,0.9455252918287937,0.821969696969697,0,0,0,0.0,0.0,0.0,461,214,247,1152.5,535.0,617.5,4,0,0,0
2022-02-21,0,330,['Bpod6'],444,216,228,372,190,182,214,157,72,26,46,0.8378378378378378,0.8796296296296297,0.7982456140350878,444,216,228,227,216,0.8378378378378378,0.8796296296296297,0.7982456140350878,0.9427312775330396,0.7268518518518519,0,0,0,0.0,0.0,0.0,372,190,182,930.0,475.0,455.0,4,0,0,0
2022-02-22,1,330,['Bpod6'],522,262,260,460,224,236,245,214,62,38,24,0.8812260536398467,0.8549618320610687,0.9076923076923077,522,262,260,255,266,0.8812260536398467,0.8549618320610687,0.9076923076923077,0.9607843137254902,0.8045112781954887,0,0,0,0.0,0.0,0.0,460,224,236,1150.0,560.0,590.0,4,0,0,0
2022-02-23,2,330,['Bpod6'],620,318,302,547,271,276,299,247,72,47,25,0.882258064516129,0.8522012578616353,0.9139072847682119,619,318,301,308,310,0.8836833602584814,0.8522012578616353,0.9169435215946844,0.9707792207792207,0.7967741935483871,1,0,1,0.0016129032258064516,0.0,0.0033112582781456954,547,271,276,1367.5,677.5,690.0,4,0,0,0
2022-02-24,3,330,['Bpod6'],563,269,294,498,228,270,257,240,65,41,24,0.8845470692717584,0.8475836431226765,0.9183673469387755,563,269,294,268,294,0.8845470692717584,0.8475836431226765,0.9183673469387755,0.9589552238805971,0.8163265306122449,0,0,0,0.0,0.0,0.0,498,228,270,1245.0,570.0,675.0,4,0,0,1
2022-02-25,4,330,['Bpod6'],518,244,274,335,130,205,214,117,183,114,69,0.6467181467181468,0.5327868852459017,0.7481751824817519,518,244,274,253,260,0.6467181467181468,0.5327868852459017,0.7481751824817519,0.8458498023715415,0.45,0,0,0,0.0,0.0,0.0,335,130,205,837.5,325.0,512.5,4,0,0,0
2022-02-28,0,330,['Bpod6'],366,188,178,224,122,102,151,70,142,66,76,0.6120218579234973,0.648936170212766,0.5730337078651685,366,188,178,190,173,0.6120218579234973,0.648936170212766,0.5730337078651685,0.7947368421052632,0.4046242774566474,0,0,0,0.0,0.0,0.0,224,122,102,560.0,305.0,255.0,4,0,0,0
2022-03-01,1,330,['Bpod6'],672,354,318,363,164,199,241,118,309,190,119,0.5401785714285714,0.4632768361581921,0.6257861635220126,672,354,318,323,344,0.5401785714285714,0.4632768361581921,0.6257861635220126,0.7461300309597523,0.3430232558139535,0,0,0,0.0,0.0,0.0,363,164,199,907.5,410.0,497.5,4,0,0,0
2022-03-02,2,330,['Bpod6'],444,223,221,268,103,165,188,75,170,118,52,0.6036036036036037,0.4618834080717489,0.746606334841629,438,221,217,225,210,0.6118721461187214,0.4660633484162896,0.7603686635944701,0.8355555555555556,0.35714285714285715,6,2,4,0.013513513513513514,0.008968609865470852,0.01809954751131222,268,103,165,670.0,257.5,412.5,4,0,0,0
2022-03-03,3,330,['Bpod6' 'Bpod8'],789,451,338,422,148,274,302,115,343,290,53,0.5348542458808618,0.328159645232816,0.8106508875739645,765,438,327,345,414,0.5516339869281046,0.3378995433789954,0.8379204892966361,0.8753623188405797,0.2777777777777778,24,13,11,0.030418250950570342,0.028824833702882482,0.03254437869822485,422,148,274,1055.0,370.0,685.0,4,0,0,0
2022-03-04,4,330,['Bpod6' 'Bpod8'],539,287,252,337,138,199,196,135,182,133,49,0.6252319109461967,0.4808362369337979,0.7896825396825397,519,271,248,239,280,0.649325626204239,0.5092250922509225,0.8024193548387096,0.8200836820083682,0.48214285714285715,20,16,4,0.03710575139146568,0.05574912891986063,0.015873015873015872,337,138,199,842.5,345.0,497.5,4,0,0,0
2022-03-07,0,330,['Bpod6'],596,363,233,333,151,182,235,97,254,207,47,0.5587248322147651,0.41597796143250687,0.7811158798283262,587,358,229,278,309,0.5672913117546848,0.42178770949720673,0.7947598253275109,0.8453237410071942,0.313915857605178,9,5,4,0.015100671140939598,0.013774104683195593,0.017167381974248927,333,151,182,832.5,377.5,455.0,4,0,0,0
2022-03-08,1,330,['Bpod6'],554,300,254,294,127,167,221,71,253,172,81,0.5306859205776173,0.42333333333333334,0.65748031496063,547,299,248,289,257,0.5374771480804388,0.42474916387959866,0.6733870967741935,0.7647058823529411,0.27626459143968873,7,1,6,0.01263537906137184,0.0033333333333333335,0.023622047244094488,294,127,167,735.0,317.5,417.5,4,0,0,0
2022-03-09,2,330,['Bpod6'],188,107,81,99,43,56,67,27,59,45,14,0.526595744680851,0.40186915887850466,0.691358024691358,158,88,70,81,77,0.6265822784810127,0.48863636363636365,0.8,0.8271604938271605,0.35064935064935066,30,19,11,0.1595744680851064,0.17757009345794392,0.13580246913580246,99,43,56,247.5,107.5,140.0,4,0,0,0
2022-03-10,3,330,['Bpod6'],388,209,179,202,65,137,130,67,164,133,31,0.520618556701031,0.31100478468899523,0.7653631284916201,366,198,168,162,204,0.5519125683060109,0.3282828282828283,0.8154761904761905,0.8024691358024691,0.3284313725490196,22,11,11,0.05670103092783505,0.05263157894736842,0.061452513966480445,202,65,137,505.0,162.5,342.5,4,0,0,0
2022-03-11,4,330,['Bpod6'],580,313,267,277,116,161,167,93,274,185,89,0.47758620689655173,0.3706070287539936,0.602996254681648,551,301,250,255,296,0.5027223230490018,0.3853820598006645,0.644,0.6549019607843137,0.3141891891891892,29,12,17,0.05,0.038338658146964855,0.06367041198501873,277,116,161,692.5,290.0,402.5,4,0,0,0
2022-03-15,1,330,['Bpod6'],203,97,106,84,35,49,64,18,61,31,30,0.41379310344827586,0.36082474226804123,0.46226415094339623,145,66,79,79,66,0.5793103448275863,0.5303030303030303,0.620253164556962,0.810126582278481,0.2727272727272727,58,31,27,0.2857142857142857,0.31958762886597936,0.25471698113207547,84,35,49,210.0,87.5,122.5,4,0,0,0
2022-03-16,2,330,['Bpod6'],251,151,100,126,34,92,80,44,115,110,5,0.50199203187251,0.2251655629139073,0.92,241,144,97,99,142,0.5228215767634855,0.2361111111111111,0.9484536082474226,0.8080808080808081,0.30985915492957744,10,7,3,0.0398406374501992,0.046357615894039736,0.03,126,34,92,315.0,85.0,230.0,4,0,0,0
2022-03-17,3,330,['Bpod6' 'Bpod5'],547,348,199,253,71,182,175,75,261,251,10,0.4625228519195612,0.20402298850574713,0.914572864321608,514,322,192,208,306,0.49221789883268485,0.2204968944099379,0.9479166666666666,0.8413461538461539,0.24509803921568626,33,26,7,0.0603290676416819,0.07471264367816093,0.035175879396984924,253,71,182,632.5,177.5,455.0,4,0,0,0
2022-03-18,4,330,['Bpod6'],342,251,91,145,69,76,90,54,181,171,10,0.4239766081871345,0.2749003984063745,0.8351648351648352,326,240,86,127,199,0.4447852760736196,0.2875,0.8837209302325582,0.7086614173228346,0.271356783919598,16,11,5,0.04678362573099415,0.043824701195219126,0.054945054945054944,145,69,76,362.5,172.5,190.0,4,0,0,0
2022-03-30,2,330,['Bpod6'],151,76,75,74,25,49,43,20,57,37,20,0.4900662251655629,0.32894736842105265,0.6533333333333333,119,56,63,61,57,0.6218487394957983,0.44642857142857145,0.7777777777777778,0.7049180327868853,0.3508771929824561,32,20,12,0.2119205298013245,0.2631578947368421,0.16,119,56,63,297.5,140.0,157.5,3,0,0,0
2022-03-31,3,330,['Bpod6'],314,162,152,152,68,84,89,61,151,85,66,0.4840764331210191,0.41975308641975306,0.5526315789473685,302,152,150,141,161,0.5033112582781457,0.4473684210526316,0.56,0.6312056737588653,0.37888198757763975,12,10,2,0.03821656050955414,0.06172839506172839,0.013157894736842105,302,152,150,755.0,380.0,375.0,3,0,0,0
2022-04-01,4,330,['Bpod6'],391,187,204,208,50,158,120,81,177,134,43,0.5319693094629157,0.26737967914438504,0.7745098039215687,373,173,200,186,187,0.5576407506702413,0.28901734104046245,0.79,0.6451612903225806,0.43315508021390375,18,14,4,0.04603580562659847,0.0748663101604278,0.0196078431372549,373,173,200,932.5,432.5,500.0,3,0,0,0
2022-04-04,0,330,['Bpod6'],493,243,250,251,53,198,147,101,237,188,49,0.5091277890466531,0.21810699588477367,0.792,483,236,247,244,239,0.5196687370600414,0.2245762711864407,0.8016194331983806,0.6024590163934426,0.4225941422594142,10,7,3,0.02028397565922921,0.02880658436213992,0.012,483,236,247,1207.5,590.0,617.5,3,0,0,0
2022-04-05,1,330,['Bpod6'],501,272,229,230,15,215,115,113,263,251,12,0.4590818363273453,0.05514705882352941,0.9388646288209607,491,265,226,257,234,0.4684317718940937,0.05660377358490566,0.9513274336283186,0.4474708171206226,0.4829059829059829,10,7,3,0.01996007984031936,0.025735294117647058,0.013100436681222707,491,265,226,1227.5,662.5,565.0,3,0,0,0
2022-04-06,2,330,['Bpod6'],200,118,82,98,60,38,53,41,84,48,36,0.49,0.5084745762711864,0.4634146341463415,182,108,74,76,106,0.5384615384615384,0.5555555555555556,0.5135135135135135,0.6973684210526315,0.3867924528301887,18,10,8,0.09,0.0847457627118644,0.0975609756097561,98,60,38,245.0,150.0,95.0,3,0,0,0
2022-04-07,3,330,['Bpod6'],393,303,90,101,42,59,77,21,278,249,29,0.25699745547073793,0.13861386138613863,0.6555555555555556,379,291,88,92,286,0.26649076517150394,0.14432989690721648,0.6704545454545454,0.8369565217391305,0.07342657342657342,14,12,2,0.035623409669211195,0.039603960396039604,0.022222222222222223,101,42,59,252.5,105.0,147.5,3,0,0,0
2022-04-08,4,330,['Bpod6'],325,186,139,96,61,35,74,15,199,115,84,0.2953846153846154,0.3279569892473118,0.2517985611510791,295,176,119,97,198,0.3254237288135593,0.3465909090909091,0.29411764705882354,0.7628865979381443,0.07575757575757576,30,10,20,0.09230769230769231,0.053763440860215055,0.14388489208633093,96,61,35,240.0,152.5,87.5,3,11,10,0
