Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
10,0,,0,0,1,0,,,,,0,123.518732,137.59653500000002,14.077802999999989,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
11,0,,0,0,1,0,,,,,0,137.608131,151.685935,14.077804000000016,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
12,0,,0,0,1,0,,,,,0,151.700831,165.778635,14.077804000000016,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
13,0,,0,0,1,0,,,,,0,165.792031,179.86983500000005,14.077803999999983,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
14,0,,0,0,1,0,,,,,0,179.881131,193.958935,14.077803999999983,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
15,0,,0,0,1,0,,,,,0,193.969432,208.047235,14.077802999999989,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
16,0,,0,0,1,0,,,,,0,208.059532,222.137335,14.077803000000017,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
17,0,,0,0,1,0,,,,,0,222.149131,236.226935,14.077803999999983,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
18,0,,0,0,1,0,,,,,0,236.241331,250.319135,14.077803999999983,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
19,0,,0,0,1,0,,,,,0,250.330231,264.408035,14.077803999999983,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1.0,0.0,1.0,-70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
20,1,,0,0,1,0,,,,,0,264.420431,278.500735,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
21,1,,0,0,1,0,,,,,0,278.51953100000003,292.599835,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
22,1,,0,0,0,1,0.0,,0.0,,1,292.616231,307.432536,14.816304999999998,2.8206,13.8162,10.9956,3.0707,3.8067,0.7360000000000002,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,,"[3.8067, 3.9747, 4.0836000000000015, 4.2472, 4.3752, 4.5128, 4.6543]","[3.8731, 3.9864, 4.1416, 4.269, 4.4163000000000014, 4.553, 4.6828]",[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
23,1,0.0,0,0,0,1,0.0,0.0,0.0,1.0,1,307.450132,322.079735,14.629603000000033,2.8206,13.6295,10.8089,3.0707,3.62,0.5493000000000001,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,-70.0,"[3.62, 3.7708, 3.9131, 4.0616]","[3.674, 3.8272, 3.967, 4.1182]",[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
24,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,322.097731,328.318035,6.220303999999999,2.8206,5.2202,2.3996,3.0707,5.2016,2.1309,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,-70.0,[],[],"[5.2016, 5.237, 5.899, 6.0595, 6.1817]","[5.2198, 5.2386, 5.9609000000000005, 6.0826]",0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
25,1,1.0,1,0,0,1,0.0,1.0,1.0,1.0,1,328.330432,338.351135,10.020703000000026,2.8206,9.0206,6.1999999999999975,3.0707,3.5861,0.5154000000000001,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,70.0,"[3.5861, 3.7121, 3.8836]","[3.6327, 3.7691, 3.9098]","[9.002, 9.1265, 9.2251, 9.3451, 9.4837, 9.6175]","[0.0047, 9.0533, 9.1554, 9.2682, 9.389, 9.5282, 9.6505]",0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
26,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,338.368531,348.964635,10.596103999999967,2.8206,9.596,6.7753999999999985,3.0707,9.5774,6.5067,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,70.0,[],[],"[9.5774, 9.7026, 9.8153, 9.9472, 10.088]","[9.6156, 9.7364, 9.8534, 9.9828, 10.1258]",0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
27,1,1.0,0,0,1,0,,1.0,,,0,348.981231,363.061535,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,70.0,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
28,1,,1,0,0,0,1.0,,1.0,,1,363.078431,374.956035,11.877603999999964,2.8206,10.8775,8.056899999999999,3.0707,10.8589,7.7882,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,,"[10.8798, 11.2767]","[10.907, 11.3068]","[10.8589, 11.2561]","[10.9093, 11.3095]",0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
29,1,1.0,0,0,1,0,,1.0,,,0,374.977031,389.057335,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,70.0,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
30,1,,1,0,0,0,1.0,,1.0,,1,389.077832,393.734635,4.656803000000026,2.8206,3.6567,0.8360999999999996,3.0707,3.6381,0.5674000000000001,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,,"[3.7111, 3.9237]","[3.7695, 4.033]","[3.6381, 4.0267]","[3.7915, 4.0315]",0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
31,1,1.0,1,0,0,1,0.0,1.0,1.0,1.0,1,393.747231,407.074035,13.326803999999981,2.8206,12.3267,9.5061,3.0707,12.1339,9.0632,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,70.0,"[12.1339, 12.3445, 13.1969]","[12.1825, 12.3552, 13.2074]","[12.3081, 12.45, 12.5499, 12.669, 13.0519, 13.1731, 13.304]","[12.3585, 12.5042, 12.5612, 12.7847, 13.0822, 13.2101]",0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
32,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,407.093331,416.107135,9.013804000000052,2.8206,8.0137,5.1930999999999985,3.0707,7.995100000000001,4.9244,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,70.0,"[8.0261, 8.6364]","[8.037700000000001, 8.717500000000001]","[7.995100000000001, 8.1262, 8.4198, 8.481300000000001, 8.580400000000001]","[8.039900000000001, 8.2744, 8.4708, 8.4937, 8.719800000000001]",0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
33,1,1.0,0,0,1,0,,1.0,,,0,416.122931,430.203235,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,70.0,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
34,1,,0,0,1,0,,,,,0,430.223931,444.304235,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
35,1,,1,0,0,1,0.0,,1.0,,1,444.32833200000016,449.747735,5.419402999999988,2.8206,4.4193,1.5986999999999996,3.0707,3.5668,0.4961000000000002,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,,"[3.5668, 3.6959, 3.8381, 4.0037, 4.3388, 4.3983, 5.413200000000002]","[3.6228, 3.7496, 3.9024, 4.0458, 4.3566, 4.4082]","[4.4007000000000005, 4.5066000000000015, 4.8797000000000015, 5.2506, 5.3787]","[4.4089, 4.6051, 4.926, 5.2919]",0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
36,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,449.759631,456.958536,7.198904999999968,2.8206,6.1988,3.3782,3.0707,6.112,3.0413,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,70.0,"[6.112, 6.1733, 6.3093, 6.3517]","[0.0013000000000000002, 6.12, 6.1869000000000005, 6.3223, 6.3876]","[6.1802, 6.3418]","[0.0035, 6.1847, 6.3883]",0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
37,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,456.974931,465.986935,9.01200399999999,2.8206,8.0119,5.1913,3.0707,7.9857,4.915000000000001,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,70.0,"[7.9857, 8.1258, 8.3869]","[8.0017, 8.212200000000001, 8.3998]","[7.9933, 8.0939, 8.124]","[8.0006, 8.106, 8.212200000000001]",0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
38,1,1.0,0,0,1,0,,0.0,,,0,466.023231,480.103535,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0.0,1.0,1.0,70.0,70.0,[],[],[],[],0.0096,0.0091,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod0,stage_training_v5,Alexis,pv_nmdar_eranet,Ephys,Bpod0,8,36000,8,1.8.2,008_stage_training_v5_20240306-174521,2024-03-06,17:45:33.184611,18:51:49.601464
