Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
10,1,1.0,0,0,1,0,,1.0,,,0,62.187813,76.268117,14.080304000000005,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
11,1,,0,0,1,0,,,,,0,76.288113,90.368417,14.080303999999998,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
12,1,,0,0,1,0,,,,,0,90.386613,104.466916,14.080303,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
13,1,,0,0,1,0,,,,,0,104.488213,118.568517,14.080303999999998,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
14,1,,0,0,1,0,,,,,0,118.588613,132.668917,14.080303999999998,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
15,1,,0,0,1,0,,,,,0,132.688513,146.768816,14.080302999999983,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
16,1,,0,0,1,0,,,,,0,146.785913,160.86621599999995,14.080303000000017,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
17,1,,0,0,1,0,,,,,0,160.887713,174.968016,14.080303000000017,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
18,1,,0,0,1,0,,,,,0,174.986113,189.066417,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
19,1,,0,0,1,0,,,,,0,189.092413,203.172716,14.080303000000017,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
20,0,,0,0,1,0,,,,,0,203.191013,217.268818,14.077805000000012,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
21,0,,0,0,1,0,,,,,0,217.282013,231.359816,14.077802999999989,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
22,0,,0,0,1,0,,,,,0,231.392113,245.469917,14.077804000000016,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
23,0,,0,0,1,0,,,,,0,245.482813,259.560617,14.077803999999983,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
24,0,,0,0,1,0,,,,,0,259.574713,273.652516,14.077803000000017,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
25,0,,0,0,1,0,,,,,0,273.665213,287.743016,14.077803000000017,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
26,0,,0,0,1,0,,,,,0,287.756613,301.8344160000001,14.077802999999962,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
27,0,,0,0,1,0,,,,,0,301.847413,315.9252160000001,14.077802999999962,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
28,0,,0,0,1,0,,,,,0,315.940313,330.018116,14.077803000000017,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
29,0,,0,0,1,0,,,,,0,330.035313,344.113117,14.077804000000016,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
30,0,,0,0,1,0,,,,,0,344.126113,358.203917,14.077804000000016,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
31,0,,0,0,1,0,,,,,0,358.219513,372.297317,14.077804000000016,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
32,0,,0,0,1,0,,,,,0,372.313013,386.390816,14.077802999999962,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
33,0,,0,0,1,0,,,,,0,386.410013,400.487816,14.077803000000017,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
34,0,,0,0,1,0,,,,,0,400.501113,414.578917,14.077804000000016,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
35,0,,0,0,1,0,,,,,0,414.592813,428.670617,14.077804000000016,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0099,0.008,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod5,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod5,6,36005,6,1.8.2,006_stage_training_v5_20240306-184457,2024-03-06,18:45:09.129915,19:57:42.484479
