Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Wait
10,0,,0,0,1,0,,,,,0,89.30273199999998,103.380536,14.077804,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
11,0,,0,0,1,0,,,,,0,103.395832,117.473636,14.077804,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
12,0,,0,0,1,0,,,,,0,117.487332,131.56513600000002,14.077804,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
13,0,,1,0,0,0,1.0,,0.0,,1,131.581432,145.622636,14.041203999999992,2.8181000000000003,13.0411,10.223,3.0682,13.0241,9.9559,aaa,aaa,1,,0,1,0,1,-70.0,,"[13.0241, 13.6149]","[13.2831, 13.6197]",[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
14,0,1.0,1,0,0,1,0.0,1.0,0.0,1.0,1,145.641932,149.96043600000004,4.31850399999999,2.8181000000000003,3.3184,0.5002999999999997,3.0682,3.2918000000000003,0.2236000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3014, 3.7009, 3.7824, 4.2484]","[3.5974000000000004, 3.7677, 3.9364, 4.2655]",[3.2918000000000003],[3.3336],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
15,0,1.0,0,0,1,0,,0.0,,,0,149.974232,164.05203600000004,14.077803999999984,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
16,0,,0,0,1,0,,,,,0,164.068432,178.14623600000004,14.077803999999984,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
17,0,,0,0,1,0,,,,,0,178.159532,192.23733700000005,14.077804999999984,2.8181000000000003,13.0777,10.2596,3.0682,13.0682,10.0,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
18,0,,1,0,0,0,1.0,,0.0,,1,192.251532,205.569136,13.317603999999989,2.8181000000000003,12.3175,9.4994,3.0682,12.3005,9.232300000000002,aaa,aaa,1,,0,1,0,1,-70.0,,"[12.3005, 12.5508, 12.7968]","[12.5487, 12.5654, 12.8234]",[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
19,0,1.0,1,0,0,1,0.0,1.0,0.0,1.0,1,205.588632,214.870036,9.281404000000007,2.8181000000000003,8.2813,5.4632,3.0682,8.1313,5.0631,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.0504, 8.2643, 8.2719, 8.2721, 8.2919, 8.3625, 8.436200000000001]","[0.06620000000000001, 8.2666, 8.272, 8.283100000000001, 8.3293, 8.402800000000001, 8.4701]",[8.1313],[8.1372],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
20,1,0.0,0,0,1,0,,0.0,,,0,214.885632,228.965936,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
21,1,,0,0,1,0,,,,,0,229.008232,243.088536,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
22,1,,0,0,1,0,,,,,0,243.106832,257.187136,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
23,1,,0,0,1,0,,,,,0,257.213232,271.293536,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
24,1,,0,0,1,0,,,,,0,271.321332,285.401636,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
25,1,,0,0,1,0,,,,,0,285.421532,299.501836,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
26,1,,0,0,1,0,,,,,0,299.523932,313.604236,14.080304000000012,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
27,1,,0,0,1,0,,,,,0,313.622132,327.702436,14.080303999999956,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,,[],[],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
28,1,,1,0,0,0,1.0,,1.0,,1,327.722332,333.567536,5.845204000000024,2.8206,4.8451,2.0245,3.0707,4.8279000000000005,1.7572000000000003,iaa,iaa,1,,0,0,1,1,70.0,,"[4.9272, 5.6426]",[5.3965000000000005],"[4.8279000000000005, 4.8558, 4.9661, 5.0742, 5.121]","[4.8428, 4.8870000000000005, 5.0034, 5.0823, 5.1370000000000005]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
29,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,333.581532,337.940336,4.3588040000000206,2.8206,3.3587,0.5380999999999996,3.0707,3.3415000000000004,0.2708000000000004,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[0.0193],[3.3415000000000004],[3.3482000000000003],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
30,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,337.965232,342.310836,4.3456039999999785,2.8206,3.3455000000000004,0.5249000000000001,3.0707,3.3283,0.2576,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.803, 3.8496]","[3.8062, 3.8719]","[3.3283, 3.3562000000000003, 3.8502, 3.9374, 4.0696]","[3.3343000000000003, 3.3588, 3.8821, 4.0655, 4.0749]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
31,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,342.323232,346.661536,4.338303999999994,2.8206,3.3382,0.5175999999999998,3.0707,3.321,0.2503000000000002,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.4015, 3.6519999999999997]",[3.5339],"[0.0059, 3.321, 3.3517, 3.3651, 3.4490000000000003, 3.5156]","[0.049600000000000005, 3.347, 3.3593, 3.3709, 3.4808000000000003]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
32,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,346.679832,351.026336,4.346504000000039,2.8206,3.3464,0.5257999999999998,3.0707,3.3292,0.2585000000000002,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[0.026500000000000003],"[3.3292, 3.3476000000000004, 3.3613, 3.3738, 3.3878000000000004, 3.3998000000000004]","[0.026500000000000003, 3.3439, 3.3552, 3.3692, 3.3814, 3.3944]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
33,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,351.070132,355.432536,4.362404000000026,2.8206,3.3623000000000003,0.5417000000000001,3.0707,3.3451,0.2744,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.4394, 4.1869000000000005, 4.1872, 4.1874, 4.1960000000000015, 4.1972000000000005]","[4.1325, 4.187, 4.1873000000000005, 4.1959, 4.1961]","[3.3451, 3.3936]",[3.3927],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
34,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,355.446932,359.783536,4.336604000000023,2.8206,3.3365,0.5158999999999998,3.0707,3.3193,0.2486000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[0.0261, 3.4058, 4.1438000000000015]","[0.0199, 0.0333, 3.9654, 4.1794]","[0.0597, 3.3193]","[0.0563, 0.0625]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
35,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,359.807432,363.913536,4.106104000000016,2.8206,3.1060000000000003,0.2854000000000001,3.0707,3.0888,0.0181,iaa,iaa,1,,0,0,1,1,70.0,70.0,[3.4143000000000003],[],"[0.0719, 0.1099, 0.1426, 0.2873, 0.2983, 0.33399999999999996, 0.3736, 0.4086, 0.4438, 0.4778, 0.5093, 3.0888, 3.1012, 3.6959, 3.9534, 3.9668]","[0.0678, 0.1039, 0.1381, 0.2826, 0.2973, 0.3239, 0.3644, 0.3986, 0.434, 0.47, 0.5072, 3.0847, 3.0995000000000004, 3.695, 3.9509, 3.9652]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
36,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,363.932032,368.280136,4.348104000000035,2.8206,3.3480000000000003,0.5274000000000001,3.0707,3.3308,0.2601,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3917, 3.9096, 4.0124, 4.1332, 4.2367]","[0.0291, 3.9042, 3.9704, 4.0950000000000015, 4.1878]","[0.0301, 3.3308, 3.6931, 3.7061, 3.9087, 3.92, 3.9295, 3.9622, 4.0226000000000015, 4.0556, 4.3018]","[0.0268, 0.0368, 3.6881, 3.7026, 3.8874, 3.9103, 3.9227, 3.9472, 3.964, 4.0491, 4.0955, 4.3231]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,7,36006,7,1.8.2,007_stage_training_v5_20240306-185000,2024-03-06,18:50:12.554087,19:57:39.089529,
