Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd
10,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,81.80121199999998,86.46851600000002,4.667303999999987,2.8181000000000003,3.6672,0.8490999999999995,3.0682,3.651,0.5828000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.651, 3.658]",[3.6579],[],[],0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
11,0,1.0,1,0,0,1,0.0,1.0,0.0,1.0,1,86.481813,92.040616,5.5588029999999975,2.8181000000000003,4.5587,1.7405999999999997,3.0682,3.6589,0.5907,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.0146, 0.0306, 0.046700000000000005, 4.5425]","[0.0119, 0.0232, 0.0362, 0.0506]",[3.6589],[3.6741],0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
12,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,92.052813,96.447716,4.3949029999999984,2.8181000000000003,3.3948,0.5766999999999998,3.0682,3.3786,0.3104,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3786, 3.3943000000000003, 3.4280000000000004, 3.5152]","[0.0562, 3.3833, 3.3989999999999996, 3.4339999999999997, 3.5172000000000003]",[],[],0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
13,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,96.467013,100.605416,4.138403000000011,2.8181000000000003,3.1383,0.3201999999999998,3.0682,3.1221,0.05390000000000007,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.0722, 3.1221, 3.1957, 3.3354000000000004, 3.3489, 3.3951]","[0.0758, 3.1255, 3.2019, 3.3374, 3.3916]",[3.4383000000000004],[3.5332000000000003],0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
14,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,100.621912,105.47781599999999,4.8559040000000095,2.8181000000000003,3.8558,1.0376999999999996,3.0682,3.8396,0.7714000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.0216, 0.06380000000000001, 0.1061, 0.2083, 0.2496, 0.389, 2.4949000000000003, 3.8396, 3.944, 4.0554000000000014]","[0.0182, 0.033, 0.0742, 0.1139, 0.2099, 0.25070000000000003, 0.392, 2.4963, 3.8955, 4.0299000000000005, 4.2469]",[],[],0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
15,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,105.49231200000001,111.56601599999999,6.0737040000000055,2.8181000000000003,5.0736,2.2555,3.0682,5.0574,1.9892000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[5.0574, 5.6092, 5.6094, 5.6149, 5.6152000000000015, 5.6156000000000015, 5.6534, 5.6578, 5.6588, 5.6592, 5.66, 6.0368]","[5.4389, 5.6093, 5.6147, 5.6151, 5.6155, 5.6160000000000005, 5.6562, 5.6584, 5.6589, 5.6598000000000015, 5.9072000000000005]",[],[],0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
16,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,111.58051200000001,115.95681599999999,4.376304000000005,2.8181000000000003,3.3762000000000003,0.5581,3.0682,3.3600000000000003,0.2918000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3600000000000003, 3.3689999999999998]","[0.0199, 3.3640000000000003]","[3.4556, 4.1723]",[3.4759],0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
17,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,115.96841299999998,120.16611599999999,4.197703000000004,2.8181000000000003,3.1976,0.3794999999999997,3.0682,3.1814,0.11319999999999995,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.1814, 3.1942000000000004]","[0.3493, 3.1823, 4.0744]",[3.2332],"[0.2686, 4.0789]",0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
18,0,1.0,0,0,0,1,0.0,1.0,1.0,0.0,1,120.182212,136.40641599999998,16.224204,2.8181000000000003,15.2241,12.405999999999999,3.0682,5.2146,2.1464,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[2.5521000000000003, 2.5557000000000003, 2.5562]","[2.5553, 2.5559000000000003]","[2.8559, 5.2146, 5.6842000000000015, 5.6847, 5.769, 10.5252, 10.6199]","[5.2145, 5.2149, 5.6844, 5.7684000000000015, 5.7694, 10.5488, 10.7229]",0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
19,0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,1,136.42771299999998,142.18721599999995,5.759502999999995,2.8181000000000003,4.7594,1.9413,3.0682,4.0231,0.9549000000000004,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7432, 4.8677, 4.9595, 5.3497]","[4.7232, 4.8547, 4.9567000000000005, 5.3165]",[4.0231],[],0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
20,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,142.202512,149.92031599999999,7.717804000000001,2.8206,6.717700000000002,3.8971000000000013,3.0707,6.7014000000000005,3.630700000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[1.1721, 1.1808, 1.3884, 1.7848000000000002, 1.7949000000000002, 1.8485, 6.7014000000000005, 6.7988, 6.9237, 7.1574, 7.3386]","[0.9904, 1.1806, 1.1809, 1.474, 1.7948000000000002, 1.7952, 6.497000000000001, 6.7250000000000005, 6.8478, 7.0859000000000005, 7.251]",0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
21,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,149.939412,158.017915,8.078502999999984,2.8206,7.0783000000000005,4.2577,3.0707,7.0688,3.9981,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[7.0688, 7.0693, 7.510000000000002]","[7.0076, 7.0692, 7.3917]",[],[6.9919],0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
22,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,158.03841200000005,165.263716,7.225303999999994,2.8206,6.2251,3.4045,3.0707,6.2156,3.1449000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[6.2156],[6.1939],[0.6168],[6.1334],0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
23,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,165.280212,171.802316,6.5221039999999855,2.8206,5.522,2.7014,3.0707,5.5057,2.435,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[2.5964, 5.5057, 5.7281, 5.9252, 6.3712, 6.4706]","[5.1886, 5.6254, 5.8635, 6.241700000000002, 6.4274]",0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
24,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,171.81891299999995,179.170816,7.351902999999992,2.8206,6.3518,3.5312,3.0707,6.3355000000000015,3.2648000000000006,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[0.006900000000000001, 0.387, 0.5281, 0.6069, 0.8919, 1.0582, 1.2405000000000002, 6.3355000000000015, 6.3979, 6.4348, 6.624300000000002, 6.7199, 6.7583, 6.902500000000002, 6.997000000000001, 7.052300000000002, 7.1684, 7.2949]","[0.3433, 0.5181, 0.5484, 0.7192000000000001, 0.9488, 1.1012, 1.2692, 6.3812000000000015, 6.4137, 6.5906, 6.7099, 6.7568, 6.7611, 6.9847, 7.0042, 7.1287, 7.2763]",0.0067,0.0068,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod4,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod4,1,36004,1,1.8.2,001_stage_training_v5_20240306-165934,2024-03-06,16:59:46.736066,17:59:43.432317
