Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,StimDur,Delay,VarDelay,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Wait
10,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,91.979132,96.121136,4.142004,2.8206,3.1419,0.3212999999999999,3.0707,3.1247000000000003,0.0540000000000002,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[3.3240000000000003, 3.5703]","[3.3314000000000004, 3.6254]","[0.0611, 0.0779, 0.0964, 0.1129, 0.13040000000000002, 0.14880000000000002, 0.1643, 0.1974, 0.231, 0.2654, 0.3042, 0.3415, 0.3754, 0.4092, 3.1247000000000003, 3.1437]","[0.05980000000000001, 0.07440000000000001, 0.0897, 0.1056, 0.1236, 0.1427, 0.15910000000000002, 0.1905, 0.2254, 0.2589, 0.2894, 0.33540000000000003, 0.3689, 0.4046, 3.1222000000000003, 3.1406]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
11,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,96.134932,100.302836,4.167903999999994,2.8206,3.1678,0.3471999999999999,3.0707,3.1506000000000003,0.0799000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[0.3816, 3.1506000000000003]","[0.379, 3.1429]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
12,1,1.0,0,0,1,0,,1.0,,,0,100.317032,114.397336,14.080303999999998,2.8206,13.0802,10.2596,3.0707,13.0707,10.0,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[1.7645000000000002, 1.7924, 1.8201]","[1.7725000000000002, 1.8128]",[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
13,1,,0,0,0,1,0.0,,0.0,,1,114.419632,128.52463600000002,14.105003999999996,2.8206,13.1049,10.2843,3.0707,3.0954,0.0247000000000001,iaa,iaa,1,,0,0,1,1,70.0,,"[0.2177, 0.24700000000000005, 0.27399999999999997, 0.28350000000000003, 0.2974, 3.0954, 3.1137, 3.1173, 3.1233, 3.1509, 3.1806, 3.2049000000000003]","[0.2127, 0.2397, 0.2679, 0.28250000000000003, 0.29500000000000004, 3.0941, 3.1118, 3.1148, 3.1194, 3.1426000000000003, 3.1700000000000004, 3.1973000000000003]",[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
14,1,0.0,1,0,0,1,0.0,0.0,1.0,0.0,1,128.549732,132.761236,4.211503999999991,2.8206,3.2114000000000003,0.3908,3.0707,3.1077000000000004,0.0370000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.1638, 0.2173, 0.2397, 0.2681, 0.2942, 0.3286, 0.3568, 0.3846, 0.4126, 0.4402, 0.4687, 0.49700000000000005, 0.5126000000000001, 0.526, 0.5528000000000001, 0.5810000000000001, 0.6915, 0.6927, 0.6934, 0.6938000000000001, 0.7143, 0.7151000000000001, 0.7185, 0.7192000000000001, 0.7409, 0.7831, 0.7856000000000001, 0.7859999999999999, 0.7889, 0.7893, 0.7902, 0.8053, 0.8057000000000001, 0.8062, 0.8066, 0.8071, 0.8074, 0.8076, 0.8095, 0.8106, 0.8533000000000001, 0.8537, 0.8552000000000001, 0.8593000000000001, 0.8663000000000001, 0.8666, 0.8668, 0.8707, 1.0732000000000002, 1.0741, 1.0745, 1.0757, 1.077, 1.0784, 2.4647, 2.4659, 2.4667000000000003, 2.4676, 3.1077000000000004, 3.1319999999999997, 3.1402, 3.1816, 3.2029, 3.2206]","[0.1549, 0.2111, 0.2372, 0.2509, 0.2807, 0.3106, 0.3396, 0.3688, 0.3983, 0.4266, 0.4557000000000001, 0.4843, 0.5125000000000001, 0.5127, 0.5412, 0.5698, 0.6885, 0.6916, 0.6930000000000001, 0.6936, 0.7140000000000001, 0.7146, 0.7152000000000001, 0.7187, 0.7407, 0.741, 0.7855000000000001, 0.7859, 0.7863, 0.7892, 0.7894, 0.7904, 0.8054, 0.8058000000000001, 0.8064, 0.8069000000000001, 0.8072, 0.8075, 0.8077000000000001, 0.8096, 0.8528, 0.8535, 0.8543000000000001, 0.8553000000000001, 0.8595, 0.8664000000000001, 0.8667, 0.8704000000000001, 0.8708, 1.0733, 1.0743, 1.075, 1.0758, 1.0771, 1.0785, 2.4651, 2.4662, 2.4675, 2.4679, 3.1183, 3.1343, 3.1459, 3.1858, 3.2068000000000003]","[0.27340000000000003, 0.3111, 3.1942000000000004]","[0.2656, 0.30860000000000004, 3.1905]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
15,1,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,132.793332,146.914836,14.121504000000016,2.8206,13.1214,10.3008,3.0707,3.1119000000000003,0.0412000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[0.0627, 0.0697, 0.0961, 0.1232, 0.1514, 0.1807, 0.1865, 0.2113, 0.2881, 0.3134, 0.32070000000000004, 0.3473, 0.377, 0.4047, 0.4335, 3.1119000000000003, 3.1402, 3.1677, 3.1981, 3.3248]","[0.0497, 0.0645, 0.0767, 0.1061, 0.1337, 0.1598, 0.1848, 0.187, 0.2114, 0.3014, 0.3191, 0.3292, 0.3574, 0.3847, 0.4108, 0.4387, 3.1140000000000003, 3.1477, 3.1754, 3.2025]",[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
16,1,0.0,1,0,0,1,0.0,0.0,1.0,0.0,1,146.93623200000005,151.507036,4.57080400000001,2.8206,3.5707,0.7500999999999998,3.0707,3.143,0.0723000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[0.1274, 0.15760000000000002, 0.1663, 3.143, 3.1887000000000003]","[0.1214, 0.1489, 0.1603, 0.17220000000000002, 3.1467]","[3.5535, 3.7285, 3.7456, 4.0713, 4.1583000000000006, 4.309, 4.3354, 4.3449, 4.4939]","[3.5489, 3.7227, 3.7416, 4.0496, 4.1551, 4.2875000000000005, 4.3141, 4.3424000000000005, 4.3512, 4.5353]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
17,1,1.0,1,0,0,1,0.0,0.0,1.0,1.0,1,151.531432,155.86133600000005,4.329903999999999,2.8206,3.3298,0.5091999999999999,3.0707,3.2855000000000003,0.2148000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[0.0726, 3.2855000000000003]","[0.06520000000000001, 0.079]","[0.024800000000000003, 3.3126, 3.3280000000000003, 3.3413000000000004, 3.3534, 3.3673, 3.3806000000000003, 3.3942, 3.4076]","[0.0435, 3.3201, 3.3331, 3.3473, 3.361, 3.3747000000000003, 3.3885, 3.4023000000000003]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
18,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,155.886332,160.02123600000004,4.1349039999999775,2.8206,3.1348000000000003,0.3142,3.0707,3.1176000000000004,0.0469000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[3.2946],[0.0531],"[0.0373, 0.0572, 0.076, 0.1074, 0.13720000000000002, 0.3017, 3.1176000000000004, 3.1453, 3.5412000000000003, 3.5562, 3.5702000000000003, 3.7269, 3.7391, 3.7848, 3.8402, 3.9021, 3.9923, 4.1119]","[0.031, 0.0441, 0.0609, 0.0792, 0.1092, 0.1401, 0.3068, 3.1242, 3.5354, 3.5514, 3.5662000000000003, 3.719, 3.7305, 3.7442, 3.8183, 3.8407, 3.9093, 4.0338, 4.1339000000000015]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
19,1,1.0,1,0,0,1,0.0,1.0,1.0,1.0,1,160.036632,166.67803600000005,6.641403999999994,2.8206,5.6413,2.8207,3.0707,3.3441,0.2734000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[0.0074, 0.0101, 0.0177, 3.3441]","[0.0092, 0.0142, 0.0389]","[5.6241, 5.8458000000000006, 5.9830000000000005, 6.0813000000000015, 6.2104, 6.3594, 6.4807000000000015, 6.6219]","[5.675000000000002, 5.8993, 6.0070000000000014, 6.130800000000002, 6.2525, 6.391, 6.5346]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
20,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,166.71453200000005,171.02553600000005,4.311003999999997,2.8181000000000003,3.3109,0.4927999999999999,3.0682,3.2939000000000003,0.2257000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[0.0782, 3.2939000000000003]","[0.0695, 0.0801]",[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
21,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,171.039132,175.348136,4.309004000000016,2.8181000000000003,3.3089,0.4907999999999997,3.0682,3.2919,0.2237,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[3.2919],[0.0789],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
22,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,175.361332,179.669236,4.307904000000009,2.8181000000000003,3.3078000000000003,0.4897,3.0682,3.2908,0.2225999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[3.2908],[0.0776],[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
23,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,179.681232,184.064236,4.383004,2.8181000000000003,3.3829,0.5647999999999995,3.0682,3.3659000000000003,0.2977000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3659000000000003, 3.5227000000000004, 3.6052, 3.693]","[0.044, 3.4171, 3.5296000000000003, 3.634]",[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
24,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,184.078332,188.397736,4.31940400000002,2.8181000000000003,3.3193,0.5011999999999999,3.0682,3.3023,0.2341000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.0524, 3.3023, 3.4254]","[0.050800000000000005, 0.0573, 3.355, 3.4725]",[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
25,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,188.412632,192.756236,4.343603999999999,2.8181000000000003,3.3435,0.5253999999999999,3.0682,3.3265,0.2583000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[0.0122, 0.0246, 3.3265, 3.3532, 3.4222]","[0.020200000000000003, 0.0328, 3.3508, 3.37]","[3.5130000000000003, 3.6643, 3.8037, 3.9421]","[3.5833000000000004, 3.7211, 3.8617, 4.001]",0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
26,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,192.769632,197.112436,4.342804000000001,2.8181000000000003,3.3427,0.5245999999999995,3.0682,3.3257000000000003,0.2575000000000003,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[3.3257000000000003, 3.338]","[0.0612, 3.3282000000000003, 3.3576]",[],[],0.0075,0.0077,0,0,1.0,0.0,0.0,0,0,1,0,0,10,1,0,0,0.0,0.5,LR,20.0,RT,,0.25,0.0,9.999999999976694e-05,/dev/ttyACM-Bpod6,stage_training_v5,Alexis,pv_nmdar_eranet,2AFC_5,Bpod6,3,36006,3,1.8.2,003_stage_training_v5_20240306-173209,2024-03-06,17:32:21.463631,18:34:49.145232,
